original_name,drug_name,dose,form
scorch 40mg 30 caps,scorch,40mg,caps
scorza whitening cream 50 gm,scorza whitening,50gm,cream
scotts oint,scotts,0,ointment
sea band for child,sea band,0,band
sea kelp 150 mcg 250 tablets (illegal import),sea kelp,150mcg,tablets
seam-lite scar gel 50 gm,seam-lite scar,50gm,gel
seasonal support zinc-vitamin c & slipper 300 tab,seasonal support zinc-vitamin c & slipper,300mg,tab
sebaclar active gel 50 ml,sebaclar active,50ml,gel
sebaclar exfoliating cream 50 ml,sebaclar exfoliating,50ml,cream
sebaclar hydra cream 50 ml,sebaclar hydra,50ml,cream
sebaclar purifying cleansing gel 200 ml,sebaclar purifying cleansing,200ml,gel
sebaclar tonic lotion 200 ml,sebaclar tonic,200ml,lotion
sebacovi 30 tabs.,sebacovi,30mg,tabs
sebaferro 20 tabs.,sebaferro,20mg,tabs
sebamed derma-soft wash emulsion 200ml,sebamed derma-soft wash,200ml,emulsion
sebanoin acne gel 15 gm,sebanoin acne,15gm,gel
sebanoin face wash 200 ml,sebanoin face,200ml,wash
sebex 120 ml shampoo,sebex,120ml,shampoo
sebionex foaming gel 200 ml,sebionex foaming,200ml,gel
sebionex k cream 40 ml,sebionex k,40ml,cream
sebionex mattifying gel spf 50 - 40 ml,sebionex mattifying spf 50,40ml,gel
sebionex trio cream 40 ml,sebionex trio,40ml,cream
sebitar shampoo 250 ml,sebitar,250ml,shampoo
sebium a.i. 30 ml,sebium a.i.,30ml,0
sebium akn fluid 30ml,sebium akn,30ml,fluid
sebium exfoliating gel 100ml,sebium exfoliating,100ml,gel
sebium foaming (moussant) gel 200ml,sebium foaming,200ml,gel
sebium foaming (moussant) gel 500ml,sebium foaming,500ml,gel
sebium global 30 ml,sebium global,30ml,0
sebium h2o 250ml,sebium h2o,250ml,0
sebium hydra 40 ml,sebium hydra,40ml,0
sebium pain (soap) 100 gm,sebium pain,100gm,soap
sebium pore refiner 30 ml,sebium pore refiner,30ml,0
sebium serum 40 ml,sebium,40ml,serum
sebofix facial cleanser,sebofix facial,0,cleanser
sebogine topical lotion 50 ml,sebogine topical,50ml,lotion
seboline shampoo 60 ml,seboline,60ml,shampoo
seboral hair shampoo 125ml,seboral hair,125ml,shampoo
secalia a.h.a 200 ml,secalia a.h.a,200ml,0
secalia balm 200 ml,secalia,200ml,balm
secinda misr 500 mg 4 tab,secinda misr,500mg,tab
secnida-misr 500mg 4 tab.,secnida-misr,500mg,tab
secnidazole 500mg 4 tab.,secnidazole,500mg,tab
secret lubricant gel (peach) 10 ampoules x 5ml,secret lubricant gel,5ml,ampoules
secret lubricant gel (strawberry) 10 ampoules x 5ml,secret lubricant gel,5ml,ampoules
sector acne prone skin lotion 120 gm,sector acne prone skin,120gm,lotion
sector exfoliating gel 250 gm,sector exfoliating,250gm,gel
sector facial wash 250 ml,sector facial,250ml,wash
sector massage cream 60 gm,sector massage,60gm,cream
sector massage gel 120 gm,sector massage,120gm,gel
