original_name,drug_name,dose,form
bio balance organic pomegranate shampoo 330 ml,bio balance organic pomegranate shampoo,330 ml,shampoo
bio balance sun protection cream spf 50+ 40 ml,bio balance sun protection cream spf 50+,40 ml,cream
bio balance sun protection cream spf 50+ 75 ml,bio balance sun protection cream spf 50+,75 ml,cream
bio balance sun protection milk 50+spf 150 ml,bio balance sun protection milk 50+spf,150 ml,milk
bio balance sun protection milk 50+spf 75 ml,bio balance sun protection milk 50+spf,75 ml,milk
bio hair anti-dandruff shampoo 120 ml,bio hair anti-dandruff shampoo,120 ml,shampoo
bio hair lotion 100 ml,bio hair lotion,100 ml,lotion
bio hair lotion 140 ml,bio hair lotion,140 ml,lotion
bio legam 4 f.c. tabs,bio legam,4 mg,tabs
bio legam 8 f.c. tabs,bio legam,8 mg,tabs
bio mass massage cream 100 gm,bio mass massage cream,100 gm,cream
bio yeast 30 tab,bio yeast,30 mg,tab
bio-1600 14 cap,bio-1600,14 mg,cap
bio-cin 30 tabs.,bio-cin,30 mg,tabs
bio-cin syrup 120 ml,bio-cin syrup,120 ml,syrup
bio-cut 50 capsules,bio-cut,50 mg,capsules
bio-gainers 10 sachets 330 gm,bio-gainers,330 gm,sachets
bio-gainers 510 gram powder,bio-gainers,510 gram,powder
bio-mag 20 chewable tablets,bio-mag,20 mg,chewable tablets
bio-solari sunscreen 50+ spf emulsion 50 ml,bio-solari sunscreen 50+ spf,50 ml,emulsion
bio-solari sunscreen 50+ spf lotion 50 ml,bio-solari sunscreen 50+ spf,50 ml,lotion
bio-solari sunscreen cream 50+ spf 50 ml,bio-solari sunscreen cream 50+ spf,50 ml,cream
bio-solari sunscreen kids 50+ spf 100 ml,bio-solari sunscreen kids 50+ spf,100 ml,0
bio-solari tinted cream 50+ spf 50 ml,bio-solari tinted cream 50+ spf,50 ml,cream
bio-star 12 cap,bio-star,12 mg,cap
bio-star 20 capsules,bio-star,20 mg,capsules
bio-strath 20 tab,bio-strath,20 mg,tab
bio-strath syrup 120 ml,bio-strath syrup,120 ml,syrup
bio-strath syrup- 60 ml,bio-strath syrup,60 ml,syrup
bio-tech 10 sachets 330 gm,bio-tech,330 gm,sachets
bio-tech 400 gram powder,bio-tech,400 gram,powder
bio-tulle 10x10 cm 100 pcs,bio-tulle,100 pcs,tulle
bio-tulle 10x20 cm 50 pcs,bio-tulle,50 pcs,tulle
bio-tulle 10x30 cm 50 pcs,bio-tulle,50 pcs,tulle
bio-whey protein powder 2100 gm 70 serve,bio-whey protein,2100 gm,powder
bio-whey protein powder 420 gm 14 serve,bio-whey protein,420 gm,powder
bio-whey protein powder 900 gm 30 serve,bio-whey protein,900 gm,powder
biobelle 120 ml hair lotion,biobelle hair lotion,120 ml,lotion
bioblas all day whitening face cream 50 ml,bioblas all day whitening face cream,50 ml,cream
bioblas anti-hair loss serum 10 ml 12 vial,bioblas anti-hair loss serum,10 ml,serum
bioblas anti-hair loss serum 10 ml 6 vial,bioblas anti-hair loss serum,10 ml,serum
bioblas argan hair oil 100 ml,bioblas argan hair oil,100 ml,oil
bioblas conditioner 200ml,bioblas conditioner,200ml,conditioner
bioblas conditioner 300ml,bioblas conditioner,300ml,conditioner
bioblas hair mask 150 ml,bioblas hair mask,150 ml,mask
bioblas herbal oil color & more (10 sachets in 1),bioblas herbal oil color & more,10 sachets,oil
bioblas liquid conditioner 100ml,bioblas liquid conditioner,100ml,conditioner
bioblas liquid conditioner for colored and highlighted hair 200ml,bioblas liquid conditioner for colored and highlighted hair,200ml,conditioner
bioblas mask 100ml,bioblas mask,100ml,mask
bioblas mask 280 ml,bioblas mask,280 ml,mask
