original_name,drug_name,dose,form
nutritru fe 14 caps.,nutritru fe,0,caps
nutritru-d 400 i.u./drop oral drops 10 ml,nutritru-d,400 i.u./drop,oral drops
nutritrucal.d syrup 120 ml,nutritrucal.d,0,syrup
nutriva 20 sachets,nutriva,0,sachets
nutrizym 20 tab,nutrizym,0,tab
nuvaring vaginal ring,nuvaring,0,vaginal ring
nuxe aquabella beauty-revealing moisturising emulsion 50 ml,nuxe aquabella beauty-revealing moisturising emulsion,0,emulsion
nuxe aquabella essence-lotion 200 ml,nuxe aquabella essence-lotion,0,essence-lotion
nuxe aquabella micro-exfoliating purifying gel 150 ml,nuxe aquabella micro-exfoliating purifying gel,0,gel
nuxe body 24hr moisturising body lotion 200 ml,nuxe body 24hr moisturising body lotion,0,lotion
nuxe body long-lasting deodorant 50 ml,nuxe body long-lasting deodorant,0,deodorant
nuxe body melting scrub 200 ml,nuxe body melting scrub,0,scrub
nuxe body melting shower gel 200 ml,nuxe body melting shower gel,0,shower gel
nuxe body-contouring serum 150 ml,nuxe body-contouring serum,0,serum
nuxe clarifying cream-mask with rose petals 50 ml,nuxe clarifying cream-mask with rose petals,0,cream-mask
nuxe cleansing milk with rose petals 200 ml,nuxe cleansing milk with rose petals,0,milk
nuxe gentle exfoliating gel with rose petals 75 ml,nuxe gentle exfoliating gel with rose petals,0,gel
nuxe huile prodigieuse dry oil 100 ml,nuxe huile prodigieuse dry oil,0,oil
nuxe huile prodigieuse dry oil 50 ml,nuxe huile prodigieuse dry oil,0,oil
nuxe huile prodigieuse shimmering dry oil 50 ml,nuxe huile prodigieuse shimmering dry oil,0,oil
nuxe merveillance expert cream - normal skin 50 ml,nuxe merveillance expert cream - normal skin,0,cream
nuxe merveillance expert eye contour cream 15 ml,nuxe merveillance expert eye contour cream,0,cream
nuxe merveillance expert night cream 50 ml,nuxe merveillance expert night cream,0,cream
nuxe merveillance expert serum 30 ml,nuxe merveillance expert serum,0,serum
nuxe micellar cleansing water with rose petals 100 ml,nuxe micellar cleansing water with rose petals,0,water
nuxe micellar cleansing water with rose petals 200 ml,nuxe micellar cleansing water with rose petals,0,water
nuxe micellar foam cleanser with rose petals 150 ml,nuxe micellar foam cleanser with rose petals,0,foam cleanser
nuxe nuxellence detox night 50 ml,nuxe nuxellence detox night,0,0
nuxe nuxellence eclat 50 ml,nuxe nuxellence eclat,0,0
nuxe nuxuriance ultra cream spf 20 - 50 ml,nuxe nuxuriance ultra cream spf 20,0,cream
nuxe nuxuriance ultra eye and lip cream 15 ml,nuxe nuxuriance ultra eye and lip cream,0,cream
nuxe nuxuriance ultra fluid cream 50 ml,nuxe nuxuriance ultra fluid cream,0,fluid cream
nuxe nuxuriance ultra night cream 50 ml,nuxe nuxuriance ultra night cream,0,night cream
nuxe nuxuriance ultra roll-on mask 50 ml,nuxe nuxuriance ultra roll-on mask,0,roll-on mask
nuxe nuxuriance ultra serum 30 ml,nuxe nuxuriance ultra serum,0,serum
nuxe prodigieuse le parfum 50 ml,nuxe prodigieuse le parfum,0,parfum
nuxe prodigieuse shower oil 200 ml,nuxe prodigieuse shower oil,0,shower oil
nuxe prodigieux day cream 40 ml,nuxe prodigieux day cream,0,day cream
nuxe prodigieux dd light cream 30 ml,nuxe prodigieux dd light cream,0,dd light cream
nuxe prodigieux dd medium cream 30 ml,nuxe prodigieux dd medium cream,0,dd medium cream
nuxe prodigieux eye cream 15 ml,nuxe prodigieux eye cream,0,eye cream
nuxe prodigieux night cream 50 ml,nuxe prodigieux night cream,0,night cream
nuxe reve de miel face cleansing gel 200 ml,nuxe reve de miel face cleansing gel,0,gel
nuxe reve de miel foot cream 75 ml,nuxe reve de miel foot cream,0,foot cream
nuxe reve de miel gentle shampoo 300 ml,nuxe reve de miel gentle shampoo,0,shampoo
nuxe reve de miel hand and nail cream 50 ml,nuxe reve de miel hand and nail cream,0,cream
nuxe reve de miel lip moisturising stick 4 ml,nuxe reve de miel lip moisturising stick,0,stick
nuxe reve de miel ultra nourishing lip balm 15 ml,nuxe reve de miel ultra nourishing lip balm,0,lip balm
nuxe reve de miel ultra-comforting body cream 200 ml,nuxe reve de miel ultra-comforting body cream,0,body cream
nuxe reve de miel ultra-comforting night face cream 50 ml,nuxe reve de miel ultra-comforting night face cream,0,night face cream
