original_name,drug_name,dose,form
rota white cream 50 gm,rota white,50 gm,cream
rota-calm topical lotion 120 ml,rota-calm,120 ml,lotion
rota-glycerin soap 72 gm,rota-glycerin,72 gm,soap
rotacal-d 30 tabs.,rotacal-d,30 tabs,tabs
rotacarnite 1gm/5ml 5 i.v. amp.,rotacarnite,1gm/5ml,amp
rotacurazine cream 25 gm,rotacurazine,25 gm,cream
rotacurazine cream 60 gm,rotacurazine,60 gm,cream
rotacysteine 20% soln. for i.v. inf. 25 ml,rotacysteine,25 ml,soln
rotacysteine 600 mg 10 sachets,rotacysteine,600 mg,sachets
rotacysteine 600mg 20 sachets,rotacysteine,600mg,sachets
rotadansetron 8mg/4ml 5 i.m./i.v./inf. amp.,rotadansetron,8mg/4ml,amp
rotadigest 30 capsules,rotadigest,30 capsules,capsules
rotagrreste 12.5mg/50ml i.v. infusion 50 ml,rotagrreste,12.5mg/50ml,infusion
rotaguard 200 mg 30 caps.,rotaguard,200 mg,caps
rotaguard forte 500 mg 30 caps.,rotaguard forte,500 mg,caps
rotaguard syrup 120 ml,rotaguard,120 ml,syrup
rotahelex 25 mg 30 f.c. tabs.,rotahelex,25 mg,tabs
rotahelex advance oral drops 15 ml,rotahelex advance,15 ml,drops
rotahelex advance oral drops 40 ml,rotahelex advance,40 ml,drops
rotahelex cysteine syrup 100 ml,rotahelex cysteine,100 ml,syrup
rotahelex extra 24 tabs,rotahelex extra,24 tabs,tabs
rotahelex forte syrup 100 ml,rotahelex forte,100 ml,syrup
rotahelex night syrup 100 ml,rotahelex night,100 ml,syrup
rotahelex oral drops 30 ml,rotahelex,30 ml,drops
rotahelex syrup 120 ml,rotahelex,120 ml,syrup
rotahelex thyme 24 f.c. tabs.,rotahelex thyme,24 tabs,tabs
rotal 10 sachets,rotal,10 sachets,sachets
rotalbone-d 2 tabs.,rotalbone-d,2 tabs,tabs
rotamax 120ml syrup,rotamax,120ml,syrup
rotana oil spray 120ml,rotana oil,120ml,spray
rotanic hair serum 120 ml,rotanic hair,120 ml,serum
rotanic hair shampoo 120 ml,rotanic hair,120 ml,shampoo
rotaplanin 100 mg vial for i.v/i.m inj.,rotaplanin,100 mg,vial
rotaplanin 200 mg vial for i.v/i.m inj.,rotaplanin,200 mg,vial
rotapyretic 1 gm/100ml vial for i.v. inf.,rotapyretic,1 gm/100ml,vial
rotapyretic 500mg/50ml vial for i.v. inf.,rotapyretic,500mg/50ml,vial
rotarix oral vaccine 1.5 ml,rotarix,1.5 ml,vaccine
rotateq oral vaccine,rotateq,0,vaccine
rotateq vaccine 1 ml oral drops,rotateq,1 ml,drops
rotavite vitamin c sugar free,rotavite vitamin c sugar free,0,0
rotmoov massage cream 40 gm,rotmoov massage,40 gm,cream
rotmoov spray massage 75 ml,rotmoov massage,75 ml,spray
rotone 30 tabs.,rotone,30 tabs,tabs
rotone complex 20 tabs,rotone complex,20 tabs,tabs
rotone complex 30 tabs,rotone complex,30 tabs,tabs
rotwan 24 pieces,rotwan,24 pieces,pieces
rotymo 10 sachets,rotymo,10 sachets,sachets
rovac 1.5 m.i.u. 10 f.c. tab.,rovac,1.5 m.i.u.,tab
rovac 1.5 m.i.u. 10 f.c.tab.,rovac,1.5 m.i.u.,tab
rovac 3 m.i.u. 10 f.c.tab.,rovac,3 m.i.u.,tab
