original_name,drug_name,dose,form
tonadogest 10 mg 30 f.c. tabs.,tonadogest,10 mg,tabs
tonic emulsion syrup 120 ml,tonic emulsion,120 ml,syrup
tonicalcium adult 20 amp 10 ml (drinkable),tonicalcium adult,10 ml,amp
tonicalcium child 20 amp 5 ml,tonicalcium child,5 ml,amp
tonigate calcium 30 tablets,tonigate calcium,0,tablets
tonigate omega 30 capsules,tonigate omega,0,capsules
tonika shampoo 200 ml,tonika,200 ml,shampoo
toniplex syrup 120 ml,toniplex,120 ml,syrup
tono (chocolate) 20 pieces,tono chocolate,0,pieces
tonocard .400mg-100tab,tonocard,400 mg,tab
tonoclone 200mg 30 tab.,tonoclone,200 mg,tab
tonoclone 400mg 30 tab.,tonoclone,400 mg,tab
tonoclone retard 200mg c.r. 10 f.c. tab.,tonoclone,200 mg,tab
tonoclone retard 400mg c.r. 10 f.c. tab.,tonoclone,400 mg,tab
tonoscalpine lotion,tonoscalpine,0,lotion
tonus 5mg 30 tab.,tonus,5 mg,tab
toonra spray 50 ml,toonra,50 ml,spray
top calm 120 syp,top calm,120 ml,syrup
top calm 60ml syrup,top calm,60 ml,syrup
top clean topical spray 100 ml,top clean topical,100 ml,spray
top fam 25mg 20 tab.,top fam,25 mg,tab
top hair anti-hair loss lotion 8 amp.* 5 ml,top hair anti-hair loss,5 ml,lotion
top hair conditioner 250 ml,top hair,250 ml,conditioner
top hair lotion 120 ml,top hair,120 ml,lotion
top hair shampoo 250 ml,top hair,250 ml,shampoo
top rash soap,top rash,0,soap
top relax massage cr,top relax,0,cream
top royal jelly .12 cap,top royal jelly,0,cap
top royal jelly .24 cap,top royal jelly,0,cap
top six 10 caps.,top six,0,caps
top six 10cap,top six,0,cap
top vit plus 10 caps.,top vit plus,0,caps
top zad soap 80 gm,top zad,80 gm,soap
top- 6 (7 gel cap),top- 6,0,gel cap
top- vit plus 14 gelatin cap,top- vit plus,0,gelatin cap
top-4 cream 15 gm,top-4,15 gm,cream
top-flam cream 15 gm,top-flam,15 gm,cream
top-flam oint. 15 gm,top-flam,15 gm,ointment
top-up 500 - 60 caps.,top-up,500 mg,caps
top.vortex vag. douche 240 ml,top.vortex,240 ml,vaginal douche
topaal 3.3 gm 12 powder sachets,topaal,3.3 gm,powder sachets
topaken syrup 100 ml,topaken,100 ml,syrup
topamax 100mg 60 f.c. tabs.,topamax,100 mg,tabs
topamax 15 mg sprinkle 60 caps.,topamax,15 mg,sprinkle caps
topamax 25mg 60 f.c. tabs.,topamax,25 mg,tabs
topamax 50 mg sprinkle 60 caps.,topamax,50 mg,sprinkle caps
topcan 0.05% cream 15 gm,topcan,0.05%,cream
topging 30 caps.,topging,0,caps
topging 60 caps.,topging,0,caps
topging advance 30 caps.,topging advance,0,caps
