original_name,drug_name,dose,form
gene tava vitamin c 1000mg 30 tabs,gene tava vitamin c,1000mg,tabs
genebaby d 400 i.u./drop 180 oral drops 5.04 ml,genebaby d,400 i.u./drop,oral drops
genebaby multivitamin oral drops 30 ml,genebaby multivitamin,0,oral drops
geneca ray sun screen spf 50+ cream 100 gm,geneca ray sun screen spf 50+,0,cream
geneca ray sun screen spf 50+ cream 50 gm,geneca ray sun screen spf 50+,0,cream
geneca ray sun screen spf 50+ lotion 100 ml,geneca ray sun screen spf 50+,0,lotion
geneca ray sun screen spf 50+ lotion 200 ml,geneca ray sun screen spf 50+,0,lotion
genecal 20 gm 10 sachets. for adults,genecal,20 gm,sachets
genecalcin 2000 i.u./dose nasal spray,genecalcin,2000 i.u./dose,nasal spray
geneduovir 90/400mg 28 tablets,geneduovir,90/400mg,tablets
geneeat less 60 tabs.,geneeat less,0,tabs
genefat burner 60 tabs.,genefat burner,0,tabs
geneglobin liquid 200 ml,geneglobin,0,liquid
geneiron liquid 28 sachets 25 ml,geneiron,0,liquid
genekid multivitamin liquid 200ml,genekid multivitamin,0,liquid
geneleukim 300mcg vial,geneleukim,300mcg,vial
genepregna basic 30 tabs.,genepregna basic,0,tabs
genepregna fertility 30 tabs.,genepregna fertility,0,tabs
genepregna liquid 200 ml,genepregna,0,liquid
genepregna new mum 30 tabs .,genepregna new mum,0,tabs
genesemide 20mg/5ml syrup 120 ml,genesemide,20mg/5ml,syrup
genesuper b-complex 30 tablets,genesuper b-complex,0,tablets
genettera 10 mg 10 cap,genettera,10 mg,cap
genettera 25 mg 10 cap.,genettera,25 mg,cap
genexol 6mg/ml (100mg) i.v.infusion,genexol,6mg/ml (100mg),i.v.infusion
genexol 6mg/ml (30mg) i.v.infusion,genexol,6mg/ml (30mg),i.v.infusion
gengigel 0.2% gingival gel 20 ml,gengigel,0.2%,gingival gel
gengigel 0.54% teething gel 20 ml,gengigel,0.54%,teething gel
gengigel baby 0.2% oral gel 15 ml,gengigel baby,0.2%,oral gel
gengigel mouthrinse mouth wash 150 ml,gengigel mouthrinse,0,mouth wash
genica moist cream 100 gm,genica moist,0,cream
genica moist plus lotion 200 ml,genica moist plus,0,lotion
genica ray sun screen spf 50+ cream 100 gm,genica ray sun screen spf 50+,0,cream
genica ray sun screen spf 50+ cream 50 gm,genica ray sun screen spf 50+,0,cream
genica ray sun screen spf 50+ lotion 100 ml,genica ray sun screen spf 50+,0,lotion
genica ray sun screen spf 50+ lotion 200 ml,genica ray sun screen spf 50+,0,lotion
genica slim 30 capsules,genica slim,0,capsules
genion vaginal solution 250 ml,genion,0,vaginal solution
genkystar 320 mg 7 f.c. tab.,genkystar,320 mg,tab
genmycin 0.3% cream 15 gm,genmycin,0.3%,cream
genmycin 0.3% oint. 15 gm,genmycin,0.3%,oint.
genmycin plus topical cream 15 gm,genmycin plus,0,topical cream
geno-b 10sachets,geno-b,0,sachets
genogerm 12 sachets 5 gm,genogerm,5 gm,sachets
genogerm powder 12sachet,genogerm,0,powder
genolight whitening cream 60 gm,genolight whitening,0,cream
genoria intimate wash 10 sachets x 7.5 ml,genoria intimate wash,0,sachets
genoria intimate wash 250 ml,genoria intimate wash,0,wash
genotropin 4 i.u 1 vial,genotropin,4 i.u,vial
genotropin 4 i.u.vial,genotropin,4 i.u.,vial
