original_name,drug_name,dose,form
nexicure 10mg 14 sachets,nexicure,10mg,sachets
nexicure 2.5mg 28 sachets,nexicure,2.5mg,sachets
nexicure 20 mg 20 f.c.tabs.,nexicure,20 mg,tabs
nexicure 40 mg 20 f.c. tablets,nexicure,40 mg,tablets
nexicure 5mg 28 sachets,nexicure,5mg,sachets
neximash 40 mg 28 caps.,neximash,40 mg,caps
neximash 40mg 14 caps.,neximash,40mg,caps
neximash 40mg 7 caps.,neximash,40mg,caps
neximaz massage cream 50gm,neximaz massage,50gm,cream
neximerican 20 mg 14 caps.,neximerican,20 mg,caps
neximerican 20 mg 21 caps.,neximerican,20 mg,caps
neximerican 20 mg 7 caps.,neximerican,20 mg,caps
neximerican 40 mg 14 caps.,neximerican,40 mg,caps
neximerican 40 mg 21 caps.,neximerican,40 mg,caps
neximerican 40 mg 7 caps.,neximerican,40 mg,caps
nexipro 20/1680mg 7 sachets,nexipro,20/1680mg,sachets
nexirozova 10mg 14 f.c. tabs,nexirozova,10mg,tabs
nexirozova 20 mg 14 f.c tabs,nexirozova,20 mg,tabs
nexirozova 5mg 14 f.c tabs,nexirozova,5mg,tabs
nexium 10 mg 28 sachets,nexium,10 mg,sachets
nexium 20 mg 14 f.c.tabs. (n/a),nexium,20 mg,tabs
nexium 20mg 28 f.c. tab.,nexium,20mg,tab
nexium 40 mg 14 f.c.tabs. (n/a),nexium,40 mg,tabs
nexium 40 mg powder for i.v. inf. vial,nexium powder,40 mg,vial
nexium 40mg 28 f.c. tab.,nexium,40mg,tab
nexpress 10/320 mg 20 f.c. tabs.,nexpress,10/320 mg,tabs
next soft gel 50gm,next soft,50gm,gel
neytrido hair spray 120 ml,neytrido hair,120 ml,spray
niagra 100mg tab,niagra,100mg,tab
niaspan 1000mg 14 prolonged release tab.,niaspan,1000mg,tab
niaspan 375mg 14 prolonged release tab.s,niaspan,375mg,tabs
niaspan 500mg 14 prolonged release tab.,niaspan,500mg,tab
niaspan 750mg 14 prolonged release tabs.,niaspan,750mg,tabs
nibiol 100 mg 50 tab,nibiol,100 mg,tab
nibiol 100mg 20 tablets,nibiol,100mg,tablets
nice baby oint. 20 gm,nice baby,20 gm,oint
nice body lotion 60ml,nice body,60ml,lotion
nice feel cream 30 gm,nice feel,30 gm,cream
nice hair lotion 150 ml,nice hair,150 ml,lotion
nice hair plus shampoo 200ml,nice hair plus,200ml,shampoo
nice hair plus shampoo 60ml,nice hair plus,60ml,shampoo
nice- baby lotion,nice-baby,0,lotion
nice-baby 20g oint,nice-baby,20g,oint
niclosan 500 mg 20 chewable tabs,niclosan,500 mg,tabs
nicorette quickmist 1 mg/spray 150 mouthsprays,nicorette quickmist,1 mg/spray,mouthsprays
nicotine-stop 4 mg 10 chewable gum,nicotine-stop,4 mg,gum
nicotinell fruit 2 mg 12 chewable gum,nicotinell fruit,2 mg,gum
nicotinell mint 2 mg 12 chewable gum,nicotinell mint,2 mg,gum
nicotinell tts 10 17.5mg patches,nicotinell tts 10,17.5mg,patches
nicotinell tts 10 cm.square,nicotinell tts 10 cm.square,0,0
