original_name,drug_name,dose,form
sanso d3 10000 i.u. 28 tabs.,sanso d3,10000 i.u.,tabs
sanso d3 2500 i.u. 28 tabs.,sanso d3,2500 i.u.,tabs
sanso d3 400 i.u./ml oral drops 60 ml,sanso d3,400 i.u./ml,oral drops
sanso hematinic 30 tabs,sanso hematinic,0,tabs
sanso hyaluronic acid + vitamin c skin firming serum 15 gm,sanso hyaluronic acid + vitamin c skin firming serum,0,serum
sanso junior 14 chew. tabs.,sanso junior,0,chew. tabs.
sanso lactoferrin 250 mg 30 caps.,sanso lactoferrin,250 mg,caps.
sanso omega syrup 200 ml,sanso omega,0,syrup
sanso potassium 28 tabs,sanso potassium,0,tabs
sanso pregna plus 28 f.c. tabs.,sanso pregna plus,0,tabs.
sanso women 30 tabs jar,sanso women,0,tabs jar
sanso zinc 50 mg 30 caps.,sanso zinc,50 mg,caps.
sansobaby cream 100 gm,sansobaby cream,0,cream
sansobaby cream 200 gm,sansobaby cream,0,cream
sansobaby cream 30 gm,sansobaby cream,0,cream
sansobaby water 100 ml,sansobaby water,0,water
sansobaby water 50 ml,sansobaby water,0,water
sansobiflex 28 f.c. tabs,sansobiflex,0,tabs
sansobiflex plus 28 f.c. tabs.,sansobiflex plus,0,tabs.
sansocal-d 30 chew. tabs.,sansocal-d,0,chew. tabs.
sansocal-d syrup 160 ml,sansocal-d,0,syrup
sansocal-d syrup 320 ml,sansocal-d,0,syrup
sansocod syrup 120 ml,sansocod,0,syrup
sansocod syrup 200 ml,sansocod,0,syrup
sansocod syrup 60 ml,sansocod,0,syrup
sansofolic 800 mcg 28 tabs.,sansofolic,800 mcg,tabs.
sansoimune plus syrup 200 ml,sansoimune plus,0,syrup
sansoimune syrup 200 ml,sansoimune,0,syrup
sansovit calcium syrup 100 ml,sansovit calcium,0,syrup
sansovit calcium syrup 100 ml (chocolate),sansovit calcium,0,syrup
sansovit calcium syrup 160 ml,sansovit calcium,0,syrup
sansovit calcium syrup 160 ml (chocolate),sansovit calcium,0,syrup
sansovit calcium syrup 320 ml,sansovit calcium,0,syrup
sansovit calcium syrup 320 ml (chocolate),sansovit calcium,0,syrup
sansovit plus multivitamins with iron syrup 160 ml,sansovit plus multivitamins with iron,0,syrup
sansovit plus syrup 100 ml,sansovit plus,0,syrup
sansovit plus syrup 160 ml,sansovit plus,0,syrup
sansovit plus syrup 320 ml,sansovit plus,0,syrup
sansovit plus syrup 480 ml,sansovit plus,0,syrup
sansovit syrup 120 gm,sansovit,0,syrup
sansovit syrup 400gm,sansovit,0,syrup
sansovit syrup 600gm,sansovit,0,syrup
sansovit with iron syrup 120gm,sansovit with iron,0,syrup
sansovit with iron syrup 200 gm,sansovit with iron,0,syrup
sansovit with iron syrup 400gm,sansovit with iron,0,syrup
sansovit with iron syrup 400gm (chocolate) sugar free,sansovit with iron,0,syrup
sansovit with iron syrup 600gm,sansovit with iron,0,syrup
santa hair conditioner 300ml,santa hair conditioner,0,conditioner
santa hair shampoo 300ml,santa hair shampoo,0,shampoo
santabiota 10 caps,santabiota,0,caps
