original_name,drug_name,dose,form
alexadricaine 1:100000 - 50 cartridges 1.7 ml,alexadricaine 1:100000,1.7 ml,cartridges
alexadricaine 1:200000 - 50 cartridges 1.7 ml,alexadricaine 1:200000,1.7 ml,cartridges
alexan 1000mg/20ml i.v./s.c./intrathecal vial,alexan,1000 mg/20 ml,vial
alexan 100mg/5ml i.v./s.c./intrathecal vial,alexan,100 mg/5 ml,vial
alexan 500mg/10ml i.v./s.c./intrathecal vial,alexan,500 mg/10 ml,vial
alexcorda 200 mg 30 tablets,alexcorda,200 mg,tablets
alexgenta 0.1% topical cream 15 gm,alexgenta,0.1 %,cream
alexlactive 200 sugar coated tab.,alexlactive,200 mg,tab
alexodiab 1000mg 30 tabs,alexodiab,1000 mg,tabs
alexodiab 500 mg 30 tabs,alexodiab,500 mg,tabs
alexolyte (ors) syrup 360ml,alexolyte,Null,syrup
alexoprine 75mg 50 chew. tab.,alexoprine,75 mg,tab
alexoprine forte 300mg 200 tab.,alexoprine forte,300 mg,tab
alexoquine 250mg 10 tab.,alexoquine,250 mg,tab
alextol 100mg/5ml oral susp. 100ml,alextol,100 mg/5 ml,susp
alfa wash antiseptic soln. 100ml,alfa wash antiseptic,Null,soln
alfa-cal plus 20 tab,alfa-cal plus,Null,tab
alfabetex 160/25mg 14 f.c. tabs.,alfabetex,160/25 mg,tabs
alfabetex 80/12.5mg 14 f.c. tabs.,alfabetex,80/12.5 mg,tabs
alfabonid 1mcg/ml (1ml=2mcg) 10 amp.,alfabonid,1 mcg/ml,amp
alfabonid 2mcg/ml (0.5ml=1mcg) 15 amp.,alfabonid,2 mcg/ml,amp
alfabonid 2mcg/ml (1ml=2mcg) 10 amp.,alfabonid,2 mcg/ml,amp
alfabonid 2mcg/ml oral dps. 10 ml,alfabonid,2 mcg/ml,dps
alfabonid 2mcg/ml oral dps. 20 ml,alfabonid,2 mcg/ml,dps
alfabrimo 0.2% eye drops 5 ml,alfabrimo,0.2 %,drops
alfabrimo plus eye drops 5 ml,alfabrimo plus,Null,drops
alfacalcidol 2mcg/ml oral dps. 10 ml,alfacalcidol,2 mcg/ml,dps
alfacalcidol 2mcg/ml oral dps. 20 ml,alfacalcidol,2 mcg/ml,dps
alfacareno 2mcg/ml oral drops. 10 ml,alfacareno,2 mcg/ml,drops
alfacart 20 caps,alfacart,Null,caps
alfacef 500mg/100ml vial for i.v. inf.,alfacef,500 mg/100 ml,vial
alfacef 750 mg 5 f.c.tab,alfacef,750 mg,tab
alfacef 750mg/30ml concentrate vial for i.v. inf.,alfacef,750 mg/30 ml,vial
alfaclindamycin 150 mg 10 caps.,alfaclindamycin,150 mg,caps
alfaclindamycin 300 mg 10 caps.,alfaclindamycin,300 mg,caps
alfaclindamycin 300mg/2ml 5 amp. i.v./i.m. inj.,alfaclindamycin,300 mg/2 ml,amp
alfaclindamycin 600mg/4ml 5 amp. i.v./i.m. inj.,alfaclindamycin,600 mg/4 ml,amp
alfacort cream 15 mg,alfacort,15 mg,cream
alfadopa 250mg 30 f.c.tab,alfadopa,250 mg,tab
alfamash 30 e.c. tabs.,alfamash,Null,tabs
alfaprostin 0.5mg/ml amp. for i.v. inf,alfaprostin,0.5 mg/ml,amp
alfaron 3 m.i.u prefilled syringe,alfaron,3 m.i.u,prefilled syringe
alfaron 5 m.i.u prefilled syringe,alfaron,5 m.i.u,prefilled syringe
alfaskin cream 50 gm,alfaskin,Null,cream
alfaspect 500 mg 5 s.f.c. tabs.,alfaspect,500 mg,tabs
alfaspect 750 mg 7 s.f.c. tabs.,alfaspect,750 mg,tabs
alfathromb 5mg 20 tabs,alfathromb,5 mg,tabs
alfatral 5mg s.r. 14 f.c.tab.,alfatral s.r.,5 mg,tab
alfuzosine 10 mg prolonged release cap.,alfuzosine,10 mg,cap
alganovo masssage gel 100 gm,alganovo masssage,Null,gel
