original_name,drug_name,dose,form
travonorm 0.004% eye drops. 5 ml,travonorm,0.004%,eye drops
travonorm plus 0.004%/0.5% eye drops 5 ml,travonorm,0.004%/0.5%,eye drops
travoprost queen eye drops,travoprost queen,0,eye drops
travoprostqueen 0.004% eye drops 2 ml,travoprostqueen,0.004%,eye drops
travoprostqueen comb eye drops 2 ml,travoprostqueen,0,eye drops
travoswix 0.004% eye drops 2.5 ml,travoswix,0.004%,eye drops
travoswix plus eye drops 2.5 ml,travoswix,0,eye drops
traximodra 120 ml syrup,traximodra,120 ml,syrup
traxystate 500mg/5ml 10 i.v. amp.,traxystate,500mg/5ml,amp
trazonagen 1% topical cream 20 gm,trazonagen,1%,cream
trazonagen 20gm cream,trazonagen,20 gm,cream
treato anti-dandruff hair shampoo 250 ml,treato,250 ml,shampoo
treato hair conditioner 250 ml,treato,250 ml,conditioner
treato hair cream 120 ml,treato,120 ml,cream
treato hair serum 120 ml,treato,120 ml,serum
treato hair serum ampoules 10 * 5 ml,treato,10 * 5 ml,ampoules
treato hair shampoo 250 ml,treato,250 ml,shampoo
treato serum 80 ml,treato,80 ml,serum
treato-ulc 20/1100mg 14 caps.,treato-ulc,20/1100mg,caps
treato-ulc 40/1100mg 14 caps.,treato-ulc,40/1100mg,caps
treatoca 10 sachets,treatoca,0,sachets
treatocandivag 2% vaginal cream 15 gm,treatocandivag,2%,cream
trebtique 100 mg 20 tab,trebtique,100 mg,tab
trebtique 50 mg 20 tab,trebtique,50 mg,tab
trecta topical lotion 60 ml,trecta,60 ml,lotion
trecta topical loton 60 ml,trecta,60 ml,lotion
treczimus 0.03% topical oint. 20 gm,treczimus,0.03%,oint.
treczimus 0.1% topical oint. 30 gm,treczimus,0.1%,oint.
treflucan 150mg 1 caps.,treflucan,150mg,caps
tremaril 5mg- 20tab,tremaril,5mg,tab
tremed vag.douche 250 ml,tremed,250 ml,douche
tremfya 100 mg/1 ml pref. syringe for s.c.,tremfya,100 mg/1 ml,syringe
tremodect 1 mg 10 tab,tremodect,1 mg,tab
tremodect 1 mg 30 f.c.tabs.,tremodect,1 mg,tabs
tremodect 4 mg 30 f.c. tabs.,tremodect,4 mg,tabs
tremodect 4mg 10 tab,tremodect,4mg,tab
tremogine 10 mg 10 tab.,tremogine,10 mg,tab
tremogrant 100 mg 20 tabs,tremogrant,100 mg,tabs
trencedia 200 mg 30 f.c. tabs.,trencedia,200 mg,tabs
trencedia 550 mg 10 f.c. tabs.,trencedia,550 mg,tabs
trencedia 550 mg 30 f.c. tabs.,trencedia,550 mg,tabs
trency multivitamines 30 tabs,trency multivitamines,0,tabs
trendo 20 f.c. tabs.,trendo,0,tabs
trental 300mg/15ml 5 amp.(n/a yet),trental,300mg/15ml,amp
trental 400 sr 20 f.c.tabs.,trental,400 mg,tabs
trentoximal 100mg 5 amps.,trentoximal,100mg,amps
treoject 0.1mg/ml 5 prefilled syringe,treoject,0.1mg/ml,syringe
trerbi 250 mg 10 tab.,trerbi,250 mg,tab
tresiba 100 i.u./ml flextouch pre-filled pen,tresiba,100 i.u./ml,pen
tresolyse 120 ml syrup,tresolyse,120 ml,syrup
