original_name,drug_name,dose,form
cholilysis 20mg 10 tab.,cholilysis,20mg,tab
cholilysis 40mg 10 tab.,cholilysis,40mg,tab
choline bitartrate/inositol 250/250mg 100 caplets (illegal import),choline bitartrate/inositol,250/250mg,caplets
cholstop 10mg 30 tab,cholstop,10mg,tab
cholwell 625mg 20 tabs.,cholwell,625mg,tabs
chondrogen 20 f.c. tab,chondrogen,20mg,tab
chondvell 30 f.c. tabs.,chondvell,30mg,tabs
chondvell 50 f.c. tabs.,chondvell,50mg,tabs
chooz anatacid chewing gum,chooz anatacid chewing gum,0,0
chooz anatacid chewing gum 8 tab,chooz anatacid chewing gum,8mg,tab
choragon 5000 i.u. vial (n/a),choragon,5000 i.u.,vial
choriofactor 5000 i.u. vial,choriofactor,5000 i.u.,vial
choriomon 5000 i.u. i.m. vial,choriomon,5000 i.u.,vial
chorionic gonadotrophin 1500 i.u amp. i.m.,chorionic gonadotrophin,1500 i.u,amp
chorionic gonadotrophin 5000 i.u amp. i.m.,chorionic gonadotrophin,5000 i.u,amp
christian dior 50,christian dior,50mg,0
chromagreen 30 caps,chromagreen,30mg,caps
chromax 60 capsules,chromax,60mg,capsules
chromitron 30 caps.,chromitron,30mg,caps
chromium mepaco 20 caps.,chromium mepaco,20mg,caps
chromium picolinate 200 mcg 100 tabs. (illegal import),chromium picolinate,200 mcg,tabs
chromoderm topical solution,chromoderm,0,topical solution
chromomore 30 caps.,chromomore,30mg,caps
chronsalbutam inhaler 50 mcg/dose 200 doses,chronsalbutam,50 mcg/dose,inhaler
chydro 20 sachets,chydro,20mg,sachets
cialis 20mg 2 tabs,cialis,20mg,tabs
cialis 20mg 4 tabs,cialis,20mg,tabs
cialong 10mg 4 f.c.tablets,cialong,10mg,tablets
cialong 20mg 4 f.c.tabs,cialong,20mg,tabs
cialong 5 mg 30 f.c.tabs.,cialong,5 mg,tabs
ciano hair oil 120 ml,ciano hair,120 ml,oil
cibacalcin 0.25 mg 1 amp,cibacalcin,0.25 mg,amp
cibacalcin 0.50 mg 1 amp,cibacalcin,0.50 mg,amp
cibacen 10 mg 7 tab,cibacen,10 mg,tab
cibacen 20 mg 7 tab,cibacen,20 mg,tab
cibacen 5 mg 7 tab,cibacen,5 mg,tab
cibacin tab,cibacin,0,tab
cibadrex 20/25 mg 14 f.c. tab.,cibadrex,20/25 mg,tab
cibadrex tab,cibadrex,0,tab
cibaprazon 1 gm powder for injection i.m/i.v vial,cibaprazon,1 gm,powder for injection
cica lab cream 50 ml,cica lab,50 ml,cream
cicabio cream 40ml,cicabio,40ml,cream
cicactive gel 30 ml,cicactive,30 ml,gel
cicaplast baume(balm) b5 - 40 ml,cicaplast baume b5,40 ml,balm
cicaplast mains (hand) cream 50 ml,cicaplast mains,50 ml,cream
cicasilver topical spray 125 ml,cicasilver,125 ml,topical spray
cicastim repair cream 20 ml,cicastim repair,20 ml,cream
cicloherp 1 gm 7 f.c. tab,cicloherp,1 gm,tab
cicloplejic 10 ml . eye drops,cicloplejic,10 ml,eye drops
cid water syrup 120ml,cid water,120ml,syrup
