original_name,drug_name,dose,form
fucithalmic 1% viscous eye drops 5 gm,fucithalmic,1%,viscous eye drops
fudizol susp 100 ml,fudizol,100 ml,susp
fuelkd 120ml syrup,fuelkd,120ml,syrup
fuexpo cream 60 gm,fuexpo,60 gm,cream
full mark 12 cap,full mark,12 mg,cap
fulphila 6 mg/0.6 ml s.c. pref. syringe,fulphila,6 mg/0.6 ml,s.c. pref. syringe
fulprazal 40 mg 14 caps.,fulprazal,40 mg,caps
fulvestrant-hexal 250mg/5ml i.m. 2 pref. syrings,fulvestrant-hexal,250mg/5ml,i.m. pref. syrings
fulvin 20 tab,fulvin,20 mg,tab
fumafer 200 mg 30 cap,fumafer,200 mg,cap
fumipan 150 mg 30 s.r.f.c.tabs.(n/a yet),fumipan,150 mg,s.r.tabs
fumipan 150mg 10 s.r.f.c.tabs.(n/a yet),fumipan,150mg,s.r.tabs
fumiron plus 30 caps,fumiron plus,30 mg,caps
fumiron plus 30 caps.,fumiron plus,30 mg,caps
fun baby cream 30 gm,fun baby,30 gm,cream
funcare vag douch,funcare,0,vag douch
fungestic 1% topical cream 15 gm,fungestic,1%,topical cream
fungestic 15 gm cream,fungestic,15 gm,cream
fungibacid 28% nail soln. 5 ml,fungibacid,28%,nail soln
fungiban 1% top. gel 15 gm,fungiban,1%,top. gel
fungican 150mg 2 caps.,fungican,150mg,caps
fungicare soap 80 gm,fungicare,80 gm,soap
fungicil 0.5% oint. 30 gm,fungicil,0.5%,oint
fungicil 80 gm- t. powder,fungicil,80 gm,t. powder
fungiclear 200 mg 2 capsule,fungiclear,200 mg,capsule
fungifree 100000 i.u./ml oral drops 30 ml,fungifree,100000 i.u./ml,oral drops
fungilimit 200 mg 10 f.c.tabs.,fungilimit,200 mg,tabs
fungisafe 1% cream 15 gm,fungisafe,1%,cream
fungisafe 250mg 10 tab.,fungisafe,250mg,tab
fungisafe 250mg 7 tab.,fungisafe,250mg,tab
fungistat 1% gel 30 gm,fungistat,1%,gel
fungistatin 100 000i.u./ml 30ml susp.,fungistatin,100 000i.u./ml,susp
fungitranazole 100 mg 10 caps,fungitranazole,100 mg,caps
fungitranazole 100 mg 10 caps.,fungitranazole,100 mg,caps
fungitranazole 100 mg 4 caps,fungitranazole,100 mg,caps
fungitranazole 100 mg 4 caps.,fungitranazole,100 mg,caps
fungizole 200 mg 10 tab,fungizole,200 mg,tab
fungizole 200 mg tab,fungizole,200 mg,tab
fungizone 50 mg 1 vial,fungizone,50 mg,vial
funny vaginal douch 220 ml,funny,220 ml,vaginal douch
furaderm 30g cream,furaderm,30g,cream
furaderm 56 gm cream- soluble dressing,furaderm,56 gm,cream- soluble dressing
furag 6 sachets,furag,6 mg,sachets
furakine m 10 tab .,furakine m,10 mg,tab
furakine m 20 tab,furakine m,20 mg,tab
furamebe 500mg 20 tab.,furamebe,500mg,tab
furaseen 30g soluble dressing,furaseen,30g,soluble dressing
furaseen-l 30g soluble dressing,furaseen-l,30g,soluble dressing
furazole 20 tab.,furazole,20 mg,tab
furazole pediatric susp. 100ml (n/a),furazole pediatric,100ml,susp
