original_name,drug_name,dose,form
munix 10 sachets,munix,0,sachet
mupirax 2% oint. 10 gm,mupirax,2%,ointment
mupirax 2% oint. 30 gm,mupirax,2%,ointment
mupirocin saja 2% top. oint. 15 gm,mupirocin saja,2%,ointment
mupirocin saja 2% top. oint. 20 gm,mupirocin saja,2%,ointment
murnez nasal spray 20 ml,murnez,20ml,spray
murrex cream 40 gm,murrex,40gm,cream
musclazswab oint 80 gm,musclazswab,80gm,ointment
musclorginic 50mg 10 tab.,musclorginic,50mg,tablet
muslgix 20 caps.,muslgix,0,capsule
mustela 2 in 1 hair & body wash 200ml,mustela 2 in 1 hair & body wash,200ml,wash
mustela baby massage oil 100 ml,mustela baby massage oil,100 ml,oil
mustela baby shampoo 200ml,mustela baby shampoo,200ml,shampoo
mustela cleansing and soothing wipes 70 units,mustela cleansing and soothing wipes,0,wipes
mustela cleansing milk 200ml,mustela cleansing milk,200ml,milk
mustela cradle cap cream 40ml,mustela cradle cap cream,40ml,cream
mustela dermo-soothing wipes 70 units,mustela dermo-soothing wipes,0,wipes
mustela foam shampoo for new borns 150ml,mustela foam shampoo,150ml,shampoo
mustela gentel soap 150 gm,mustela gentel soap,150gm,soap
mustela gentle cleansing gel 500 ml,mustela gentle cleansing gel,500ml,gel
mustela gentle soap with cold cream nutri-protective 200 gm,mustela gentle soap with cold cream nutri-protective,200gm,soap
mustela hydra-bebe body lotion 300 ml,mustela hydra-bebe body lotion,300ml,lotion
mustela nursing comfort balm 30ml,mustela nursing comfort balm,30ml,balm
mustela post-partum body restructuring gel 200ml,mustela post-partum body restructuring gel,200ml,gel
mustela skin freshener 200ml,mustela skin freshener,200ml,freshener
mustela stelactiv diaper care cream 75ml,mustela stelactiv diaper care cream,75ml,cream
mustela stelatopia cream cleanser 200ml,mustela stelatopia cream cleanser,200ml,cleanser
mustela stelatopia emollient cream 200ml,mustela stelatopia emollient cream,200ml,cream
mustela stelatopia lipid-replenishing balm 200ml,mustela stelatopia lipid-replenishing balm,200ml,balm
mustela stelatopia milky bath oil 200ml,mustela stelatopia milky bath oil,200ml,oil
mustela stelatria purifying recovery cream 40ml,mustela stelatria purifying recovery cream,40ml,cream
mustela stretch marks double action 150ml,mustela stretch marks double action,150ml,0
mustela stretch marks intensive action lotion 75ml,mustela stretch marks intensive action lotion,75ml,lotion
mustela stretch marks recovery serum 45 ml,mustela stretch marks recovery serum,45 ml,serum
mustela very high protection sun lotion 100ml,mustela very high protection sun lotion,100ml,lotion
mustela vitamin barrier cream 100ml,mustela vitamin barrier cream,100ml,cream
mustela vitamin barrier cream 50ml,mustela vitamin barrier cream,50ml,cream
mutamycin 20 mg 1 vial,mutamycin,20 mg,vial
mutamycin 5 mg 1 vial,mutamycin,5 mg,vial
mutamycin iv 5 mg vials,mutamycin,5 mg,vial
muvista massage gel 50 gm,muvista massage gel,50gm,gel
muvista massage gel 50 sachet,muvista massage gel,0,sachet
mvasi 100mg/4ml vial,mvasi,100mg/4ml,vial
mvasi 400 mg/16ml vial,mvasi,400 mg/16ml,vial
mvastacin 20/500mg 10 ext. rel f.c. tabs.,mvastacin,20/500mg,tablet
my baby drink 120ml syrup,my baby drink,120ml,syrup
my ferro 30 pieces,my ferro,0,pieces
my ferro syrup 120 ml,my ferro,120 ml,syrup
my sweet baby n syrup 125 ml,my sweet baby n,125 ml,syrup
my-vitos 30 caps.,my-vitos,0,capsule
