original_name,drug_name,dose,form
norditropin nordiflex 5mg/1.5ml prefilled pen s.c.,norditropin nordiflex,5mg/1.5ml,pen
nordoga syrup 100 ml,nordoga,100ml,syrup
norepezil 10mg 30 f.c. tabs,norepezil,10mg,tabs
norepinephrine 8mg/4ml 5 i.v amp.,norepinephrine,8mg/4ml,amp
norepinephrine-mirola 4mg/4ml 5 i.v. vial,norepinephrine-mirola,4mg/4ml,vial
norepisunny 4mg/4ml 5 i.v amp.,norepisunny,4mg/4ml,amp
norfact syrup 75 ml,norfact,75ml,syrup
norflex 100mg 20 tab.,norflex,100mg,tab
norflex 30mg/ml 3 amp.,norflex,30mg/ml,amp
norfloxacin-tz 400/600 mg 10 f.c.tab.,norfloxacin-tz,400/600mg,tab
norgalax 6 micro enemas,norgalax,0,micro enemas
norgesic 20 tab.,norgesic,0,tab
norgestadiol 0.25/0.035mg 21 tabs.,norgestadiol,0.25/0.035mg,tabs
norgin sunblock cream 50+ spf 100 ml,norgin sunblock,100ml,cream
norhinose 50mcg/dose nasal spray 120 doses,norhinose,50mcg/dose,nasal spray
noricept 200 mg/ml i.m. amp.,noricept,200mg/ml,amp
norigyncin 50/5mg i.m. amp.,norigyncin,50/5mg,amp
norine cream 50 gm,norine,50gm,cream
noristerat 200 mg 1 amp,noristerat,200mg,amp
norm 20 caps,norm,0,caps
norm syrup 120 ml,norm,120ml,syrup
norma-chol 10 cap,norma-chol,0,cap
norma-chol 20 cap,norma-chol,0,cap
normabile eff. powder 60 gm,normabile,60gm,powder
normace 120 ml syrup,normace,120ml,syrup
normacol plus 200 granules imp,normacol plus,0,granules
normacol plus 7 g granules 30 sachets,normacol plus,7g,granules
normafasten 8 mg 10 scored tab.,normafasten,8mg,tab
normafasten 8 mg10 tab,normafasten,8mg,tab
normal saline 0.9% inj. 500 ml,normal saline,0.9%,inj
normalax 0.75% oral drops 15 ml,normalax,0.75%,oral drops
normalin 20 tab,normalin,0,tab
normapafenone 300 mg 10 f.c. tabs,normapafenone,300mg,tabs
normapid 20 pieces,normapid,0,pieces
normash 400mg 10 f.c. tab.,normash,400mg,tab
normass syrup 120 ml,normass,120ml,syrup
normaten 50/2.5mg 30 scored tabs.,normaten,50/2.5mg,tabs
normazane n 20 tabs.,normazane n,0,tabs
normelan active hair serum 120 ml,normelan active hair,120ml,serum
normelan active hair shampoo & conditioner 250 ml,normelan active hair,250ml,shampoo & conditioner
normelan advanced cleanser 200 ml,normelan advanced,200ml,cleanser
normelan lightening lotion for sensitive areas 50 ml,normelan lightening,50ml,lotion
normelan lotion for stretch marks 50 ml,normelan,50ml,lotion
normelan oilysal face lotion 50 ml,normelan oilysal face,50ml,lotion
normelan retifill cream 30 ml,normelan retifill,30ml,cream
normelan salizac skin lotion 50 ml,normelan salizac skin,50ml,lotion
normelan sunscreen spf +50 cream gel 50 ml,normelan sunscreen,50ml,cream gel
normelan under eye cream 15 ml,normelan under eye,15ml,cream
normesar 20 mg 30 tab,normesar,20mg,tab
normesar 20mg 30 f.c. tabs.,normesar,20mg,tabs
