original_name,drug_name,dose,form
methotrexate 2.5mg 100 tablets (orion),methotrexate,2.5mg,tablets
methotrexate 2.5mg 30 tab. (orion),methotrexate,2.5mg,tab
methotrexate 25mg/ml (20ml=500mg) vial,methotrexate,25mg/ml,vial
methotrexate 25mg/ml (2ml=50mg) vial,methotrexate,25mg/ml,vial
methotrexate 500mg pd. for inj. vial,methotrexate,500mg,vial
methotrexate-ebewe 100mg/ml vial 5 ml,methotrexate-ebewe,100mg/ml,vial
methotrexate-ebewe 2.5mg 50 tab.,methotrexate-ebewe,2.5mg,tab
methotrexate-ebewe 50mg/5ml vial.,methotrexate-ebewe,50mg/5ml,vial
methotrexate-ebewe 5gm/50ml vial,methotrexate-ebewe,5gm/50ml,vial
methotrexate-mylan 500mg/20ml 10 vial,methotrexate-mylan,500mg/20ml,vial
methotrexate-mylan 50mg/2ml 10 vial,methotrexate-mylan,50mg/2ml,vial
methyl cobal 500 ampoule - imported,methyl cobal,500mg,ampoule
methyl folate (ora) 30 caps.,methyl folate,0,caps.
methyl folate (orchidia) 30 caps.,methyl folate,0,caps.
methyl folate 20 tabs,methyl folate,0,tabs
methyl prednisolone 1gm vial,methyl prednisolone,1gm,vial
methyldopa 250mg 30 f.c. tabs.,methyldopa,250mg,tabs.
methylprednisolone mylan 1g 10 vial for i.v. inj./inf.,methylprednisolone mylan,1g,vial
methylprednisolone mylan 500mg 10 vials.,methylprednisolone mylan,500mg,vials.
methyltechno 1000mcg 30 orodissolvable films,methyltechno,1000mcg,orodissolvable films
methylzila 1000/1000 mg 30 tab,methylzila,1000/1000 mg,tab
metianormin 1000 mg 30 ext. rel. f.c.tabs.,metianormin,1000 mg,tabs.
metianormin 500 mg 30 ext. rel. f.c.tabs.,metianormin,500 mg,tabs.
metianormin 750 mg 30 ext. rel. f.c.tabs.,metianormin,750 mg,tabs.
metoclopramide 10mg/2ml 5 amp. for iv/im inj.,metoclopramide,10mg/2ml,amp.
metodopex syrup,metodopex,0,syrup
metoglim m 3/500mg 30 f.c.tab,metoglim m,3/500mg,tab
metograine 20 tab,metograine,0,tab
metoject 10 mg/0.2 ml i.m./i.v./s.c. prefilled syringe,metoject,10 mg/0.2 ml,prefilled syringe
metoject 12.5 mg/0.25 ml i.m./i.v./s.c. prefilled syringe,metoject,12.5 mg/0.25 ml,prefilled syringe
metoject 15 mg/0.3 ml i.m./i.v./s.c. prefilled syringe,metoject,15 mg/0.3 ml,prefilled syringe
metoject 20 mg/0.4 ml i.m./i.v./s.c. prefilled syringe,metoject,20 mg/0.4 ml,prefilled syringe
metoject 25 mg/0.5 ml i.m./i.v./s.c. prefilled syringe,metoject,25 mg/0.5 ml,prefilled syringe
metoject 7.5 mg/0.15 ml i.m./i.v./s.c. prefilled syringe,metoject,7.5 mg/0.15 ml,prefilled syringe
metolanix 5 mg 10 tabs.,metolanix,5 mg,tabs.
metopronad 5mg/5ml 3 i.v. amps.,metopronad,5mg/5ml,amps.
metragen hair lotion 120 ml,metragen hair lotion,0,lotion
metragen shampoo 200 ml,metragen shampoo,0,shampoo
metricason 125/25 mcg 120 metered actuations,metricason,125/25 mcg,metered actuations
metricason 250/25 mcg 120 metered actuations,metricason,250/25 mcg,metered actuations
metricason 50/25 mcg 120 metered actuations,metricason,50/25 mcg,metered actuations
metrodin highly purified 75 i.u. amp.,metrodin highly purified,75 i.u.,amp.
metroflag 500mg/100ml vial for i.v. inf.,metroflag,500mg/100ml,vial
metrohaler 12 mcg 30 cap+inhaler,metrohaler,12 mcg,cap+inhaler
metron 0.75 % vag. gel 40 gm,metron,0.75 %,vag. gel
metronidazole 500mg/100ml i.v. infusion,metronidazole,500mg/100ml,infusion
metronidazole 500mg/100ml vial for i.v. inf.,metronidazole,500mg/100ml,vial
metronidazole-mup 250 mg 20 f.c. tabs.,metronidazole-mup,250 mg,tabs.
metronidazole-mup 250mg 20 f.c. tabs.,metronidazole-mup,250mg,tabs.
metrovent 5mg inhaler,metrovent,5mg,inhaler
