original_name,drug_name,dose,form
gyno-pevaryl 1% vaginal cream 40 gm,gyno-pevaryl,1%,vaginal cream
gyno-tardyferon 80mg 10 slow rel. sugar coated tab.,gyno-tardyferon,80mg,slow release sugar coated tablet
gyno-trosyd 100 mg 3 vag.tabs.,gyno-trosyd,100 mg,vaginal tablets
gyno-trosyd 2% vag. cream 20 gm,gyno-trosyd,2%,vaginal cream
gynocept 21 f.c tablet,gynocept,0,tablet
gynoconazol 0.4% vag. cream 30 gm,gynoconazol,0.4%,vaginal cream
gynoconazol 0.8% vaginal cream 30 gm,gynoconazol,0.8%,vaginal cream
gynoconazol 80mg 3 vag. supp,gynoconazol,80mg,vaginal suppository
gynomonix 0.4% vag. cream 30 gm,gynomonix,0.4%,vaginal cream
gynomonix 0.8% vag. cream 30 gm,gynomonix,0.8%,vaginal cream
gynomonix 80 mg 3 vag. ovules,gynomonix,80 mg,vaginal ovules
gynoprogest 2 mg 28 tabs.,gynoprogest,2 mg,tablets
gynotrazonagen 600mg 3 vaginal ovules+applicator,gynotrazonagen,600mg,vaginal ovules
gynozol 2% vaginal cream 40 gm,gynozol,2%,vaginal cream
gynozol 200mg 6 vag. ovules,gynozol,200mg,vaginal ovules
gynozol 400mg 3 vag. ovules,gynozol,400mg,vaginal ovules
gypravastin 10 mg 7 f.c. tabs.,gypravastin,10 mg,tablets
gypravastin 20 mg 7 f.c. tabs.,gypravastin,20 mg,tablets
gypravastin 40 mg 7 f.c. tabs.,gypravastin,40 mg,tablets
gypravastin 5 mg 7 f.c. tabs.,gypravastin,5 mg,tablets
gypsum 120 ml syrup,gypsum,120 ml,syrup
gypsy hair cream 120 gm,gypsy hair cream,120 gm,cream
gytro 100mg 3 vaginal tabs.,gytro,100mg,vaginal tablets
h joint 30 tabs,h joint,0,tablets
h p p sachet,h p p,0,sachet
h-formula 6 supp,h-formula,0,suppository
h-formula cream 20 gm,h-formula,20 gm,cream
hacaci oral susp. 120 ml,hacaci,120 ml,oral suspension
hacaci plus 30 tabs.,hacaci plus,0,tablets
haema 120ml syrup,haema,120ml,syrup
haema plus 20 cap,haema plus,0,capsule
haema-caps 14 caps,haema-caps,0,capsules
haema-caps 28 caps.,haema-caps,0,capsules
haemactin 20 caps.,haemactin,0,capsules
haemactin 30 caps.,haemactin,0,capsules
haemagel plasma substitute i.v.infusion,haemagel plasma substitute,0,intravenous infusion
haematinic syrp 120 ml,haematinic,120 ml,syrup
haemocomplex 30 caps.,haemocomplex,0,capsules
haemoctin sdh 250i.u./ml,haemoctin sdh,250i.u./ml,0
haemodialysis concentrate (20litre) (formula 1015),haemodialysis concentrate (formula 1015),20litre,concentrate
haemodialysis concentrate (6litre) (formula 1015),haemodialysis concentrate (formula 1015),6litre,concentrate
haemodialysis concentrate (bicarbonate) (1:35) (formula 1046),haemodialysis concentrate (bicarbonate) (formula 1046),1:35,concentrate
haemodialysis concentrate (bicarbonate) (1:44) (formula 1044),haemodialysis concentrate (bicarbonate) (formula 1044),1:44,concentrate
haemodialysis concentrate (formula 1013,haemodialysis concentrate (formula 1013),0,concentrate
haemodialysis concentrate (formula 1013),haemodialysis concentrate (formula 1013),0,concentrate
haemodialysis concentrate ck- s 581 (bicarbonate),haemodialysis concentrate ck- s 581 (bicarbonate),0,concentrate
haemodialysis concentrate ck112,haemodialysis concentrate ck112,0,concentrate
haemodialysis concentrate ck113,haemodialysis concentrate ck113,0,concentrate
haemodialysis concentrate ck114,haemodialysis concentrate ck114,0,concentrate
haemodialysis concentrate formula 1011 20 l infn,haemodialysis concentrate formula 1011,20 l,infusion
