original_name,drug_name,dose,form
rejuve md hand daily renewal spf 30+,rejuve md hand daily renewal spf,0,0
rejuve md hand transformative due,rejuve md hand transformative due,0,0
rejuve md sunscreen tinted cream 30 ml,rejuve md sunscreen tinted,30 ml,cream
rekan 4mg 20 tab.,rekan,4mg,tab
rekano body lotion 250 ml,rekano body,250 ml,lotion
rekano cream 50 gm,rekano,50 gm,cream
rekano enriched serum 50 ml,rekano enriched,50 ml,serum
relacomp 50 gm gel,relacomp,50 gm,gel
relacomp massage gel 100 gm,relacomp massage,100 gm,gel
relactagel vag. gel 7 tubes,relactagel vag.,0,gel
relanta 20 tabs,relanta,0,tabs
relat hair lotion 120 ml,relat hair,120 ml,lotion
relat hair oil 120 ml,relat hair,120 ml,oil
relat hair serum 100 ml,relat hair,100 ml,serum
relat hair serum 60 ml,relat hair,60 ml,serum
relat hair tonic lotion 120 ml,relat hair tonic,120 ml,lotion
relat plus hair serum 3 x 30 ml,relat plus hair,30 ml,serum
relatic 20 f.c.tab.,relatic,0,tab
relatrolene 25 mg 20 caps.,relatrolene,25 mg,caps
relax 20 caps,relax,0,caps
relax 30 caps.,relax,0,caps
relax cream 50 gm,relax,50 gm,cream
relax gel 50 gm,relax,50 gm,gel
relaxiged 20 caps,relaxiged,0,caps
relaxine 4mg 12 tab,relaxine,4mg,tab
relaxine 4mg 6 i.m. amp,relaxine,4mg,i.m. amp
relaxon 30 cap,relaxon,0,cap
relee emollient cream 60 gm,relee emollient,60 gm,cream
relestat 0.05% eye drops 5 ml,relestat,0.05%,eye drops
relikast 5mg 10 chewable tab.,relikast,5mg,chewable tab
relironz 50 gm massage gel,relironz massage,50 gm,gel
relivatear eye drops,relivatear,0,eye drops
reliven hair shampoo 120ml,reliven hair,120ml,shampoo
rellyin cream,rellyin,0,cream
relma lightening cream 50 gm,relma lightening,50 gm,cream
relpax 40mg 3 f.c. tab.,relpax,40mg,tab
relvar ellipta 100/25mcg inhaler 30 metered doses,relvar ellipta,100/25mcg,inhaler
relvar ellipta 200/25mcg inhaler 30 metered doses,relvar ellipta,200/25mcg,inhaler
remaist 100mg vial concentrate for i.v. inf.,remaist,100mg,vial concentrate for i.v. inf.
remaist 100mg vial lyoph. pd. for sol. for i.v. inf.,remaist,100mg,vial lyoph. pd. for sol. for i.v. inf.
remazamin 20 tabs,remazamin,0,tabs
remdesivir - eva pharma 100mg/20ml vial concentrate for i.v. inf. (hospitals only),remdesivir - eva pharma,100mg/20ml,vial concentrate for i.v. inf.
remdesivir - rameda 100mg/20ml vial concentrate for i.v. inf.,remdesivir - rameda,100mg/20ml,vial concentrate for i.v. inf.
remdesivir eva pharma 100 mg /20 ml vial iv,remdesivir eva pharma,100 mg /20 ml,vial iv
remdesivir rameda 100 mg / 20 ml vial iv,remdesivir rameda,100 mg / 20 ml,vial iv
remdespes 100mg vial lyoph.pd. for sol. for i.v. inf.,remdespes,100mg,vial lyoph.pd. for sol. for i.v. inf.
reme herbal compound 30 caps.,reme herbal compound,0,caps
remero n 14 sachets,remero n,0,sachets
remeron 30mg 10 tab.,remeron,30mg,tab
remeron soltab 30mg orodisp.tabs.,remeron soltab,30mg,orodisp.tabs.
