original_name,drug_name,dose,form
carditag xl 200 mg sr 20 f.c. tabs.,carditag xl,200 mg,tabs
cardivo-care 10/6.25mg 30 f.c.tab.,cardivo-care,10/6.25mg,tab
cardivo-care 5/12.5mg 30 f.c.tab.,cardivo-care,5/12.5mg,tab
cardixin 0.25mg 40 tablets,cardixin,0.25 mg,tablets
cardixin 500 mcg/2ml 5 amp.,cardixin,500 mcg/2ml,amp
cardovaldon 160mg 7 caps.,cardovaldon,160 mg,caps
cardovaldon 80mg 14 caps.,cardovaldon,80 mg,caps
cardura 1mg 21 tab.,cardura,1 mg,tab
cardura 4mg 14 tab.,cardura,4 mg,tab
cardura xl 4mg 28 prolonged release tabs.,cardura xl,4 mg,prolonged release tabs
care by care cleansing moisturizing milk 300 ml,care by care cleansing moisturizing,300 ml,milk
care by care cream 100 gm,care by care,100 gm,cream
care by care cream 3 in 1 shampoo 300 ml,care by care 3 in 1,300 ml,shampoo
care by care cream jar 300 gm,care by care,300 gm,cream
care by care plus cream 100 gm,care by care plus,100 gm,cream
care by care soap 100 gm,care by care,100 gm,soap
care by care topical lotion 100ml,care by care topical,100 ml,lotion
care dipine 10mg 20 f.c. tabs,care dipine,10 mg,tabs
care dipine 10mg 30 f.c. tabs,care dipine,10 mg,tabs
care dipine 20mg 20 f.c. tabs,care dipine,20 mg,tabs
care dipine plus 30 f.c. tabs,care dipine plus,0,tabs
care heav face wash 250 ml,care heav,250 ml,wash
care heav hair shampoo 250 ml,care heav,250 ml,shampoo
care heavy hair serum 75 ml,care heavy,75 ml,serum
care mix hair cream 50 gm,care mix,50 gm,cream
care mix plus hair cream 50 gm,care mix plus,50 gm,cream
care mix skin cream 50 gm,care mix,50 gm,cream
care roota hand wash spray 100 ml,care roota hand wash,100 ml,spray
care top douche,care top,0,douche
carecan cream 50 gm,carecan,50 gm,cream
caredalud s.r. 6mg 30 f.c. tab.,caredalud,6 mg,tab
carelyte 2.4/2.5gm granules 280 mg,carelyte,2.4/2.5gm,granules
careo cal calcium 30tab,careo cal calcium,0,tab
carfalone 25mg 20 f.c. tabs,carfalone,25 mg,tabs
carfalone 50mg 20 f.c. tabs.,carfalone,50 mg,tabs
cariamyl 0.5gm 20 tab,cariamyl,0.5 gm,tab
caribo 500mg 50 chew. tabs.,caribo,500 mg,chew. tabs
carishema 60 gm massage gel,carishema,60 gm,gel
carivalan 12.5/5mg 28 f.c. tabs.,carivalan,12.5/5mg,tabs
carivalan 12.5/7.5mg 28 f.c. tabs.,carivalan,12.5/7.5mg,tabs
carivalan 6.25/5mg 28 f.c. tabs.,carivalan,6.25/5mg,tabs
carivalan 6.25/7.5mg 28 f.c. tabs.,carivalan,6.25/7.5mg,tabs
carjen topical lotion 120 ml,carjen topical,120 ml,lotion
carla 30 tables,carla,0,tables
carla extra 30 tabs.,carla extra,0,tabs
carledopa plus 100/25/200mg 30 f.c. tabs.,carledopa plus,100/25/200mg,tabs
carlina cream vergetures 150 ml,carlina cream,150 ml,Null
carlina sun block fluid 100 spf 50 ml,carlina sun block fluid 100,50 ml,Null
carlol-v 12.5mg 10 f.c.tab.,carlol-v,12.5 mg,tab
carlol-v 25mg 30 tab,carlol-v,25 mg,tab
