original_name,drug_name,dose,form
movelex massage cream 120 gm,movelex massage,120 gm,cream
movelex massage cream 50 gm,movelex massage,50 gm,cream
movelex nano spray 200 ml,movelex nano,200 ml,spray
movelex plus massage gel 100 gm,movelex plus massage,100 gm,gel
movelex roll on massage 80ml,movelex roll on massage,80 ml,0
moventor 20 tabs.,moventor,0,tabs
moventor 30 tablets,moventor,0,tablets
moventor 30 tabs.,moventor,0,tabs
movican 30 f.c.tabs.,movican,0,tabs
movicol 20 sachets,movicol,0,sachets
movicol paediatric 30 sachets,movicol paediatric,0,sachets
movigit 50 mg 30 f.c.tabs,movigit,50 mg,tabs
movigretal 100mg 10 tabs.,movigretal,100 mg,tabs
movigretal 100mg 20 tabs.,movigretal,100 mg,tabs
movigretal 100mg 20tab,movigretal,100 mg,tab
movilab 30 caps.,movilab,0,caps
movinaz gel 50 gm,movinaz,50 gm,gel
movinerve sub lingual 30 tablets,movinerve sub lingual,0,tablets
moviprep 2 dual sachets (powder for oral sol.),moviprep,0,sachets
movula freeze  spray 100ml,movula freeze,100 ml,spray
movxir 500/50mg 20 f.c. tabs.,movxir,500/50 mg,tabs
moxacin 400 mg 5 f.c.tabs.,moxacin,400 mg,tabs
moxaqua 0.5% ophth. soln. 5 ml,moxaqua,0.5%,ophth. soln.
moxave 400mg 5tab,moxave,400 mg,tab
moxavidex 400 mg 10 f.c.tabs,moxavidex,400 mg,tabs
moxavidex 400 mg 5 f.c.tabs,moxavidex,400 mg,tabs
moxen 15 mg 20 tabs,moxen,15 mg,tabs
moxen 7.5 mg 20 tabs,moxen,7.5 mg,tabs
moxidegrin 0.5% eye drops 5 ml,moxidegrin,0.5%,eye drops
moxifl 400 mg 5 f.c. tabs.,moxifl,400 mg,tabs
moxiflox 0.5% eye drops 5 ml,moxiflox,0.5%,eye drops
moxiflox 400 mg 10 f.c.tabs,moxiflox,400 mg,tabs
moxiflox 400mg/250ml sol. for inf.,moxiflox,400 mg/250 ml,sol. for inf.
moxifloxacin - el nile 400mg/250ml sol. for inf.,moxifloxacin - el nile,400 mg/250 ml,sol. for inf.
moxifloxacin 400mg 5 f.c. tab.,moxifloxacin,400 mg,tab
moxilabact 400 mg 5 f.c. tabs.,moxilabact,400 mg,tabs
moxipen 125mg/5ml susp. 80ml,moxipen,125 mg/5 ml,susp.
moxipen 250mg/5ml susp. 80ml,moxipen,250 mg/5 ml,susp.
moxipen 500mg 12 caps.,moxipen,500 mg,caps
moxitrix 400mg 5 f.c. tab.,moxitrix,400 mg,tab
moxitrix 400mg/250ml sol. for inf.,moxitrix,400 mg/250 ml,sol. for inf.
moxynil 250mg vial,moxynil,250 mg,vial
moxynil 500mg vial,moxynil,500 mg,vial
moxypen 250 mg 12 cap,moxypen,250 mg,cap
moxyseyaro 0.5% eye drops 10 ml,moxyseyaro,0.5%,eye drops
moxyseyaro 0.5% eye drops 5 ml,moxyseyaro,0.5%,eye drops
moxyseyaro plus eye drops 5 ml,moxyseyaro plus,0,eye drops
moyazone body lotion 100 ml,moyazone body,100 ml,lotion
mozanglic 0.03/3mg 21 tablets,mozanglic,0.03/3 mg,tablets
mpiviropack 400mg 28 tabs,mpiviropack,400 mg,tabs
