original_name,drug_name,dose,form
lipidalon 4 mg 30 f.c. tabs.,lipidalon,4 mg,tabs
lipidnorm 10 mg 10 tab,lipidnorm,10 mg,tab
lipidnorm 10 mg 10 tab.,lipidnorm,10 mg,tab
lipidnorm co 10/10mg 10 f.c. tabs.,lipidnorm co,10/10mg,tabs
lipifibrate 105 mg 30 tabs.,lipifibrate,105 mg,tabs
lipikar baume (balm) ap+ 200 ml,lipikar ap+,200 ml,baume
lipikar lait (body milk) 200 ml,lipikar,200 ml,lait
lipikar surgras bar (soap) 150 gm,lipikar surgras,150 gm,bar
lipikar syndet cleansing cream-gel 200 ml,lipikar syndet cleansing,200 ml,cream-gel
lipiless 10mg 30 f.c.tab.,lipiless,10mg,tab
lipiless 20mg 21 f.c.tab.,lipiless,20mg,tab
lipinorm 10 mg 7 f.c.tab.,lipinorm,10 mg,tab
lipinorm 10mg 7 tabs,lipinorm,10mg,tabs
lipinorm 20mg 7 f.c.tab.,lipinorm,20mg,tab
lipinorm 20mg 7tab,lipinorm,20mg,tab
lipinorm 40 mg 7 f.c.tab.,lipinorm,40 mg,tab
lipinorm 40mg 7tab,lipinorm,40mg,tab
lipiodol ultra fluid 480mg i/ml amp. 10 ml,lipiodol ultra fluid,480mg i/ml,amp
lipitor 10 mg 28 tab,lipitor,10 mg,tab
lipitor 10mg 7 tab,lipitor,10mg,tab
lipitor 20 mg 28 tab,lipitor,20 mg,tab
lipitor 20 mg 7 tab,lipitor,20 mg,tab
lipitor 40 mg 14 tab.,lipitor,40 mg,tab
lipitor 40mg 7 tabs.,lipitor,40mg,tabs
lipitor 80 mg 14 tab,lipitor,80 mg,tab
lipitor 80 mg 7 tabs.,lipitor,80 mg,tabs
lipitor 80mg 7 tabs.,lipitor,80mg,tabs
lipitrin 10/10mg 14 tab.,lipitrin,10/10mg,tab
lipitrin 10/20mg 14 tab.,lipitrin,10/20mg,tab
lipitrin 10/40 mg 7 tab.,lipitrin,10/40 mg,tab
lipizad 20mg 30 tab.,lipizad,20mg,tab
lipnorm 20 mg 7 tab,lipnorm,20 mg,tab
lipnorm 40 mg 7 tab,lipnorm,40 mg,tab
lipo 6 black ultra 60 cap,lipo 6 black ultra,60 cap,cap
lipo merz 8 cap,lipo merz,8 cap,cap
lipo- merz retard 500 mg 16 cap,lipo- merz retard,500 mg,cap
lipocholine 50 tab,lipocholine,50 tab,tab
lipocomb 10/10 mg 30 caps.,lipocomb,10/10 mg,caps
lipocomb 10/20 mg 30 caps.,lipocomb,10/20 mg,caps
lipoferric folic 30 caps.,lipoferric folic,30 caps,caps
lipoferric folic 30 sachets,lipoferric folic,30 sachets,sachets
lipofundin mct/lct 10% i.v.infusion,lipofundin mct/lct i.v.,10%,infusion
lipofundin mct/lct 20% i.v.infusion,lipofundin mct/lct i.v.,20%,infusion
lipoic 600mg 10 tab.,lipoic,600mg,tab
lipolex 200mg 20 caps,lipolex,200mg,caps
lipolex 300mg 20 caps.,lipolex,300mg,caps
lipolex 67mg 10 caps,lipolex,67mg,caps
lipomax 10mg 10 f.c. tabs. (n/a),lipomax,10mg,tabs
lipomax 10mg 10 tablets,lipomax,10mg,tablets
lipomax 20 mg 10 tab,lipomax,20 mg,tab
