original_name,drug_name,dose,form
beejaxin 600 mg 30 caps.,beejaxin,600 mg,capsules
beena soft cream 30 gm,beena soft,30 gm,cream
beesline 4 in 1 whitening cleanser 150 ml,beesline 4 in 1 whitening,150 ml,cleanser
beesline after sun cooling lotion 200 ml,beesline after sun cooling,200 ml,lotion
beesline after sun repairing milk 200 ml,beesline after sun repairing,200 ml,milk
beesline beeswax ointment fragrance-free 60 ml,beesline beeswax fragrance-free,60 ml,ointment
beesline body pearl polish 10 sachets x 8 ml,beesline body pearl,8 ml,polish
beesline brown tan dry feel oil spray 150 ml,beesline brown tan dry feel,150 ml,oil spray
beesline chapped nipples cream 35 ml,beesline chapped nipples,35 ml,cream
beesline daily use shampoo fragrance-free 150 ml,beesline daily use fragrance-free,150 ml,shampoo
beesline deo whitening arabian oud roll-on 50 ml,beesline deo whitening arabian oud,50 ml,roll-on
beesline deo whitening beauty pearl roll-on 50 ml,beesline deo whitening beauty pearl,50 ml,roll-on
beesline deo whitening beauty pearl spray 150 ml,beesline deo whitening beauty pearl,150 ml,spray
beesline deo whitening cool breeze roll-on 50 ml,beesline deo whitening cool breeze,50 ml,roll-on
beesline deo whitening cotton candy roll-on 50 ml,beesline deo whitening cotton candy,50 ml,roll-on
beesline deo whitening elder rose spray 150 ml,beesline deo whitening elder rose,150 ml,spray
beesline deo whitening fragrance-free spray 150 ml,beesline deo whitening fragrance-free,150 ml,spray
beesline deo whitening hair delaying roll-on 50 ml,beesline deo whitening hair delaying,50 ml,roll-on
beesline deo whitening invisible touch roll-on 50 ml,beesline deo whitening invisible touch,50 ml,roll-on
beesline deo whitening invisible touch spray 150 ml,beesline deo whitening invisible touch,150 ml,spray
beesline deo whitening pacific islands roll-on 50 ml,beesline deo whitening pacific islands,50 ml,roll-on
beesline deo whitening sensifresh spray 150 ml,beesline deo whitening sensifresh,150 ml,spray
beesline deo whitening sport pulse roll-on 50 ml,beesline deo whitening sport pulse,50 ml,roll-on
beesline deo whitening sport pulse spray 150 ml,beesline deo whitening sport pulse,150 ml,spray
beesline eye contour serum 30 ml,beesline eye contour,30 ml,serum
beesline eye contour whitening mask 10 sachets x 8 ml,beesline eye contour whitening,8 ml,mask
beesline facial blackhead mask 10 sachets x 8 ml,beesline facial blackhead,8 ml,mask
beesline facial mud mask 60 ml,beesline facial mud,60 ml,mask
beesline facial purifying soap 85 gm,beesline facial purifying,85 gm,soap
beesline facial super moisture mask 10 sachets x 8 ml,beesline facial super moisture,8 ml,mask
beesline facial whitening mask 10 sachets x 8 ml,beesline facial whitening,8 ml,mask
beesline feet & heels repair cream 150 gm,beesline feet & heels repair,150 gm,cream
beesline feminine hygienic wash 200 ml,beesline feminine hygienic,200 ml,wash
beesline honey moisturizing soap 85 gm,beesline honey moisturizing,85 gm,soap
beesline kids sunscreen cream spf 50 - 60 ml,beesline kids sunscreen spf 50,60 ml,cream
beesline kids sunscreen lotion spf 50 - 200 ml,beesline kids sunscreen spf 50,200 ml,lotion
beesline lip & eye whitening makeup remover 150 ml,beesline lip & eye whitening,150 ml,makeup remover
beesline lip care flavour free 4.5 gm,beesline lip care flavour free,4.5 gm,lip care
beesline lip care shea butter & avocado oil 4.5 gm,beesline lip care shea butter & avocado oil,4.5 gm,lip care
beesline lip care shimmery cherry 4.5 gm,beesline lip care shimmery cherry,4.5 gm,lip care
beesline lip care shimmery strawberry 4.5 gm,beesline lip care shimmery strawberry,4.5 gm,lip care
beesline moisturising body lotion 200 ml,beesline moisturising body,200 ml,lotion
beesline nourishing facial day cream (oily to combination) 50 ml,beesline nourishing facial day (oily to combination),50 ml,cream
beesline propolis facial wash 250 ml,beesline propolis facial,250 ml,wash
beesline pure carrot suntan oil spf 10 - 200 ml,beesline pure carrot suntan spf 10,200 ml,oil
beesline skin whitening serum spf 30 - 30 ml,beesline skin whitening spf 30,30 ml,serum
beesline suntan jelly 150 ml,beesline suntan,150 ml,jelly
beesline suntan jelly gold 150 ml,beesline suntan gold,150 ml,jelly
beesline suntan oil gold 200 ml,beesline suntan gold,200 ml,oil
beesline ultrascreen cream invisible sunfilter spf 50 - 60 ml,beesline ultrascreen invisible sunfilter spf 50,60 ml,cream
