original_name,drug_name,dose,form
sommo,sommo,0,0
sona drink 10 sachets,sona drink,0,sachets
sonafe 10 sachet,sonafe,0,sachet
sonakto cream 50 gm,sonakto,50 gm,cream
songha night 120/80mg 30 tabs.,songha night,120/80mg,tabs
sonidair 0.25 mg/2ml 30 susp. amp. for inh.,sonidair,0.25 mg/2ml,susp. amp.
sonidair 0.5 mg/2ml 30 susp. amp. for inh.,sonidair,0.5 mg/2ml,susp. amp.
sonidair 1 mg/2ml 30 susp. amp. for inh.,sonidair,1 mg/2ml,susp. amp.
sonismapex 25/250 mg 30 f.c. tabs.,sonismapex,25/250 mg,tabs
sono acne soap 100 gm,sono acne,100 gm,soap
sonotune 5 mg 30 caps.,sonotune,5 mg,caps
sonroom sun screen spf50,sonroom,0,sun screen
sonsept liquid 200 ml,sonsept,200 ml,liquid
sonsept skin cleansing liquid 200 ml,sonsept skin cleansing,200 ml,liquid
soo fit vaginal wash 250ml,soo fit vaginal,250ml,wash
soojez cream 100 gm,soojez,100 gm,cream
soojez cream 50 gm,soojez,50 gm,cream
sootal topical cream 50 gm,sootal topical,50 gm,cream
sootonic hair lotion 120 ml,sootonic hair,120 ml,lotion
soozy intimate wash 250 ml,soozy intimate,250 ml,wash
soplamin 160 mg 30 cap,soplamin,160 mg,cap
soplamin 160 mg 30 caps.,soplamin,160 mg,caps
soponia 75 gm soap,soponia,75 gm,soap
soprol 10mg 30 f.c.tab,soprol,10mg,tab
soprol 5mg 20 f.c.tab.,soprol,5mg,tab
soprol plus 5/12.5mg 20 f.c.tab,soprol plus,5/12.5mg,tab
soral 20 mg 20 caps.,soral,20 mg,caps
soral 20 mg 30 caps.,soral,20 mg,caps
soral 20mg 3 vial i.m./i.v.,soral,20mg,vial
soral 20mg 5 supp.,soral,20mg,supp.
soralone anti-dandruff shampoo 250 ml,soralone anti-dandruff,250 ml,shampoo
soralone skin cream 60 ml,soralone skin,60 ml,cream
sorana 20g oint,sorana,20g,oint
sorana oint 20 gm,sorana,20 gm,oint
soranib 200mg 120 f.c. tabs. (illegal import),soranib,200mg,tabs
soranib 200mg 30 f.c. tabs.(illegal import),soranib,200mg,tabs
sorbisteril 500 mg powder,sorbisteril,500 mg,powder
sorbisterit powder 500 gm,sorbisterit,500 gm,powder
sorbit 5 gm 20 sachets,sorbit,5 gm,sachets
sorbitol irrigation solution 2.5%,sorbitol irrigation,2.5%,solution
sorbitol- 2.5% 200ml. irrig .soln,sorbitol-,2.5% 200ml,soln
sorbosan 5gm 20 sachet,sorbosan,5gm,sachet
sordevan 160 mg 7 f.c. tab.,sordevan,160 mg,tab
sordevan 160 mg 7 tab,sordevan,160 mg,tab
sordevan 320 mg 7 f.c. tabs.,sordevan,320 mg,tabs
sordevan 320mg 7 tab,sordevan,320mg,tab
soriana vaginal doush 250 ml,soriana vaginal,250 ml,doush
sorti 20 tabs.,sorti,0,tabs
sotaloc 160 mg 10 tab,sotaloc,160 mg,tab
sotaloc 160mg tabs.,sotaloc,160mg,tabs
