original_name,drug_name,dose,form
benefix 250 i.u. vial,benefix,250i.u.,vial
benefix 500 i.u. vial,benefix,500i.u.,vial
benegast 10 sachets,benegast,0,sachets
benfotwins 30 tabs,benfotwins,0,tabs
bengay cream 57gm imp,bengay,57gm,cream
bengiride 0.5 mg 30 caps.,bengiride,0.5mg,caps.
bennel life cap,bennel life,0,cap
benogen 10 sachet,benogen,0,sachet
benosense gel 50 ml,benosense,50ml,gel
benox 0.4% eye drops 10 ml,benox,0.4%,eye drops
benoxidia 0.4% eye drops 30*0.5ml sdu,benoxidia,0.4%,eye drops
benphora 30 f.c. tablets,benphora,0,tablets
benprostex 10mg s.r.tab.,benprostex,10mg,s.r.tab.
beny cream 25 gm,beny,25gm,cream
beny cream 50 gm,beny,50gm,cream
benylin paed.syrup 120 ml,benylin,120ml,paed.syrup
benzabiotic 1.2 m.i.u. i.m. vial.,benzabiotic,1.2m.i.u.,vial
benzacillin 1.2 m.i.u.for i.m.inj vial.,benzacillin,1.2m.i.u.,vial
benzanil gel 80 gm,benzanil,80gm,gel
benzocaine 20% topical spray 50 ml,benzocaine,20%,topical spray
benzoic & salicylic oint,benzoic & salicylic,0,oint
benzoic acid 15 gm ointment,benzoic acid,15gm,ointment
benzoin co tincture 30 ml,benzoin co,30ml,tincture
benzoin co. (tincture) 60 ml,benzoin co.,60ml,tincture
benzoin co. 30ml,benzoin co.,30ml,0
benzoram soap,benzoram,0,soap
benzovieri 0.5mg/5ml i.v. amp.(n/a yet),benzovieri,0.5mg/5ml,amp.
benzyl benzoate 20% cream 40 gm,benzyl benzoate,20%,cream
benzyl benzoate 25% lotion 120ml,benzyl benzoate,25%,lotion
benzyl benzoate for inj 1000.000 i.u vial,benzyl benzoate,1000.000i.u.,vial
benzyl penicillin 1 m.i.u.  vial.,benzyl penicillin,1m.i.u.,vial
benzyl soap,benzyl,0,soap
beoste fort gel,beoste fort,0,gel
beoste fotre cream,beoste fotre,0,cream
bepanthen cream 30 gm,bepanthen,30gm,cream
bepanthen lotion 200 ml,bepanthen,200ml,lotion
bepanthen ointment 30 gm,bepanthen,30gm,ointment
bepra 20mg 14 f.c. tab.,bepra,20mg,tab.
bepra 20mg 21 f.c. tab.,bepra,20mg,tab.
berberil-n 0.05% eye drops 10 ml,berberil-n,0.05%,eye drops
beriate p 250i.u. vial,beriate p,250i.u.,vial
beriate p 500i.u. vial,beriate p,500i.u.,vial
beriglobin p 160mg/ml i.m.amp.,beriglobin p,160mg/ml,i.m.amp.
berirab p 1500i.u./10ml i.m inj.(n/a),berirab p,1500i.u./10ml,i.m inj.
berirab p 300i.u./2ml i.m inj.,berirab p,300i.u./2ml,i.m inj.
berirab p 750i.u./5ml i.m inj.,berirab p,750i.u./5ml,i.m inj.
berocca stay sharp 15eff,berocca stay sharp,0,eff
berotec 0.05% syrup 100ml,berotec,0.05%,syrup
berotec 2.5mg 20 tab.,berotec,2.5mg,tab.
beroz neo 30 tab,beroz neo,0,tab
