original_name,drug_name,dose,form
utro eye contour 30 gm,utro eye contour,30 gm,0
utrocare 100mg 30 soft gelatin caps.,utrocare,100 mg,soft gelatin caps
utrogestan 30 caps,utrogestan,0,caps
utrorelaxin 3 mg 2 vag. tabs.,utrorelaxin,3 mg,vag. tabs
uvamine retard 100 mg 20 caps.,uvamine retard,100 mg,caps
uvascreen sun block lotion 50+ spf 60 gm,uvascreen sun block,60 gm,lotion
uveblock spf 50+ fluid 40ml,uveblock,40 ml,fluid
uveblock spf 50+ fluid light tinted 40ml,uveblock,40 ml,fluid
uveblock spf 50+ hydra lotion (milk) 100 ml,uveblock,100 ml,hydra lotion
uveblock spf 80 invisible 40ml,uveblock,40 ml,0
uveblock spf 80 tinted 40ml,uveblock,40 ml,0
uvepro spf50+ dry touch oil free cream 50 ml,uvepro,50 ml,cream
uvepro spf50+ kids sunscreen spray 200 ml,uvepro kids sunscreen,200 ml,spray
uvepro spf50+ light texture cream 50 ml,uvepro,50 ml,cream
uvepro spf50+ milk 200 ml,uvepro,200 ml,milk
v walla cream 50 gm,v walla,50 gm,cream
v- 2 50 caps,v-2,0,caps
v-care facial cleanser,v-care,0,cleanser
v-care vag.douche 200 ml,v-care,200 ml,vag.douche
v-gone 100 mg 8 f.c. tablets,v-gone,100 mg,tablets
v-gone 50mg 10 f.c. tab.,v-gone,50 mg,tab
v-guard vag.douche 200 ml,v-guard,200 ml,vag.douche
v.o.3 20 caps,v.o.3,0,caps
v.v. cream 50 gm,v.v.,50 gm,cream
v2 - 24 caps.,v2,0,caps
v2 plus 24 caps.,v2 plus,0,caps
vacation facial cleansing hydrogel 200ml,vacation facial cleansing,200 ml,hydrogel
vacation facial clear cream 60ml,vacation facial clear,60 ml,cream
vacation niacinamide 10% face serum 30 ml,vacation niacinamide,10%,serum
vacation pure touch hydro gel sunscreen 60 ml,vacation pure touch sunscreen,60 ml,hydrogel
vacation sunscreen cream spf50+ 60ml,vacation sunscreen,60 ml,cream
vacation sunscreen lotion spf 50 120ml,vacation sunscreen,120 ml,lotion
vacation sunscreen lotion spray spf +50 200ml,vacation sunscreen,200 ml,lotion spray
vacation whitening cream 60ml,vacation whitening,60 ml,cream
vacubitron 100 mg (49/51 mg) 10 f.c.tabs.,vacubitron,100 mg,tabs
vacubitron 200 mg (97/103 mg) 10 f.c.tabs.,vacubitron,200 mg,tabs
vacubitron 50 mg (24/26 mg) 10 f.c.tabs.,vacubitron,50 mg,tabs
vagiclind 2% vaginal cream 20 gm,vagiclind,2%,vaginal cream
vagiclind 2% vaginal cream 40 gm,vagiclind,2%,vaginal cream
vagiprost 25 mcg 4 vag. tabs,vagiprost,25 mcg,vag. tabs
vagiprost 25mcg 4 vag. tabs.,vagiprost,25 mcg,vag. tabs
vagizole 2% vaginal cream 15 gm+3 applicators,vagizole,2%,vaginal cream
vagyl powder 10 sachet,vagyl,0,powder
vaintarg 60mg 30 tab,vaintarg,60 mg,tab
vaisil female care 120 ml,vaisil female care,120 ml,0
vakter antiseptic soln. 10% 60 ml,vakter antiseptic,10%,soln.
valcyte 450 mg 60 f.c. tab,valcyte,450 mg,tab
valde drop 400i.u 20ml oral drops,valde,400 i.u,oral drops
valdera roll-on 60 ml,valdera,60 ml,roll-on
valdimir massage cream 50 gm,valdimir massage,50 gm,cream
