original_name,drug_name,dose,form
jusprin 81mg 60 enteric coated tab,jusprin,81mg,tab
jussy hair oil 120 ml,jussy hair,120 ml,oil
justechol 10 mg 28 f.c. tabs.,justechol,10 mg,tabs
justechol 10mg 14 f.c. tablet,justechol,10mg,tablet
justechol 20 mg 14 f.c. tabs.,justechol,20 mg,tabs
justechol 20mg 28 f.c. tablets,justechol,20mg,tablets
justechol 5 mg 28 f.c.tabs.,justechol,5 mg,tabs
justice antiseptic hand gel 100 ml,justice hand,100 ml,gel
justin blue hair shampoo 175 ml,justin hair,175 ml,shampoo
juviex syrup 120 ml,juviex,120 ml,syrup
k e y jelly,k e y,0,jelly
k permenganate lotion,k permenganate,0,lotion
k-dion 10 mg 30 chewable tablets,k-dion,10 mg,tablets
k-dion 10mg 30 chewable tab.,k-dion,10mg,tab
k-one eye contour cream 30 ml,k-one eye contour,30 ml,cream
k-sabaa 7 chew. tabs.,k-sabaa,0,tabs
k-u lubricating jelly 85 gm,k-u,85 gm,jelly
k-uy super gel,k-uy super,0,gel
k-val acne lotion 80 ml,k-val acne,80 ml,lotion
k-viton 10mg 20 sugar coated tab.,k-viton,10mg,tab
k-y 85g cream,k-y,85g,cream
k.l.y gel 82 gm,k.l.y,82 gm,gel
k1 apex 10mg 30 chewable tab.,k1 apex,10mg,tab
k1-apex 1mg 30 tab,k1-apex,1mg,tab
kabilkinase 1.500.000 i.u. vial,kabilkinase,1.500.000 i.u.,vial
kabiven sol. for inf.,kabiven,0,sol
kabrita 1 milk 400 gm,kabrita 1,400 gm,milk
kabrita 2 milk 400 gm,kabrita 2,400 gm,milk
kabrita 3 milk 400 gm,kabrita 3,400 gm,milk
kadalex 500ml,kadalex,500ml,0
kadcyla 100 mg pd. vial for inf.,kadcyla,100 mg,vial
kadcyla 160 mg pd. vial for inf,kadcyla,160 mg,vial
kadermin mousse spray 125 ml,kadermin,125 ml,mousse
kadermin powder spray 125 ml,kadermin,125 ml,powder
kadoment 250 mg tab,kadoment,250 mg,tab
kadomet 250mg 30 tab,kadomet,250mg,tab
kadybar shampoo 200 ml,kadybar,200 ml,shampoo
kadyderm 60 gm,kadyderm,60 gm,0
kafinol syrup 120 ml,kafinol,120 ml,syrup
kahicaine 1% 50mg/5ml 3 amp.,kahicaine,1% 50mg/5ml,amp
kalemapex 10 meq (1080 mg) 30 xr tabs.,kalemapex,10 meq (1080 mg),tabs
kalemapex 15 meq (1620 mg) 30 xr tabs.,kalemapex,15 meq (1620 mg),tabs
kalig 10 sachets,kalig,0,sachets
kalmerenda emollient cream 50 gm,kalmerenda emollient,50 gm,cream
kalobin oral drops 20 ml,kalobin oral,20 ml,drops
kalogena 10 sachets,kalogena,0,sachets
kalopratam(seizurless) xr 750mg 30 ext. f.c.tabs,kalopratam(seizurless),750mg,tabs
kalsis 20 cap,kalsis,0,cap
kamagra 100mg 1 tab,kamagra,100mg,tab
kamagra 50mg tab,kamagra,50mg,tab
