original_name,drug_name,dose,form
lexica calcium 30 chew. pieces,lexica calcium,0,chew. pieces
lexol p tab,lexol p,0,tab
lexomil 6mg 30 tab,lexomil,6mg,tab
lexopam 1.5mg 30 tab.,lexopam,1.5mg,tab
lexopam 3mg 30 tab.,lexopam,3mg,tab
lexotanil 1.5 mg 30 tabs,lexotanil,1.5mg,tabs
lexotanil 3 mg 30tabs.,lexotanil,3mg,tabs
lezberg 20 mg 30 f.c.tab,lezberg,20mg,tab
lezberg 40 mg 30 f.c.tab.,lezberg,40mg,tab
lezberg plus 20/12.5mg 30 f.c.tab,lezberg plus,20/12.5mg,tab
lezberg plus 40/12.5mg 30 f.c.tab,lezberg plus,40/12.5mg,tab
lezberg plus 40/25mg 30 f.c.tab,lezberg plus,40/25mg,tab
lezberg trio 20/5/12.5mg 30 f.c.tabs.,lezberg trio,20/5/12.5mg,tabs
lezberg trio 40/10/25mg 30 f.c.tabs.,lezberg trio,40/10/25mg,tabs
lezberg trio 40/5/12.5mg 30 f.c.tabs.,lezberg trio,40/5/12.5mg,tabs
lezberg-amlo 5/20mg 30 f.c. tabs.,lezberg-amlo,5/20mg,tabs
lezberg-amlo 5/40mg 30 f.c. tabs,lezberg-amlo,5/40mg,tabs
li.li vaginal wash 250 ml,li.li vaginal wash,250ml,wash
liam feminine wash 250 ml,liam feminine wash,250ml,wash
libosense gel 30 gm,libosense,30gm,gel
libosense gel spray 60 ml,libosense,60ml,gel spray
libradiclan 140 mg 7 medicated patches,libradiclan,140mg,medicated patches
librafer liquid 120 ml syrup,librafer,120ml,syrup
librax 30 sugar coated tab,librax,0,sugar coated tab
lice clean 0.5gm/100ml topical lotion,lice clean,0.5gm/100ml,topical lotion
licht whitening cream 50 gm,licht whitening,50gm,cream
licid lotion 30 ml,licid,30ml,lotion
licid lotion 60 ml,licid,60ml,lotion
licid spray 50gm(n/a),licid,50gm,spray
licid spray 90 gm,licid,90gm,spray
lidaprim susp 60 ml,lidaprim,60ml,susp
lidemtzil 5mg 30 orally disp. tabs,lidemtzil,5mg,orally disp. tabs
lido 40mg/1ml topical spray 10 ml,lido,40mg/1ml,topical spray
lidocaine 1% (otsuka) amp. 5 ml,lidocaine (otsuka),1%,amp.
lidocaine 10% topical spray 15 gm,lidocaine,10%,topical spray
lidocaine 10% topical spray 55 gm,lidocaine,10%,topical spray
lidocaine 2% (otsuka) amp. 5 ml,lidocaine (otsuka),2%,amp.
lidocaine 2% 10 amp,lidocaine,2%,amp
lidocaine 2% gel. 20 gm,lidocaine,2%,gel.
lidocaine hcl 2% vial 20 ml,lidocaine hcl,2%,vial
lidocaine hcl 2% vial 50 ml,lidocaine hcl,2%,vial
lidocaine hcl 20mg/ml vial im iv sc 20 ml (net price),lidocaine hcl,20mg/ml,vial im iv sc
lidocaine hcl 20mg/ml vial im iv sc 50 ml (net price),lidocaine hcl,20mg/ml,vial im iv sc
lidocaine hydrochloride 1% & epinephrine 0.01mg/ml 5 amp. 10 ml,lidocaine hydrochloride & epinephrine,1% & 0.01mg/ml,amp.
lidocaine hydrochloride 10mg/ml amp. 2 ml,lidocaine hydrochloride,10mg/ml,amp.
lidocaine hydrochloride 10mg/ml amp. 5 ml,lidocaine hydrochloride,10mg/ml,amp.
lidocaine hydrochloride 2% & epinephrine 0.01mg/ml 5 amp. 10 ml,lidocaine hydrochloride & epinephrine,2% & 0.01mg/ml,amp.
lidocaine hydrochloride pharmacell 2% 50 ml,lidocaine hydrochloride pharmacell,2%,0
lidoflak 8 mg 10 capsules,lidoflak,8mg,capsules
lidoflak 8 mg 30 caps.,lidoflak,8mg,caps.
