original_name,drug_name,dose,form
rolly spray 120 ml,rolly,120 ml,spray
rolyt lotion 75 ml,rolyt,75 ml,lotion
rolyt topical lotion 75ml,rolyt,75ml,topical lotion
roma magnetic,roma magnetic,0,0
roma prom 30 tablets,roma prom,0,tablets
romacox 12.5mg 10 tab,romacox,12.5mg,tab
romacox 25mg 10 tab,romacox,25mg,tab
romacox 25mg 20 tab,romacox,25mg,tab
romafen 1% gel 20 gm,romafen,1%,gel
romage cream,romage,0,cream
romalex 0.1% eye drops 5 ml,romalex,0.1%,eye drops
romalex 100mg 5 rectal supp.,romalex,100mg,rectal supp.
romalex 25mg 5 rectal supp.,romalex,25mg,rectal supp.
romalex 75mg/3ml 3 i.m. amp.,romalex,75mg/3ml,i.m. amp.
romalex 75mg/3ml 6 i.m. amps.,romalex,75mg/3ml,i.m. amps.
romamag 30 film coated tablets,romamag,0,film coated tablets
romance vag cleanser,romance vag cleanser,0,0
romantigra 10mg 4 f.c. tabs,romantigra,10mg,tabs
romantigra 20mg 4 f.c. tabs,romantigra,20mg,tabs
romashif 375mg 30 tabs,romashif,375mg,tabs
romix cream 100 gm,romix,0,cream
romix cream 60 gm,romix,0,cream
romix-s cream 50 gm,romix-s,0,cream
romsey 120 ml syrup,romsey,120 ml,syrup
ron lightening deodorant spray 120 ml,ron lightening deodorant,120 ml,spray
ron rose - fe 30 caps,ron rose - fe,0,caps
rona grow chewable 24tablets,rona grow,0,chewable tablets
rona sweet 50 sachets,rona sweet,0,sachets
ronaccutrex 40 mg 10 caps,ronaccutrex,40 mg,caps
ronasat 10 sachets,ronasat,0,sachets
ronatril 0.5mg 10 tab.,ronatril,0.5mg,tab.
ronatril 2mg 30 tab.,ronatril,2mg,tab.
ronax 7cap food supplement,ronax food supplement,0,capsule
ronecard 150mg/3ml i.v. amp.,ronecard,150mg/3ml,i.v. amp.
ronecard 200mg 30 tab.,ronecard,200mg,tab.
ronex 120ml female cleanser,ronex,120ml,female cleanser
ronex vag.douche 120 ml,ronex,120 ml,vag.douche
ronicol retard 150mg 20 tab. (n/a),ronicol retard,150mg,tab.
ronicol retard 20 tab,ronicol retard,0,tab
roniderm topical lotion 120ml,roniderm,120ml,topical lotion
ronisirox 500mg 10 dispersible tabs.,ronisirox,500mg,dispersible tabs.
ronita 25g cream,ronita,0,cream
ronita cream 50 gm,ronita,0,cream
ronja capsule 30 cap.,ronja,0,capsule
ronja syrup 100 ml,ronja,100 ml,syrup
ronkin 1010 mg 20 s.g.caps.,ronkin,1010 mg,s.g.caps.
ronma 10 sachets,ronma,0,sachets
rontax cream 50 gm,rontax,0,cream
rontax cream 75 gm,rontax,0,cream
rontigrone 400 mg 20 scored f.c. tabs.,rontigrone,400 mg,scored tabs.
