original_name,drug_name,dose,form
dermenum ampoule treatment 15 x 5 ml,dermenum ampoule treatment,5 ml,ampoule
dermenum hair conditioner 200 ml,dermenum hair conditioner,200 ml,conditioner
dermenum hair gel 150 ml,dermenum hair gel,150 ml,gel
dermenum hair lotion 150 ml,dermenum hair lotion,150 ml,lotion
dermenum plus shampoo 200 ml,dermenum plus shampoo,200 ml,shampoo
dermenum repair shampoo 200 ml,dermenum repair shampoo,200 ml,shampoo
dermenum seboline cleansing facial wash 200 ml,dermenum seboline cleansing facial wash,200 ml,facial wash
dermizol 30 gm gel,dermizol,30 gm,gel
dermmix cream,dermmix,0,cream
dermo syrup 120ml,dermo,120ml,syrup
dermobacter antiseptic soln. 125 ml,dermobacter antiseptic,125 ml,soln
dermobacter antiseptic soln. 300 ml,dermobacter antiseptic,300 ml,soln
dermocalm topical lotion 120 ml,dermocalm topical,120 ml,lotion
dermocalm topical spray 120 ml,dermocalm topical,120 ml,spray
dermocare cream 20 gm,dermocare,20 gm,cream
dermocare soap 80 gm,dermocare,80 gm,soap
dermocort cream 15 gm,dermocort,15 gm,cream
dermofix 2% cream 15 gm,dermofix,2%,cream
dermofix 2% powder 15 gm,dermofix,2%,powder
dermofix 2% spray soln.,dermofix,2%,spray soln
dermohexine cream 15 gm,dermohexine,15 gm,cream
dermohexine cream 30 gm,dermohexine,30 gm,cream
dermolan cream 50 gm,dermolan,50 gm,cream
dermoo1 massage gel 75 gm,dermoo1 massage,75 gm,gel
dermopan cream 50 gm,dermopan,50 gm,cream
dermopan lotion 200 ml,dermopan,200 ml,lotion
dermopharm 0.05% cream 25 gm,dermopharm,0.05%,cream
dermoso gel cream 30 gm,dermoso,30 gm,gel cream
dermotar 20 gm oint,dermotar,20 gm,oint
dermotracin aerosol powder 150 ml,dermotracin aerosol,150 ml,powder
dermovate 0.05 % ointment 25 gm,dermovate,0.05 %,ointment
dermovate 0.05% top. cream 25 gm,dermovate,0.05%,cream
dermovera topical lotion 35ml,dermovera topical,35ml,lotion
dermovera topical lotion 60ml,dermovera topical,60ml,lotion
dermozol 2% gel 15 gm,dermozol,2%,gel
dermozol cort cream 15 gm,dermozol cort,15 gm,cream
deron 10 sachets,deron,0,sachets
des up gel 60 gm,des up,60 gm,gel
desa 2.5mg/5ml syrup 100ml,desa,2.5mg/5ml,syrup
desa 5mg 20 f.c.tab.,desa,5mg,tab
desantte 25 ml,desantte,25 ml,0
descar gel 10 gm,descar,10 gm,gel
desert vag.douche 300 ml,desert,300 ml,douche
desferal 500mg 10 vial,desferal,500mg,vial
desferal 500mg 10 vials,desferal,500mg,vials
desitin extra nappy cream 75 ml,desitin extra nappy,75 ml,cream
deslargyl 5mg 10 f.c. tabs.,deslargyl,5mg,tabs
deslorastamine 0.5mg/ml syrup 120 ml,deslorastamine,0.5mg/ml,syrup
deslorat 2.5mg/5ml syrup 100ml,deslorat,2.5mg/5ml,syrup
deslorat 5mg 20 f.c. tab.,deslorat,5mg,tab
