original_name,drug_name,dose,form
pediamil 1 milk 350 gm,pediamil 1,350 gm,milk
pediamil 2 milk 350 gm,pediamil 2,350 gm,milk
pediamil ac milk 350 gm,pediamil ac,350 gm,milk
pediamil ar milk 350 gm,pediamil ar,350 gm,milk
pediamil ha milk 350 gm,pediamil ha,350 gm,milk
pediamil lf milk 350 gm,pediamil lf,350 gm,milk
pediamum milk 350 gm,pediamum,350 gm,milk
pediasure chocolate powder 400 gm,pediasure chocolate,400 gm,powder
pediasure honey powder 400 gm,pediasure honey,400 gm,powder
pediasure strawberry powder 400 gm,pediasure strawberry,400 gm,powder
pediasure vanilla powder 400 gm,pediasure vanilla,400 gm,powder
pediavit 30 tab,pediavit,30 mg,tab
pediazole susp 60 ml,pediazole,60 ml,susp
pedicare cream 75 gm,pedicare,75 gm,cream
pedicort 5mg/5ml syp. 100 ml,pedicort,5mg/5ml,syp.
pedicort forte 15mg/5ml syp. 100 ml,pedicort forte,15mg/5ml,syp.
peditrace inf. 10 vial 10 ml,peditrace,10 ml,vial
pedosept topical spray 100 ml,pedosept,100 ml,topical spray
pedro hair serum 150 ml,pedro hair,150 ml,serum
pedro hair shampoo 200 ml,pedro hair,200 ml,shampoo
pedro mouth spray 60 ml,pedro mouth,60 ml,spray
pedro vaginal wash 250 ml,pedro vaginal,250 ml,wash
pedro whitening cream 60 gm,pedro whitening,60 gm,cream
pedspoon syrup 120 ml,pedspoon,120 ml,syrup
pedy phar 20g oint,pedy phar,20g,oint
pedy phar 20gm oint,pedy phar,20gm,oint
pedy phar 40g oint.,pedy phar,40g,oint.
pedy phar 60g oint.,pedy phar,60g,oint.
pedy phar oint. 20 gm,pedy phar,20 gm,oint.
pedyano d syrup15ml,pedyano d,15ml,syrup
pedyano syrup 120ml,pedyano,120ml,syrup
peflacin 400 mg 10 tab,peflacin,400 mg,tab
peflacin 400mg amp 5 ml,peflacin,400mg,amp
peflox 400mg 10 f.c. tabs.,peflox,400mg,tabs.
peg-intron 100mcg/0.5ml vial(n/a),peg-intron,100mcg/0.5ml,vial
peg-intron 120mcg/0.5ml vial(n/a),peg-intron,120mcg/0.5ml,vial
peg-intron 150mcg/0.5ml vial,peg-intron,150mcg/0.5ml,vial
peg-intron 50mcg/0.5ml vial(n/a),peg-intron,50mcg/0.5ml,vial
pegasys 180 mcg/ml(1 amp,pegasys,180 mcg/ml,amp
pegasys 180mcg/ml prefilled syringe,pegasys,180mcg/ml,prefilled syringe
pegi-ton syrup,pegi-ton,0,syrup
pelcard sr 50 mg 20 caps.,pelcard sr,50 mg,caps.
pellucid cream 30 gm,pellucid,30 gm,cream
pelogo hair lotion 150 ml,pelogo hair,150 ml,lotion
pelogo hair shampoo 250 ml,pelogo hair,250 ml,shampoo
pelogo hair vials 6 x 10 ml (60 ml),pelogo hair,60 ml,vials
pelox 400mg 10 tab.,pelox,400mg,tab.
peltiam 120 mg 10 cap,peltiam,120 mg,cap
peltiam 240 mg 10 cap,peltiam,240 mg,cap
pemetrexed accord 500 mg pwd. for i.v. inf. vial,pemetrexed accord,500 mg,pwd. i.v. inf. vial
