original_name,drug_name,dose,form
biofrost 100ml gel,biofrost,100ml,gel
biogaia protectis oral drops 5 ml,biogaia protectis,5 ml,oral drops
biogentacin 0.1% top. cream 15 gm,biogentacin,0.1%,top. cream
bioglita plus 15/500mg 20 f.c.tabs.,bioglita plus,15/500mg,tabs
bioglita plus 15/500mg 30 f.c.tab.,bioglita plus,15/500mg,tab
bioglita plus 15/850mg 20 f.c.tabs,bioglita plus,15/850mg,tabs
bioglita plus 15/850mg 30 f.c. tab.,bioglita plus,15/850mg,tab
biogra 12 tab,biogra,0,tab
biograisse 30 gm gel,biograisse,30 gm,gel
biohosh top. lotion 120 ml,biohosh,120 ml,top. lotion
biolavag 0.3% vaginal douche 120 ml,biolavag,0.3%,vaginal douche
biolax 7 sachets,biolax,0,sachets
biolegam 100/60 mg 4 f.c. tabs.,biolegam,100/60 mg,tabs
"biolight, 30gm, cream",biolight,30gm,cream
biomax 50 mg face cream,biomax,50 mg,face cream
biomeb lotion spray 120 ml,biomeb,120 ml,lotion spray
biomeb lotion spray 30 ml,biomeb,30 ml,lotion spray
biomed b comp 30tablets,biomed b comp,0,tablets
biomed-c 20 capsules,biomed-c,0,capsules
biomed-d3 10.000 i.u. 30 tabs.,biomed-d3,10.000 i.u.,tabs
biomed-d3 5.000 i.u. 30 tabs.,biomed-d3,5.000 i.u.,tabs
biomox 1 gm vial,biomox,1 gm,vial
biomox 125mg susp 80 ml,biomox,125mg,susp
biomox 250mg 12 cap,biomox,250mg,cap
biomox 250mg vial,biomox,250mg,vial
biomox 250mg/5ml susp. 80ml,biomox,250mg/5ml,susp.
biomox 500mg 12 cap,biomox,500mg,cap
biomox 500mg vial,biomox,500mg,vial
bion gold 10000 mcg 30 tablets,bion gold,10000 mcg,tablets
bional 30 cap,bional,0,cap
bioprex 10 mg 30 f.c.tabs.,bioprex,10 mg,tabs
bioprex 2.5 mg 30 f.c.tabs.,bioprex,2.5 mg,tabs
bioprex 5 mg 30 f.c.tabs.,bioprex,5 mg,tabs
bioprex 7.5 mg 30 f.c. tabs.,bioprex,7.5 mg,tabs
bioproct oint.,bioproct,0,oint.
biopropolis 400 mg 20 capsules,biopropolis,400 mg,capsules
biorazo 20mg 14 caps.,biorazo,20mg,caps.
biorazo 20mg 7 caps. (n/a),biorazo,20mg,caps.
biorazo 40mg 14 caps.,biorazo,40mg,caps.
biorazo 40mg 7 caps.,biorazo,40mg,caps.
biorefamin 200 mg 10 f.c.tabs.,biorefamin,200 mg,tabs
biorefamin 550 mg 10 f.c.tabs.,biorefamin,550 mg,tabs
biorelixit syrup 120 ml,biorelixit,120 ml,syrup
biorin 10 sachets,biorin,0,sachets
biorin lactoferrin 100mg 10 sachets,biorin lactoferrin,100mg,sachets
biorogrel 75 mg 28 tab,biorogrel,75 mg,tab
biorun massage spray 100 ml,biorun,100 ml,massage spray
biosertazol 2% top. cream 30 gm,biosertazol,2%,top. cream
biostrong 21 soft gelatin caps,biostrong,0,soft gelatin caps
biotene mouthwash 250 ml,biotene,250 ml,mouthwash
