original_name,drug_name,dose,form
cytoplatin 50 ml 1 vial,cytoplatin,50 ml,vial
cytoplatin 50mg/50ml vial,cytoplatin,50mg/50ml,vial
cytosar 100 mg(1 amp),cytosar,100 mg,amp
cytotec 200mcg 28 tab,cytotec,200mcg,tab
d g long,d g long,0,0
d life 10 000 i.u. 30 tabs,d life,10000 i.u.,tabs
d pero vitamin d3 15ml drops,d pero vitamin d3,15ml,drops
d point 10.000 iu 30 tablets,d point,10000 iu,tablets
d-clar 5 mg 10 disintegrating tablets,d-clar,5 mg,disintegrating tablets
d-clar 5 mg 10 orally disintegerating tablets,d-clar,5 mg,orally disintegerating tablets
d-trol 1000 i.u. 30 caps.,d-trol,1000 i.u.,caps
d.d.b 1.5mg 500 pillules (n/a),d.d.b,1.5mg,pillules
d.dep 10.000 i.u. 30 caps,d.dep,10000 i.u.,caps
d.dep 1000 i.u. 30 caps.,d.dep,1000 i.u.,caps
d.dep 5000 i.u. 30 caps,d.dep,5000 i.u.,caps
d.p.t. vaccine vials,d.p.t. vaccine,0,vials
d.t. vaccine (diphteria toxoid &tetanus toxoid) vial,d.t. vaccine,0,vial
d.t. vaccine vials,d.t. vaccine,0,vials
d.t.i.c 200mg powder solution,d.t.i.c,200mg,powder solution
d.t.p. vaccine (e.p 72) vial,d.t.p. vaccine,0,vial
d.v. iron 20 cap,d.v. iron,0,cap
d3 5000 i.u. 30 tabs.,d3,5000 i.u.,tabs
d3 box drops 15 ml,d3 box,15 ml,drops
d3 candy 1000 i.u. adults 30 pieces,d3 candy,1000 i.u.,pieces
d3 candy children 30 pieces,d3 candy children,0,pieces
d3 oral drops 2400 i.u./ml 30 ml,d3 oral,2400 i.u./ml,drops
d3 panax butrition 5000 i.u. 30 caps.,d3 panax butrition,5000 i.u.,caps
d3 prime 30 tablet,d3 prime,0,tablet
d3-tag 1000 iu/ml oral drops 30ml,d3-tag,1000 iu/ml,oral drops
d3lab syrup 120 ml,d3lab,120 ml,syrup
dabiserve 150mg 10 caps.,dabiserve,150mg,caps
dabiserve 75mg 10 caps.,dabiserve,75mg,caps
dabocase 20 caps.,dabocase,0,caps
dacarbazine-medac 200mg vial ss,dacarbazine-medac,200mg,vial
daclahepex 60 mg 28 f.c. tabs.,daclahepex,60 mg,tabs
daclavirdin 60 mg 28 f.c. tabs.,daclavirdin,60 mg,tabs
daclavirocyrl 60 mg 28 f.c. tabs.,daclavirocyrl,60 mg,tabs
dacogen 50 mg lyoph. pd. for iv inf. vial,dacogen,50 mg,lyoph. pd. vial
dacryotive eye drops 15 ml,dacryotive eye,15 ml,drops
dacto 100mg 10 sachets,dacto,100mg,sachets
daflofix 20 tabs,daflofix,0,tabs
daflon 1000mg 30 f.c. tabs,daflon,1000mg,tabs
daflon 500mg 30 f.c. tabs,daflon,500mg,tabs
dafrex 15 f.c. tabs.,dafrex,0,tabs
dafrex 15 f.c.tab.,dafrex,0,tab
dago hair shampoo 200ml,dago hair,200ml,shampoo
dago hair shampoo 250ml,dago hair,250ml,shampoo
dago plus hair shampoo 200ml,dago plus hair,200ml,shampoo
dago plus hair shampoo 250ml,dago plus hair,250ml,shampoo
daily massage cream 100 gm,daily massage,100 gm,cream
