original_name,drug_name,dose,form
koja spf 50,Koja spf,50 mg,0
koji-c cream 30 gm,Koji-c,30 gm,cream
kojicnal whitening cream 50 gm,Kojicnal whitening,50 gm,cream
kokast 10mg 10 tab,Kokast,10mg,tab
kokast 4mg 7 chewable tab.,Kokast,4mg,chewable tab
kolagra 10% urea foot cream 50 ml,Kolagra 10% urea foot,50 ml,cream
kolagra 50+ spf sun screen gel cream 50 ml,Kolagra 50+ spf sun screen,50 ml,gel
kolagra hyaluronic acid serum 30 ml,Kolagra hyaluronic acid,30 ml,serum
kolagra oily skin cleanser 200 ml,Kolagra oily skin,200 ml,cleanser
kolagra vitamin c bikini whitening cream 50 ml,Kolagra vitamin c bikini whitening,50 ml,cream
kolagra vitamin c bikini whitening wash 150 ml,Kolagra vitamin c bikini whitening,150 ml,wash
kolagra vitamin c eye contour cream 30 ml,Kolagra vitamin c eye contour,30 ml,cream
kolagra vitamin c facial cleanser 200 ml,Kolagra vitamin c facial,200 ml,cleanser
kolagra vitamin c gold skin serum 30 ml,Kolagra vitamin c gold skin,30 ml,serum
kolagra vitamin c skin ampoules 10*3ml,Kolagra vitamin c skin,10*3ml,amp
kolagra vitamin c skin serum 50 ml,Kolagra vitamin c skin,50 ml,serum
kolanog facial wash 200 ml,Kolanog facial,200 ml,wash
kolocurejed 135 mg 20 c. tab.,Kolocurejed,135 mg,tab
kombiglyza xr 2.5/1000 mg 60 tablets,Kombiglyza xr,2.5/1000 mg,tablets
kombiglyza xr 5/1000 mg 30 tablets,Kombiglyza xr,5/1000 mg,tablets
kombiglyze xr 2.5/1000 mg 60 tablets,Kombiglyze xr,2.5/1000 mg,tablets
kombiglyze xr 5/1000 mg 30 tablets,Kombiglyze xr,5/1000 mg,tablets
konakion 10 mg 100 tab,Konakion,10 mg,tab
konakion mm 10 mg/ml 5 amp. i.v./oral,Konakion mm,10 mg/ml,amp
konakion mm paediatric 2mg/0.2ml 5 amp. i.m./i.v./oral,Konakion mm paediatric,2mg/0.2ml,amp
konazole 15 gm cream,Konazole,15 gm,cream
konazole 2% cream 15 gm,Konazole,2%,cream
konazole 2% cream 30 gm,Konazole,2%,cream
konazole 2% shampoo 60 ml,Konazole,2%,shampoo
konda hair mask 200 gm,Konda hair,200 gm,mask
konda hair oil spray 120 ml,Konda hair,120 ml,oil
konda hair oil spray 60 ml,Konda hair,60 ml,oil
koolment massage 100 gm cream,Koolment,100 gm,cream
koony kids oral gel 10 gm,Koony kids,10 gm,oral gel
kopplav massage gel 60 gm,Kopplav massage,60 gm,gel
korean ginsing cap,Korean ginsing,0,cap
koreenk hair oil 100 ml,Koreenk hair,100 ml,oil
koreenk hair oil 60 ml,Koreenk hair,60 ml,oil
kraden gel 75 gm,Kraden,75 gm,gel
krafter hair oil 100 ml,Krafter hair,100 ml,oil
krafter hair serum 120 ml,Krafter hair,120 ml,serum
kraze 36tabs,Kraze,36tabs,tabs
krema-rosa 100mg 6 vag. tabs.,Krema-rosa,100mg,vag. tabs
krota 120ml syrup,Krota,120ml,syrup
kudo cream 100 gm,Kudo,100 gm,cream
kuffiglob syrup 100 ml,Kuffiglob,100 ml,syrup
kupan 100 mg 5 supp.,Kupan,100 mg,supp
kupan 200mg s.r. 14 caps.,Kupan s.r.,200mg,caps
kupan 25mg 20 tab.,Kupan,25mg,tab
kupan 50mg 20 caps.,Kupan,50mg,caps
