original_name,drug_name,dose,form
demichima 20 caps,Demichima,0,caps
demo smary 50 gm cream,Demo smary,50 gm,cream
demolia gel 100 gm,Demolia,100 gm,gel
dendra 20 tabs.,Dendra,0,tab
dendra 30 tabs.,Dendra,0,tab
denora whitening cream 60 gm,Denora,60 gm,cream
denrocef 125mg/5ml susp. 60ml,Denrocef,125mg/5ml,suspension
denrocef 300mg 10 caps.,Denrocef,300mg,caps
densitin 30 caps,Densitin,0,caps
densonal 24 chewable tablets,Densonal,0,tab
densyl mouth wash 250 ml,Densyl,250 ml,wash
dentable 0.33% oral gel 10 gm,Dentable,0.33%,gel
dentibaby teething gel 25 ml,Dentibaby,25 ml,gel
dentinox 0.33% teething gel 10 gm,Dentinox,0.33%,gel
dentinox 2.65% infant colic drops 100 ml,Dentinox,2.65%,drops
dentocaine 7.5% dental gel 10 gm,Dentocaine,7.5%,gel
dentocalm oral oint. 5 gm,Dentocalm,5 gm,ointment
dentohex mouth spray 60 ml,Dentohex,60 ml,spray
dentohex mouth wash 250 ml,Dentohex,250 ml,wash
denton mouth wash 300 ml,Denton,300 ml,wash
dentosmile mouth wash 250 ml,Dentosmile,250 ml,wash
dentso mouth spray 60 ml,Dentso,60 ml,spray
deoderm foot powder 50 gm,Deoderm,50 gm,powder
depacofung 200mg/5ml pwd. for susp. 35 ml,Depacofung,200mg/5ml,suspension
depacom 500mg 30 extended release f.c.tab.,Depacom,500mg,tab
depahair 20 tabs.,Depahair,0,tab
depakine 200mg 40 gastro-resistant tabs.,Depakine,200mg,tab
depakine 200mg/ml oral solution 40 ml,Depakine,200mg/ml,solution
depakine 57.64mg/ml syp. 125 ml,Depakine,57.64mg/ml,syrup
depakine chrono 500mg 30 scored prolonged rel. f.c. tab.,Depakine chrono,500mg,tab
depalept 500mg/5ml vial for i.v. inf.,Depalept,500mg/5ml,vial
depanx 20mg 10 f.c. tab.,Depanx,20mg,tab
depapalin 100mg/5ml syrup 250 ml,Depapalin,100mg/5ml,syrup
depapalin 150mg 20 caps.,Depapalin,150mg,caps
depapalin 300mg 20 caps.,Depapalin,300mg,caps
depapalin 50mg 20 caps.,Depapalin,50mg,caps
depapalin 75mg 20 caps.,Depapalin,75mg,caps
depavalpolem 200mg/5ml syrup 120 ml,Depavalpolem,200mg/5ml,syrup
depaway 40mg 10 f.c. tab.,Depaway,40mg,tab
depezac 90 mg 4 delayed release tab.,Depezac,90 mg,tab
depiderm cream 30ml,Depiderm,30ml,cream
depiderm pi cream 30ml,Depiderm,30ml,cream
depiderm spf 50 cream 30 ml,Depiderm,30 ml,cream
depiderm spf 50 fluid 30 ml,Depiderm,30 ml,fluid
depiderm white lightening cleansing foam (mousse) 100 ml,Depiderm,100 ml,foam
depiderm white lightening corrective serum 30ml,Depiderm,30ml,serum
depiderm white lightening eye contour care 15 ml,Depiderm,15 ml,care
depiwhite advanced cream 40 ml,Depiwhite advanced,40 ml,cream
depiwhite body milk 200 ml,Depiwhite,200 ml,milk
depiwhite eye contour gel 15 ml,Depiwhite,15 ml,gel
