original_name,drug_name,dose,form
epi-derm silicone gel sheet 14.5*12 cm,epi-derm silicone gel sheet,0,gel sheet
epiao 10000i.u./ml vial,epiao,10000i.u./ml,vial
epiao 2000 i.u./ml vial,epiao,2000 i.u./ml,vial
epiao 4000i.u./ml vial,epiao,4000i.u./ml,vial
epicare hand sanitizer topical solution 125 ml,epicare hand sanitizer,125 ml,topical solution
epicephin 1 gm i.m. vial,epicephin,1 gm,i.m. vial
epicephin 1gm i.v. vial,epicephin,1gm,i.v. vial
epicephin 250mg i.m. vial,epicephin,250mg,i.m. vial
epicephin 250mg i.v. vial,epicephin,250mg,i.v. vial
epicephin 2gm i.v. vial,epicephin,2gm,i.v. vial
epicephin 500mg i.m. vial,epicephin,500mg,i.m. vial
epicephin 500mg i.v. vial,epicephin,500mg,i.v. vial
epico eff salt 5 gm 12 sachet,epico eff salt,5 gm,sachet
epicocillin 1 gm vial. i.m/i.v,epicocillin,1 gm,vial i.m/i.v
epicocillin 125mg/5ml 100ml susp.,epicocillin,125mg/5ml,susp.
epicocillin 125mg/5ml susp. 60ml,epicocillin,125mg/5ml,susp.
epicocillin 250mg 12 caps.,epicocillin,250mg,caps.
epicocillin 250mg vial i.m/i.v.,epicocillin,250mg,vial i.m/i.v.
epicocillin 250mg/5ml 100ml susp.,epicocillin,250mg/5ml,susp.
epicocillin 250mg/5ml susp. 60 ml,epicocillin,250mg/5ml,susp.
epicocillin 500mg 16 caps.,epicocillin,500mg,caps.
epicocillin 500mg vial,epicocillin,500mg,vial
epicoferrin 100 mg 14 sachets,epicoferrin,100 mg,sachets
epicoferrin plus 10 sachets,epicoferrin plus,0,sachets
epicoflocin 200 mg 10 f.c.tab.,epicoflocin,200 mg,tab.
epicoflocin 200 mg 10 f.c.tabs.,epicoflocin,200 mg,tabs.
epicogel susp. 180ml,epicogel,0,susp.
epicomb topical cream 15 gm,epicomb,15 gm,topical cream
epicomb topical oint 15 gm,epicomb,15 gm,topical oint
epicopentin 100 mg 30 caps.,epicopentin,100 mg,caps.
epicopentin 300 mg 30 caps.,epicopentin,300 mg,caps.
epicopentin 400 mg 30 caps.,epicopentin,400 mg,caps.
epicopentin 600mg 30 f.c. tab.,epicopentin,600mg,tab.
epicopentin 800mg 10 f.c. tab. (n/a yet),epicopentin,800mg,tab.
epicophylline 2.5g/100ml syrup 125 ml,epicophylline,2.5g/100ml,syrup
epicophylline phenobarbitone syrup 125ml,epicophylline phenobarbitone,0,syrup
epicopred 20 mg 20 orodispersible tabs.,epicopred,20 mg,orodispersible tabs.
epicopred 5 mg 30 orodispersible tabs.,epicopred,5 mg,orodispersible tabs.
epicotil 20mg 10 f.c.tab.,epicotil,20mg,tab.
epicotil 20mg 5 adult supp,epicotil,20mg,adult supp
epicotil 20mg i.m./i.v. 3 vial,epicotil,20mg,i.m./i.v. vial
epicozym syrup 125 ml,epicozym,0,syrup
epicrom 4% eye drops 10 ml,epicrom,4%,eye drops
epident tooth paste 50 gm,epident tooth paste,50 gm,tooth paste
epiderm soothing cream 50 gm,epiderm soothing cream,50 gm,soothing cream
epidexone 0.05% eye oint. 5 gm,epidexone,0.05%,eye oint.
epidexone 1mg/ml eye/ear drops 5 ml,epidexone,1mg/ml,eye/ear drops
epidopa 250mg 30 f.c. tab.,epidopa,250mg,tab.
epidron 4mg/ml vial 2 ml,epidron,4mg/ml,vial
epifasi 5000 i.u. amp.,epifasi,5000 i.u.,amp.
