original_name,drug_name,dose,form
cepharin 500mg vial,cepharin,500mg,vial
cephlex 125mg/5ml susp. 60ml,cephlex,125mg/5ml,susp.
cephlex 250 mg 12 caps.,cephlex,250 mg,caps.
cephlex 250 mg/5 ml susp. 60ml,cephlex,250 mg/5 ml,susp.
cephoxin 1 gm 8 tab.,cephoxin,1 gm,tab.
cephoxin 125mg/5ml dry susp. 60 ml,cephoxin,125mg/5ml,dry susp.
cephoxin 1g vial,cephoxin,1g,vial
cephoxin 250mg/5ml dry susp. 60 ml,cephoxin,250mg/5ml,dry susp.
cephoxin 500mg 12 tab.,cephoxin,500mg,tab.
cephoxin 500mg vial,cephoxin,500mg,vial
cephradine 1gm vial u.s.p.30,cephradine,1gm,vial
cephradine 500mg vial u.s.p.30,cephradine,500mg,vial
cephraforte 1000mg 10 f.c.tab.,cephraforte,1000mg,tab.
cephramedin 250 mg vial,cephramedin,250 mg,vial
cephramedin 500 mg vial,cephramedin,500 mg,vial
cepo cream 30 gm,cepo,30 gm,cream
cepodem 40mg/5ml susp. 60ml,cepodem,40mg/5ml,susp.
ceporex 125mg/5ml susp. 60 ml,ceporex,125mg/5ml,susp.
ceporex 1gm 8 tablets,ceporex,1gm,tablets
ceporex 1gm vial,ceporex,1gm,vial
ceporex 250 mg/5ml syrup 60 ml,ceporex,250 mg/5ml,syrup
ceporex 250mg 12 tablets,ceporex,250mg,tablets
ceporex 500mg 12 tabs.,ceporex,500mg,tabs.
ceporex 500mg vial,ceporex,500mg,vial
ceptolate 250mg 50 tab.,ceptolate,250mg,tab.
ceptolate 500mg 50 tab.,ceptolate,500mg,tab.
cerazette 75mcg 28 tabs.,cerazette,75mcg,tabs.
cercobion 200mg 10 tab.,cercobion,200mg,tab.
cercobion 200mg 40 tab.,cercobion,200mg,tab.
cerebal 25 mg 20 tabs.,cerebal,25 mg,tabs.
cerebal fort 75 mg 20 cap,cerebal fort,75 mg,cap
cerebrine 20mg 20 caps.,cerebrine,20mg,caps.
cerebro 400mg 30 caps.,cerebro,400mg,caps.
cerebrocetam 1gm/5ml 6 amp.,cerebrocetam,1gm/5ml,amp.
cerebrocetam 1gm/5ml oral soln. 120 ml,cerebrocetam,1gm/5ml,oral soln.
cerebrocetam 400mg 30 caps.,cerebrocetam,400mg,caps.
cerebrocetam 800mg 30 f.c. tabs.,cerebrocetam,800mg,tabs.
cerebrodil 20mg 10 tab.,cerebrodil,20mg,tab.
cerebroforte 1200mg 30 f.c. tab.,cerebroforte,1200mg,tab.
cerebroforte 20% syrup 120ml,cerebroforte,20%,syrup
cerebroforte 333.3mg/ml syrup 120ml,cerebroforte,333.3mg/ml,syrup
cerebroforte 800mg 30 f.c. tab.,cerebroforte,800mg,tab.
cerebrogen 1 mg 20 tab.,cerebrogen,1 mg,tab.
cerebrolysin 215.2mg/ml i.m./i.v. 10 amps (1ml),cerebrolysin,215.2mg/ml,amps
cerebrolysin 215.2mg/ml i.m./i.v. 5 amps (5ml),cerebrolysin,215.2mg/ml,amps
cerebromap 200 mg 30 caps.,cerebromap,200 mg,caps.
cerebronal 45 capsules,cerebronal,0,capsules
cerebroprove 100mg/ml oral soln. 30 ml,cerebroprove,100mg/ml,oral soln.
cerederm plaster 10*20cm 10 patches,cerederm,0,plaster
cerederm plaster 5*30cm 10 patches,cerederm,0,plaster
