original_name,drug_name,dose,form
ludagen 10 sachets,ludagen,0,sachets
ludiomil 10 mg 20 tab,ludiomil,10 mg,tab
ludiomil 25 mg 30 tab,ludiomil,25 mg,tab
ludiomil 75 mg 20 tab,ludiomil,75 mg,tab
ludnovir 0.5 mg 10 tabs.,ludnovir,0.5 mg,tabs
ludnovir 1 mg 10 tabs,ludnovir,1 mg,tabs
luftal 125 mg 10 chew tab,luftal,125 mg,tab
lufzy 30 tabs,lufzy,0,tabs
luivac 3 mg 14 tab.,luivac,3 mg,tab
luivac 3mg 14 tab,luivac,3mg,tab
lujy baby cream 50 gm,lujy baby,50 gm,cream
lumicasage cream 60 gm,lumicasage,60 gm,cream
lumiere hair cream 40 gm,lumiere hair,40 gm,cream
lumiere hair gel 100 gm,lumiere hair,100 gm,gel
lumiere hair lotion 100 ml,lumiere hair,100 ml,lotion
lumiere hair oil 100ml,lumiere hair,100ml,oil
lumiere hair solution 100 ml,lumiere hair,100 ml,solution
lumigan 0.03% eye drops 3 ml,lumigan,0.03%,eye drops
lumin advanced hair cream 120 gm,lumin advanced hair,120 gm,cream
lumin advanced hair shampoo 200 ml,lumin advanced hair,200 ml,shampoo
luminous cream 50 gm,luminous,50 gm,cream
luminous soap 100 gm,luminous,100 gm,soap
lumiprox 0.03% eye drops 5 ml,lumiprox,0.03%,eye drops
lumiprox plus ophth. soln. 3 ml,lumiprox plus,0,soln
luna baby bar soap 56 gm,luna baby,56 gm,soap
luna emollient cream 20 gm,luna emollient,20 gm,cream
luna pastiles 150 pastilles,luna,0,pastilles
luna sun block 36+ spf cream kids 55ml,luna sun block kids,0,cream
luna sun block 50+ spf cream 150ml,luna sun block,0,cream
lunal 10 sachets,lunal,0,sachets
lunaprist 24 mcg 20 caps.,lunaprist,24 mcg,caps
lunazole cream 20 gm,lunazole,20 gm,cream
lungitinib 150 mg 30 f.c. tabs.(n/a yet),lungitinib,150 mg,tabs
lungotropium 250mcg/1ml 20 unit dose vial nebulizer soln,lungotropium,250mcg/1ml,nebulizer soln
lungotropium 500mcg/2ml 20 unit dose vial nebulizer soln,lungotropium,500mcg/2ml,nebulizer soln
lunner cream 50 gm,lunner,50 gm,cream
lupron depot 11.25mg/2ml vial for i.m inj.,lupron depot,11.25mg/2ml,vial
lupron depot 22.5mg/2ml vial for i.m inj.,lupron depot,22.5mg/2ml,vial
lupron depot 3.75mg 1 vial,lupron depot,3.75mg,vial
lupron depot 3.75mg/2ml vial for i.m. inj.,lupron depot,3.75mg/2ml,vial
luprostam 8 mcg 20 caps.,luprostam,8 mcg,caps
lurant gel (for men) 20gm,lurant,20gm,gel
lusenplug syrup 125 ml,lusenplug,0,syrup
lusigen topical lotion 120 ml,lusigen topical,0,lotion
lustral 50 mg 10 f.c.tabs.,lustral,50 mg,tabs
lustral 50 mg 20 f.c.tabs.,lustral,50 mg,tabs
lusty joint 30 tabs,lusty joint,0,tabs
lusty massage gel 50 gm,lusty massage,50 gm,gel
lusty massage gel 75 gm,lusty massage,75 gm,gel
lutchi hair shampoo 200 ml,lutchi hair,200 ml,shampoo
