original_name,drug_name,dose,form
dextrose 5% (mottahedoon) i.v. inf. 500 ml,dextrose,5%,infusion
dextrose 5% (mup) i.v. inf. 500 ml,dextrose,5%,infusion
dextrose 5% (vacsera) i.v. inf. 500 ml (n/a),dextrose,5%,infusion
dextrose 50% (misr) i.v. inj. 20 amp.,dextrose,50%,injection
dextrose 50% (otsuka) i.v. inf. 25 ml,dextrose,50%,infusion
dextrose 50% (otsuka) i.v. inf. 500 ml,dextrose,50%,infusion
dg-care mouth wash 125 ml,dg-care,125 ml,mouth wash
dg-care mouth wash 220 ml,dg-care,220 ml,mouth wash
dg-care tooth paste 75 gm,dg-care,75 gm,tooth paste
dg-long tooth paste 80 gm,dg-long,80 gm,tooth paste
dg-wash clove mouth wash 125ml,dg-wash clove,125ml,mouth wash
dg-wash clove mouth wash 220ml,dg-wash clove,220ml,mouth wash
dg-wash fluoride mouth wash 125ml,dg-wash fluoride,125ml,mouth wash
dg-wash fluoride mouth wash 220ml,dg-wash fluoride,220ml,mouth wash
dg-wash menthol mouth wash 220ml,dg-wash menthol,220ml,mouth wash
dg-wash mouth wash menthol 125 ml,dg-wash menthol,125 ml,mouth wash
dha-500 mg 90 softgels (now),dha,500 mg,softgels
dhea 25 mg 100 tablets (illegal import),dhea,25 mg,tablets
dhea 50 mg 100 tablets (illegal import),dhea,50 mg,tablets
dhea body system blance 250mg 300 tab,dhea body system blance,250mg,tablet
di-ease 120ml syrup,di-ease,120ml,syrup
di-ease syrup 120ml,di-ease,120ml,syrup
dia ferrous 120 ml syrup,dia ferrous,120 ml,syrup
dia-furyl 100mg 20 caps.,dia-furyl,100mg,capsules
dia-furyl 200mg 10 caps.,dia-furyl,200mg,capsules
dia-furyl 220mg/5ml oral susp. 60 ml,dia-furyl,220mg/5ml,oral suspension
dia-tone cap,dia-tone,0,capsule
diaben 5mg 20 tab.,diaben,5mg,tablet
diabenor 1 mg 10 tabs.,diabenor,1 mg,tablets
diabenor 2 mg 30 tabs.,diabenor,2 mg,tablets
diabenor 3 mg 30 tabs.,diabenor,3 mg,tablets
diabetic support formula 60 caplets (illegal import),diabetic support formula,0,caplets
diabetin 15mg 30 tab.,diabetin,15mg,tablet
diabetin 30 mg 30 tabs.,diabetin,30 mg,tablets
diabetin 30mg 10 tab.,diabetin,30mg,tablet
diabetin plus 15/850mg 10 f.c.tab.,diabetin plus,15/850mg,tablet
diabetless 4mg 10 scored tab.,diabetless,4mg,tablet
diabeto 2 mg 20 tab.,diabeto,2 mg,tablet
diabetonorm 45mg 15 tab,diabetonorm,45mg,tablet
diabetonorm plus 500/15 mg 15 f.c. tabs,diabetonorm plus,500/15 mg,tablets
diabetonorm plus 850/15 mg 15 f.c. tabs,diabetonorm plus,850/15 mg,tablets
diabetron 40mg 20 tab.,diabetron,40mg,tablet
diabetron 80mg 20 tab.,diabetron,80mg,tablet
diabex 120 mg 10 f.c. tab.,diabex,120 mg,tablet
diabolka 30 tabs,diabolka,0,tablets
diabride 1mg 10 tab.,diabride,1mg,tablet
diabride 2mg 10 tab.,diabride,2mg,tablet
diabride 3mg 10 tab.,diabride,3mg,tablet
diabride 6 mg 10 tab.,diabride,6 mg,tablet
diabyl 80mg 20 tab.,diabyl,80mg,tablet
