original_name,drug_name,dose,form
laxomag 7.5% 125ml susp.,laxomag,7.5%,suspension
laxulose syrup 65% 200 ml,laxulose,65%,syrup
lc drops 5 ml,lc,5 ml,drops
lc flora 20 caps,lc flora,0,capsule
lc naturals for acne prone skin gel,lc naturals,0,gel
lc naturals hair ampoules 3 vials * 20 ml,lc naturals hair,20 ml,ampoule
lc naturals hair tonic spray,lc naturals hair tonic,0,spray
lca coloured sunblock cream 40 ml,lca coloured sunblock,0,cream
lca depigmenting cream 40 ml,lca depigmenting,0,cream
lca depigmenting mask 40 ml,lca depigmenting,0,mask
lca sunblock spf 50+ cream 40 ml,lca sunblock,50+ spf,cream
lca sunblock spf 50+ tinted cream 40 ml,lca sunblock tinted,50+ spf,cream
lca whitening milk 200 ml,lca whitening,0,milk
leader vac anti dandruff lotion 4 amp,leader vac anti dandruff,0,lotion
leaders care 120 ml solution,leaders care,0,solution
leaders care douche 240 ml,leaders care,0,douche
leafanosa sea water nasal spray 30 ml,leafanosa sea water,0,nasal spray
lean zone 20 tab,lean zone,0,tablet
lean zone 60 tab,lean zone,0,tablet
leanox body firming cream 120 gm,leanox body firming,0,cream
leanpro 500 gm,leanpro,0,powder
leapogen collagen+colostrum 10sachet,leapogen collagen+colostrum,0,sachet
lebactovo 500 mg 5 f.c.tabs.,lebactovo,500 mg,tablet
lec iron drops,lec iron,0,drops
leca 20 pieces,leca,0,0
lecardopa 275 mg 10 tabs,lecardopa,275 mg,tablet
lecital 40mg 30 f.c.tablets,lecital,40 mg,tablet
lecithin plus 1200 mg 20 cap,lecithin plus,1200 mg,capsule
led.g 30 tabs,led.g,0,tablet
ledeno skryt cream 50 gm,ledeno skryt,0,cream
lederium 30 gm cream,lederium,0,cream
ledisbuvir 90/400 mg 28 tabs.,ledisbuvir,90/400 mg,tablet
ledo mix 120ml syrup,ledo mix,0,syrup
lee-flox 0.5% eye drops 5 ml,lee-flox,0.5%,eye drops
lee-flox 250mg 5 tab.,lee-flox,250 mg,tablet
lee-flox 500mg 5 f.c tab,lee-flox,500 mg,tablet
lee-flox 750mg 7 f.c.tab.,lee-flox,750 mg,tablet
leflumine 100 mg 3 tabs.,leflumine,100 mg,tablet
leflumine 100mg 3 tabs.,leflumine,100 mg,tablet
leflumine 20mg 10 tabs.,leflumine,20 mg,tablet
legalex 70mg 40 tab.,legalex,70 mg,tablet
legalon 140mg 30 caps.,legalon,140 mg,capsule
legalon 70mg 40 tab.,legalon,70 mg,tablet
legando preg 30 film coated tablets,legando preg,0,tablet
leil,leil,0,0
lejam 60mg 4 tabs,lejam,60 mg,tablet
lelafree 10mg 30 tab.,lelafree,10 mg,tablet
lelafree 20mg 30 tab.,lelafree,20 mg,tablet
lelipel 10 mg 20 f.c. tablets,lelipel,10 mg,tablet
lelipel 10 mg 30 f.c. tablets,lelipel,10 mg,tablet
