original_name,drug_name,dose,form
plasbumin 20% i.v.infusion 50ml,plasbumin,20%,i.v.infusion 50ml
plasmos 75/75mg 10 f.c. tabs,plasmos,75/75mg,tabs
plastrid cream 60 gram,plastrid,0,cream 60 gram
platen cream 50 ml,platen,0,cream 50 ml
platenor 75mg 30 tab.,platenor,75mg,tab
platina mouth wash 200 ml,platina,0,mouth wash 200 ml
platinum hydrowhey 1.59 kg,platinum hydrowhey,0,0
platosin 0.5mg/ml vial,platosin,0.5mg/ml,vial
plavedamol 75mg 60 f.c. tabs,plavedamol,75mg,tabs
plavicard 75mg 30 f.c. tab,plavicard,75mg,tab
plavictonal 75mg 20 f.c. tab.,plavictonal,75mg,tab
plavix 300mg 30 film coated tab,plavix,300mg,tab
plavix 75 mg 28 f.c.tabs.,plavix,75 mg,tabs
plegica 1% eye drops 10 ml,plegica,1%,eye drops 10 ml
plemazol 0.1% oral drops 20 ml(n/a),plemazol,0.1%,oral drops 20 ml
plemazol 10mg 20 tab.,plemazol,10mg,tab
plemazol 10mg/2ml 5 amp.,plemazol,10mg/2ml,amp
plendil 10mg 30 prolonged release f.c. tab.,plendil,10mg,tab
plendil 2.5mg 30 prolonged release f.c. tab.,plendil,2.5mg,tab
plendil 5mg 30 prolonged release f.c. tab.,plendil,5mg,tab
plentopine 10mg m.r. 10 f.c.tab.,plentopine,10mg,tab
plentopine 2.5 mg m.r. 10 f.c.tab.,plentopine,2.5 mg,tab
plentopine 5mg m.r. 10 f.c. tabs.,plentopine,5mg,tabs
plesen cream 50 ml,plesen,0,cream 50 ml
pletaal 100mg 20 tab.,pletaal,100mg,tab
pletaal 50mg 20 tab.,pletaal,50mg,tab
plfamtin 10 chewble tab.,plfamtin,0,chewble tab
ploref 1% cream 30 gm,ploref,1%,cream 30 gm
plucefox 1 gm i.m./i.v. vial,plucefox,1 gm,i.m./i.v. vial
plucefox 2 gm i.m./i.v. vial,plucefox,2 gm,i.m./i.v. vial
plutial gel 60 gm,plutial,0,gel 60 gm
plutochib syrup,plutochib,0,syrup
pneumo 23 (25mcg/0.5ml) vaccine s.c/ i.m inj.,pneumo 23,25mcg/0.5ml,vaccine s.c/ i.m inj
pneumovax-23 25mcg/0.5ml pref. syringe,pneumovax-23,25mcg/0.5ml,pref. syringe
podacef 100mg 10 f.c.tab.,podacef,100mg,tab
podacef 100mg/5ml susp. 60ml,podacef,100mg/5ml,susp. 60ml
podacef 200mg 10 f.c. tab.,podacef,200mg,tab
podacef 40mg/5ml susp. 60ml,podacef,40mg/5ml,susp. 60ml
podmir 100mg 10 sachets,podmir,100mg,sachets
pofol 10mg/ml (20ml) 5 amp. for i.v. inj. or inf.,pofol,10mg/ml,amp. i.v. inj. or inf.
pofol 10mg/ml (50ml) vial for i.v. inj. or inf.,pofol,10mg/ml,vial i.v. inj. or inf.
polaprim eye drops 10 ml,polaprim,0,eye drops 10 ml
polar frost cold gel 150 ml,polar frost cold,0,gel 150 ml
polar frost cold roll-on 75 ml,polar frost cold,0,roll-on 75 ml
polar frost cold spray 220 ml,polar frost cold,0,spray 220 ml
polivy 140 mg pd. for inf. vial,polivy,140 mg,pd. vial
pollen forte 20 capsules,pollen forte,0,capsules
pollen forte suspension 120 ml,pollen forte,0,suspension 120 ml
pollen life granularities,pollen life,0,granularities
poly-b-bion 3 amp. for i.m inj. 3ml,poly-b-bion,0,amp. i.m inj. 3ml
