original_name,drug_name,dose,form
flagimide 1bottle susp. for children,flagimide,0,suspension
flagimide 20 tab,flagimide,0,tablet
flagimide 20 tab.,flagimide,0,tablet
flagimide susp for children,flagimide,0,suspension
flagoshown 20mg 5 tabs,flagoshown,20mg,tablets
flagyl 0.5% i.v. infusion,flagyl,0.5%,infusion
flagyl 125mg/5ml 100 ml suspension,flagyl,125mg/5ml,suspension
flagyl 250mg 20 tablets,flagyl,250mg,tablets
flagyl 500mg 10 vaginal ovules (n/a),flagyl,500mg,ovules
flagyl 500mg 20 tab.,flagyl,500mg,tablet
flagymcin ds 10 tab,flagymcin ds,0,tablet
flagymycin 20 f.c.tab,flagymycin,0,tablet
flagymycin ds 10 f.c.tab,flagymycin ds,0,tablet
flamibru 75mg 20 caps.,flamibru,75mg,capsules
flamidose 75 mg 30 caps.,flamidose,75 mg,capsules
flamifast 50mg 30 orally disintegrating tabs.,flamifast,50mg,tablets
flamigel hydroactive colloid gel 50 gm,flamigel hydroactive colloid,0,gel
flaminal forte enzyme alginogel gel 30 gm,flaminal forte enzyme alginogel,0,gel
flaminal hydro enzyme alginogel gel 30 gm,flaminal hydro enzyme alginogel,0,gel
flamofenac 0.09% eye drops 5 ml,flamofenac,0.09%,drops
flamogen 30 enteric coated tabs.,flamogen,0,tablets
flamoguard xr 150mg 10 extended release caps.,flamoguard xr,150mg,capsules
flamotal 10% topical cream 20 gm,flamotal,10%,cream
flamotal 300mg 5 supp.,flamotal,300mg,suppositories
flamotal 400 mg 30 f.c.tabs.,flamotal,400 mg,tablets
flamotal 5% topical gel 20 gm,flamotal,5%,gel
flamotal 500 mg 6 supp.,flamotal,500 mg,suppositories
flamotal 600 mg 20 f.c.tabs.,flamotal,600 mg,tablets
flamotal 800 mg 10 tabs.,flamotal,800 mg,tablets
flamoush cream 50 gm,flamoush,0,cream
flare day cream spf 30+ 60 gm,flare day cream spf 30+,0,cream
flare night cream 60 gm,flare night cream,0,cream
flare skin serum 40ml,flare skin,0,serum
flash act 50mg 9 sachets,flash act,50mg,sachets
flatidyl 30% oral drops 10 ml,flatidyl,30%,drops
flatidyl 40mg 30 chewable tabs,flatidyl,40mg,tablets
flatrolam 220mg/5ml susp. 100ml,flatrolam,220mg/5ml,suspension
flattering whitening cream 50 gm,flattering whitening,0,cream
flavicef 100mg/5ml pd. for oral susp. 30ml,flavicef,100mg/5ml,suspension
flavicef 100mg/5ml pd. for oral susp. 60ml,flavicef,100mg/5ml,suspension
flax seed oil 1000 mg 20 cap,flax seed oil,1000 mg,capsule
flax seed oil 20 capsules,flax seed oil,0,capsules
flaxin 20 cap,flaxin,0,capsule
flazacor 30 mg 10 tabs.,flazacor,30 mg,tablets
flazacor 6 mg 10 tabs.,flazacor,6 mg,tablets
flazol 500mg/100ml i.v. infusion,flazol,500mg/100ml,infusion
flebocortid 500mg 2 ml 3 amp,flebocortid,500mg,ampoules
fleboton 3 i.m. amps.,fleboton,0,ampoules
flector 1% topical gel 25 gm,flector,1%,gel
flector 50mg 30 caps,flector,50mg,capsules
