original_name,drug_name,dose,form
averothiazide 10/40/12.5mg 30 f.c. tabs.,averothiazide,10/40/12.5mg,tabs
averothiazide 5/20/12.5mg 30 f.c. tabs,averothiazide,5/20/12.5mg,tabs
averothiazide 5/40/12.5mg 30 f.c. tablets,averothiazide,5/40/12.5mg,tablets
averothiazide 5/40/25mg 30 f.c. tabs.,averothiazide,5/40/25mg,tabs
averozolid 100mg/5ml susp. 150ml,averozolid,100mg/5ml,susp.
averozolid 100mg/5ml susp. 60 ml,averozolid,100mg/5ml,susp.
averozolid 200mg/100ml i.v. infusion 300 ml,averozolid,200mg/100ml,i.v. infusion
averozolid 600mg 10 f.c.tablets,averozolid,600mg,tablets
avertol facial wash 200 ml,avertol facial wash,0,wash
avetrix gel 100 gm,avetrix,0,gel
avical 24 tabs.,avical,0,tabs.
avichest 2% 100ml syrup for children & infants,avichest,2%,syrup
avichest 375 mg 20 caps.,avichest,375mg,caps.
avichest 5% syrup for adult 100ml,avichest,5%,syrup
avil 45.5mg/2ml 6 i.m. amps,avil,45.5mg/2ml,amps
avilac 10 sachets,avilac,0,sachets
avinox spray oral spray 60 ml,avinox,0,spray
avionol 4 mg 10 extended rel. tabs.,avionol,4mg,tabs.
avionol 8 mg 10 extended rel. tabs.,avionol,8mg,tabs.
avipect syrup 100 ml,avipect,0,syrup
avipiravir 200 mg 40 f.c.tabs.,avipiravir,200mg,tabs.
aviron 24 tabs.,aviron,0,tabs.
avirox cream 30 gm,avirox,0,cream
avivapril 10/12.5 mg 28 tabs.,avivapril,10/12.5mg,tabs.
avivapril 5 / 12.5 mg 21 tabs.,avivapril,5/12.5mg,tabs.
avivator 10/10 mg 21 f.c. tab.,avivator,10/10mg,tab.
avivator 5/10 mg 21 f.c. tab.,avivator,5/10mg,tab.
avivavasc 10/160mg 28 f.c. tab.,avivavasc,10/160mg,tab.
avivavasc 5/160mg 28 f.c. tab.,avivavasc,5/160mg,tab.
avocado with vitamin e 10 cap,avocado with vitamin e,0,cap
avocado with vitamin e 30 cap,avocado with vitamin e,0,cap
avocapi 10 caps,avocapi,0,caps
avodart 0.5mg 30 caps,avodart,0.5mg,caps
avonex 30 mcg (6miu) 4 syringes,avonex,30mcg,syringes
avorexal 30 caps.,avorexal,0,caps.
avoscaldine 300mg 20 soft gelatin caps,avoscaldine,300mg,soft gelatin caps
avosoya 30 capsules,avosoya,0,capsules
awadicipro 500 mg 10 f.c. tabs.,awadicipro,500mg,tabs.
awadilevo 500 mg 10tabs,awadilevo,500mg,tabs
awadist 1000 mg 20 f.c. tabs.,awadist,1000mg,tabs.
awadist cold & flu 20 f.c. tabs.,awadist cold & flu,0,tabs.
awadist cold & flu day 20 f.c. tabs.,awadist cold & flu day,0,tabs.
awadist joint 665mg 20 tabs,awadist joint,665mg,tabs
awadist migraine 20 f.c. tabs.,awadist migraine,0,tabs.
awadist plus 20 f.c. tabs.,awadist plus,0,tabs.
awadist relax 20 f.c. tabs.,awadist relax,0,tabs.
awadist woman 20 f.c. tabs.,awadist woman,0,tabs.
awazi 600 mg 10 f.c.tabs,awazi,600mg,tabs
axal massage balm 25 gm,axal massage balm,0,balm
axal massage oil 10 ml,axal massage oil,0,oil
