original_name,drug_name,dose,form
kativarox 50 mg vial,kativarox,50 mg,vial
katrex 0.8% syrup 15 ml,katrex,0.8%,syrup
katrex 40mg 10*3 tab,katrex,40 mg,tab
katro cream 40 gm,katro,40 gm,cream
kava 150mg 12 caps.,kava,150 mg,caps
kaveda oral drops 30ml,kaveda,30 ml,drops
kavinol120 ml syrup,kavinol,120 ml,syrup
kayan d 400 iu per drop 10 ml,kayan d,400 iu,0
kd intra-articular gel 1% 2ml prefilled syringe,kd intra-articular,1%,syringe
kd intra-articular gel 2.2% 2ml prefilled syringe,kd intra-articular,2.2%,syringe
kd intra-articular gel 2.5% 3ml prefilled syringe,kd intra-articular,2.5%,syringe
kd intra-articular gel 2.5% 4.8 ml ultra one,kd intra-articular,2.5%,gel
keepaco plus whitening cream 40 gm,keepaco plus whitening,40 gm,cream
keepaco whitening cream 60 gm,keepaco whitening,60 gm,cream
keepquet 25mg 10 f.c. tab.,keepquet,25 mg,tab
kefadim 1 gm vial,kefadim,1 gm,vial
kefadim 500mg vial,kefadim,500 mg,vial
kefentech 30mg 7 plaster sheet.,kefentech,30 mg,plaster sheet
keflex 1gm 16 tabs.,keflex,1 gm,tab
keflex 250mg 12 cap.,keflex,250 mg,cap
keflex 250mg/5ml pd. for oral susp.60ml,keflex,250 mg/5 ml,susp
keflex 500mg 12 cap,keflex,500 mg,cap
keiran 500mg/10ml vial,keiran,500 mg/10 ml,vial
kelatop cream 50 gm,kelatop,50 gm,cream
kelfer 500 mg 50 caps.,kelfer,500 mg,caps
kellagon 10 eff. sachets,kellagon,0,sachets
kellagon 20mg 20 caps,kellagon,20 mg,caps
kelo-cote scar gel uv 6 gm,kelo-cote scar,6 gm,gel
kem calcium 30 chewable pieces,kem calcium,0,pieces
kemagel amorphous sterile healing gel 15 gm,kemagel amorphous,15 gm,gel
kemagel amorphous sterile healing gel 30 gm,kemagel amorphous,30 gm,gel
kemagel silicone dispenser 15 ml,kemagel silicone,15 ml,dispenser
kemagel silicone gel 15 gm,kemagel silicone,15 gm,gel
kemagel silicone gel 30 gm,kemagel silicone,30 gm,gel
kemagra 100 mg 4 f.c. tab.,kemagra,100 mg,tab
kemagra 100 mg 8 chew. tabs.,kemagra,100 mg,tab
kemicilaz 1 mg 10 f.c. tabs.,kemicilaz,1 mg,tab
kemicilaz 2.5 mg 10 f.c. tabs.,kemicilaz,2.5 mg,tab
kemicilaz 5 mg 10 f.c. tabs.,kemicilaz,5 mg,tab
kemifib 300mg 20 cap.,kemifib,300 mg,cap
kemifib 300mg 20tab,kemifib,300 mg,tab
kemiforge 10/160mg 20 f.c. tab.,kemiforge,10/160 mg,tab
kemiforge 10/320mg 20 f.c. tab.,kemiforge,10/320 mg,tab
kemiforge 5/160mg 20 f.c. tab.,kemiforge,5/160 mg,tab
kemiforge 5/320mg 20 f.c. tab.,kemiforge,5/320 mg,tab
kemiphedrine 30mg/ml 10 i.m./s.c./i.v. amp.,kemiphedrine,30 mg/ml,amp
kemirica 100mg 30 caps.,kemirica,100 mg,caps
kemirica 150mg 30 caps.,kemirica,150 mg,caps
kemirica 200mg 30 caps.,kemirica,200 mg,caps
kemirica 25mg 30 caps.,kemirica,25 mg,caps
