original_name,drug_name,dose,form
vit-c plus 10 tab,vit-c plus,0,tab
vit. b12 depot 1000 mcg 25 amp,vit b12 depot,1000mcg,amp
vita d cell 400iu oral drops 15ml,vita d cell,400iu,oral drops
vita hair 60 tab,vita hair,0,tab
vita hair lotion 120 ml,vita hair,0,lotion
vita juice syrup 120 ml,vita juice,0,syrup
vita pan 120 ml syrup,vita pan,0,syrup
vita plus zinc 20 cap,vita plus zinc,0,cap
vita plus zinc 20 caps,vita plus zinc,0,caps
vita poly oral drops. 30 ml,vita poly,0,oral drops
vita robo vit 30 tab,vita robo vit,0,tab
vita vigor bio yeast 30 tab,vita vigor bio yeast,0,tab
vita vigor calcium-600-20tab,vita vigor calcium,600mg,tab
vita vigor century 2000 12 tab,vita vigor century 2000,0,tab
vita vigor chromium 20 cap 200 gm,vita vigor chromium,0,cap
vita vigor easter c 500mg 12 tab,vita vigor easter c,500mg,tab
vita vigor super anti-oxide,vita vigor super anti-oxide,0,0
vita- 5- 10 cap,vita 5,0,cap
vita- c plus propolis zinc 10 caps,vita- c plus propolis zinc,0,caps
vita- plus zinc 30 cap,vita- plus zinc,0,cap
vita-3 3 double amp.,vita,3mg,double amp
vita-5 lmco 15cap,vita-5 lmco,0,cap
vita-guard 10 caps.,vita-guard,0,caps
vita-power 10 cap,vita-power,0,cap
vita-seas syrup 120 ml,vita-seas,0,syrup
vita-vigor (brewers yeast) 30 cap,vita-vigor (brewers yeast),0,cap
vita-vigor amino acid complex,vita-vigor amino acid complex,0,0
vita-vigor chromium picolinate 200mg 30 cap,vita-vigor chromium picolinate,200mg,cap
vita-vigor super anti oxidant 30 cap,vita-vigor super anti oxidant,0,cap
vita-vigor(calcium600/vitamin d2)30 tab,vita-vigor (calcium/vitamin d2),600mg,tab
vitabalm skin moisturiser,vitabalm skin moisturiser,0,0
vitabella fortified liquid chocolate 200 gm,vitabella fortified liquid chocolate,0,0
vitabella fortified liquid chocolate 350 gm,vitabella fortified liquid chocolate,0,0
vitacal 120ml syrup,vitacal,0,syrup
vitacal c 10/effer sachet,vitacal c,0,effer sachet
vitacal forte .12 tab .(eff),vitacal forte,0,tab
vitacal syrup 120ml,vitacal,0,syrup
vitacare advanced omega + dha 60 gummies,vitacare advanced omega + dha,0,gummies
vitacare advanced probiotic 60 cap,vitacare advanced probiotic,0,cap
vitacare advanced vitamin c 90 gummies,vitacare advanced vitamin c,0,gummies
vitacare green coffee 800mg complex 60 cap,vitacare green coffee complex,800mg,cap
vitacare turmeric curcumin 1000 mg 60 cap,vitacare turmeric curcumin,1000mg,cap
vitacare vitamin d3 10000 iu 90 soft gel,vitacare vitamin d3,10000iu,soft gel
vitaced vitamin c 1000 mg 20 eff. tabs.,vitaced vitamin c,1000mg,eff tabs
vitacid b complex 20 tabs.,vitacid b complex,0,tabs
vitacid c 1000mg 12 eff. gran. in sachets,vitacid c,1000mg,eff gran in sachets
vitacid c 1gm 12 eff. tab.,vitacid c,1gm,eff tab
vitacid c 500mg 12 eff. gran. in sachets,vitacid c,500mg,eff gran in sachets
vitacid c plus 12 eff tablet,vitacid c plus,0,eff tablet
vitacid calcium 12 eff. tab.,vitacid calcium,0,eff tab
