original_name,drug_name,dose,form
pentasa 500mg 100 slow release tab,pentasa,500mg,tab
pentasa xtend 2 gm 60 sachets,pentasa xtend,2gm,sachets
pentastatin 10 mg 28 f.c. tabs.,pentastatin,10mg,tabs
pentastatin 20 mg 28 f.c. tabs.,pentastatin,20mg,tabs
pentastatin 5 mg 20 f.c. tabs.,pentastatin,5mg,tabs
pentatrox 1 gm i.m./i.v./inf. vial,pentatrox,1gm,vial
pentaviton 30 f.c. tab.,pentaviton,30mg,tab
pentaxim vaccine 0.5ml,pentaxim,0.5ml,vaccine
pentolate 1% eye drops 10 ml,pentolate,1%,eye drops
pentolegic 1% eye drops 30*0.5 ml sdu,pentolegic,1%,eye drops
pentotitis 100 mg 30 h.g. caps.,pentotitis,100mg,caps
pentox 400mg sr 10 f.c.tab,pentox,400mg,tab
pentox 600mg sr 10 f.c.tab,pentox,600mg,tab
pentoxal 100mg/5ml amp.,pentoxal,100mg/5ml,amp
peopo-otic ear dps 15 ml,peopo-otic,0,ear dps
peopo-otic ear drops 15 ml,peopo-otic,0,ear drops
peopobruf 500 mg 20 tabs.,peopobruf,500mg,tabs
peopobruf 50mg/1.25ml oral drops. 15 ml,peopobruf,50mg/1.25ml,oral drops
peopodak 1200 mg 1 vaginal ovule,peopodak,1200mg,vaginal ovule
peopodak 2% vaginal cream 40 gm,peopodak,2%,vaginal cream
peopodak 400mg 3 vag. ovule,peopodak,400mg,ovule
peopospan 0.7gm/100ml syrup 100ml,peopospan,0.7gm/100ml,syrup
pepermint herbs tea 10 pack,pepermint,0,herbs tea
pepfiz 16 eff. tab.,pepfiz,16mg,tab
pepfiz 16 tab (eff),pepfiz,16mg,tab
pepon 30 caps,pepon,30mg,caps
pepon plus 20 caps,pepon plus,20mg,caps
peppermint isis 12 bags,peppermint isis,0,bags
pepriclo mouth spray 50 ml,pepriclo,0,mouth spray
peptamen ace milk 430 gm,peptamen ace,430gm,milk
peptamen junior milk 400 gm,peptamen junior,400gm,milk
peptamen milk 400 gm,peptamen,400gm,milk
peptazol 30mg 14 caps.,peptazol,30mg,caps
peptec 20mg 30 tab.,peptec,20mg,tab
peptec 40mg 10 tab.,peptec,40mg,tab
peptic care 14 enteric coated tab,peptic care,14mg,tab
peptic care 28 enteric coated tab,peptic care,28mg,tab
pepticate milk 400 gm,pepticate,400gm,milk
peptifix 30 chew. tabs.,peptifix,30mg,tabs
peptofam 10mg 20 chewable tab.,peptofam,10mg,tab
peptofam10 mg 10 tab,peptofam,10mg,tab
peptolanz 30mg 14 caps.,peptolanz,30mg,caps
peptoloc 40mg 14 tab.,peptoloc,40mg,tab
peptoloc 40mg 7 tab.,peptoloc,40mg,tab
pepzol 20 mg mr 14 cap,pepzol,20mg,cap
pepzol 40mg 14 caps,pepzol,40mg,caps
pepzol 40mg 7 caps,pepzol,40mg,caps
per lavy vaginal wash 200 ml,per lavy,0,vaginal wash
peracef 0.05 gm- vials,peracef,0.05gm,vials
peracef 1 gm vial,peracef,1gm,vial
