original_name,drug_name,dose,form
trina massage gel 100 gm,trina massage,100 gm,gel
trinordiol 21 tab,trinordiol,0,tab
trinovume 500mg 10 f.c. tabs.,trinovume,500mg,tabs
trinovume 750mg 10 f.c. tab.,trinovume,750mg,tab
trinutrex 20 caps.,trinutrex,0,caps
trinutrex 30 caps.,trinutrex,0,caps
trio-clar 42 cap,trio-clar,0,cap
triocept 21 tablets 6 strips,triocept,0,tablets
triochond 30 tablets,triochond,0,tablets
triocobavit 30 caps.,triocobavit,0,caps
trioglobinal 30 tabs.,trioglobinal,0,tabs
triple (s) ginseng 10 amp,triple (s) ginseng,0,amp
triple aqua topical spray 50 ml,triple aqua topical,50 ml,spray
triple care top. cream 15 gm,triple care top.,15 gm,cream
triple omega 3-6-9 60 softgels (illegal import),triple omega 3-6-9,0,softgels
triple omega 3-6-9 with borage oil 120 softgels,triple omega 3-6-9 with borage oil,0,softgels
triplixam 10/2.5/10mg 15 f.c. tabs.,triplixam,10/2.5/10mg,tabs
triplixam 10/2.5/5mg 15 f.c.tabs.,triplixam,10/2.5/5mg,tabs
triplixam 5/1.25/5mg 15 f.c. tabs,triplixam,5/1.25/5mg,tabs
triplo hair lotion 100 ml,triplo hair,100 ml,lotion
triprime 100mg 20 cap,triprime,100mg,cap
triprime forte 300mg 16 cap,triprime forte,300mg,cap
triptagrain 12.5mg 2 f.c. tab,triptagrain,12.5mg,tab
triptofem 0.1mg/ml 6 prefilled syringe,triptofem,0.1mg/ml,prefilled syringe
trisequens ( novo ) 28 tab,trisequens ( novo ),0,tab
trisolvin 10 soft gelatin caps.,trisolvin,0,soft gelatin caps
tristarshow 200 ml syrup,tristarshow,200 ml,syrup
tristreanght 30 caps.,tristreanght,0,caps
tritace 1.25mg 14 tab,tritace,1.25mg,tab
tritace 2.5mg 14 tab,tritace,2.5mg,tab
tritace 5mg 14 tab,tritace,5mg,tab
tritace comp 5/25mg 14 tab,tritace comp,5/25mg,tab
tritace comp ls 2.5/12.5mg 14 tab,tritace comp ls,2.5/12.5mg,tab
tritace max 10/25mg 10 tab,tritace max,10/25mg,tab
tritace protect 10mg 20 tab,tritace protect,10mg,tab
tritanrix-hb vial i.m. injection,tritanrix-hb,0,vial i.m. injection
tritone 100mg 30 tab,tritone,100mg,tab
tritone 200mg 30 tab,tritone,200mg,tab
tritone 4.8mg/ml susp. 125ml,tritone,4.8mg/ml,susp
tritone 50mg/5ml i.v./i.m. 5 amp.,tritone,50mg/5ml,amp
tritospot cream 15 gm,tritospot,15 gm,cream
tritospot cream 30 gm,tritospot,30 gm,cream
tritron 24 chew. pieces,tritron,0,chew. pieces
tritron plus 30 caps.,tritron plus,0,caps
trittico 100mg 20 tab.,trittico,100mg,tab
trittico 50 mg 20 tabs.,trittico,50 mg,tabs
trivarol 20 tab.,trivarol,0,tab
trivarol 6 amp.,trivarol,0,amp
trivastal 20mg 30 sugar coated tab.,trivastal,20mg,sugar coated tab
trivastal retard 50mg 30 tab.,trivastal retard,50mg,tab
