original_name,drug_name,dose,form
fostimon 75 i.u. i.m./s.c. vial,fostimon,75 i.u.,vial
fostino 2% topical gel 15 gm,fostino,2%,gel
fostinocort topical cream 20 gm,fostinocort,20 gm,cream
foton 20 tabs.,foton,20 tabs,tabs
four lite lightening cream 50 gm,four lite lightening,50 gm,cream
four lite lightening lotion 50+ spf 100 gm,four lite lightening,100 gm,lotion
four mix syrup 120 ml,four mix,120 ml,syrup
four vent syrup 125ml,four vent,125 ml,syrup
fourbrand gel 30gm,fourbrand,30 gm,gel
foxime 1 gm i.m. vial,foxime,1 gm,vial
foxime 1 gm i.v. vial,foxime,1 gm,vial
foxime 500mg i.m./i.v.vial,foxime,500 mg,vial
fpi-zinc 50 mg 30 caps.,fpi-zinc,50 mg,caps
fractelia massage gel 50 gm,fractelia massage,50 gm,gel
fractin 20 caps,fractin,20 caps,caps
fragmin 2500 iu 1 syring .2 ml,fragmin,2500 iu,syringe
fragmin 2500i.u./0.2ml 10 prefilled syringe,fragmin,2500 i.u./0.2ml,prefilled syringe
fragmin 5000 i.u./0.2 ml 10 prefilled syringe,fragmin,5000 i.u./0.2 ml,prefilled syringe
fragmin 5000 iu 1 syring .2 ml,fragmin,5000 iu,syringe
frakidex 5 ml eye drops,frakidex,5 ml,eye drops
france lait 1 milk 400 gm (army),france lait 1,400 gm,milk
france lait 1 premium milk 400 gm,france lait 1 premium,400 gm,milk
france lait 1 to 3 milk 400 gm,france lait 1 to 3,400 gm,milk
france lait 2 confort milk 400 gm,france lait 2 confort,400 gm,milk
france lait 2 milk 400 gm,france lait 2,400 gm,milk
france lait 2 milk 400 gm (army),france lait 2,400 gm,milk
france lait 2 premium milk 400 gm,france lait 2 premium,400 gm,milk
france lait 3 milk,france lait 3,0,milk
france lait ar milk 400 gm,france lait ar,400 gm,milk
france lait lf milk 400 gm,france lait lf,400 gm,milk
france lait pre milk 400 gm,france lait pre,400 gm,milk
fraxel cream 60 gm,fraxel,60 gm,cream
fraxiparine 0.3 ml 2 prefilled syringe,fraxiparine,0.3 ml,prefilled syringe
fraxiparine 0.3% 2 pre. disposable syringe,fraxiparine,0.3%,disposable syringe
fraxiparine 0.6 ml 10 prefilled syringe,fraxiparine,0.6 ml,prefilled syringe
fraxiparine 0.8 ml 2 prefilled syringe,fraxiparine,0.8 ml,prefilled syringe
fraxiparine 0.8% 0.3 ml- 2 pre. disp.syr,fraxiparine,0.3 ml,disposable syringe
fredoline cough 120ml syrup,fredoline cough,120 ml,syrup
free baby syrup 120 ml,free baby,120 ml,syrup
free care sugar 10 sachets,free care sugar,10 sachets,sachets
free care sugar 50 sachets,free care sugar,50 sachets,sachets
free nose cleaning kit,free nose cleaning,0,kit
free nose nasal spray 30 ml (0-6 years),free nose,30 ml,nasal spray
free nose nasal spray 30 ml (6+ years),free nose,30 ml,nasal spray
free nose propolis nasal spray (+1 year) 20 ml,free nose propolis,20 ml,nasal spray
free nose propolis nasal spray (+12 year) 20 ml,free nose propolis,20 ml,nasal spray
free syrup 120 ml,free,120 ml,syrup
free trust cream 75 gm,free trust,75 gm,cream
free vit 20 tabs,free vit,20 tabs,tabs
freefem washable gel 250 ml,freefem washable,250 ml,gel
