original_name,drug_name,dose,form
amrizole 125mg/5ml susp. 120 ml,amrizole,125 mg/5 ml,suspension
amrizole 1gm 5 rectal supp,amrizole,1 gm,suppository
amrizole 250mg 20 tab,amrizole,250 mg,tablet
amrizole 500 mg 20 tabs.,amrizole,500 mg,tablet
amrizole 500mg 5 vaginal supp.,amrizole,500 mg,suppository
amrizole 500mg vial 100 ml,amrizole,500 mg,vial
amrizole-n 5 vag. supp,amrizole-n,Null,suppository
amthrost 125mg/5ml susp. 60ml,amthrost,125 mg/5 ml,suspension
amthrost 250 mg 10 f.c. tab.,amthrost,250 mg,tablet
amthrost 250mg/5ml susp. 60ml,amthrost,250 mg/5 ml,suspension
amvasc 10mg 30 caps.,amvasc,10 mg,capsule
amvasc 5mg 30 capsules,amvasc,5 mg,capsule
amypapine 30 chew. tabs.,amypapine,Null,tablet
an - epa - 9- 30 cap,an - epa - 9-,Null,capsule
anabol 1000 tablets,anabol,Null,tablet
anabolic activator 59.2 ml,anabolic activator,59.2 ml,Null
anabrammune 75 mg 10 tabs.(n/a yet),anabrammune,75 mg,tablet
anadar 30 softgel caps.,anadar,Null,capsule
anadar 60 softgel caps.,anadar,Null,capsule
anaforten anti-dandruff shampoo 200 ml,anaforten anti-dandruff,200 ml,shampoo
anaforten hair lotion spray 120 ml,anaforten hair,120 ml,lotion spray
anaforten hair mask 300 gm,anaforten hair,300 gm,mask
anaforten hair serum 120 ml,anaforten hair,120 ml,serum
anaforten hair shampoo 200 ml,anaforten hair,200 ml,shampoo
anafronil 25mg 30 tab.,anafronil,25 mg,tablet
anafronil sr 75mg 20 f.c.tab.,anafronil sr,75 mg,tablet
anagen hair lotion spray 120 ml,anagen hair,120 ml,lotion spray
anahal 100% inhalation solution 100 ml,anahal,100 %,solution
anahal 100% inhalation solution 250 ml,anahal,100 %,solution
analfan 200 mg 20 tab,analfan,200 mg,tablet
analgex oblong 500 mg 20x10 f.c. tabs.,analgex oblong,500 mg,tablet
analgex oblong 500mg 200 f.c. tab.,analgex oblong,500 mg,tablet
analgin 500mg 10 tab.,analgin,500 mg,tablet
analgin el nasr 500mg 10 tab,analgin el nasr,500 mg,tablet
analgin el nasr 500mg 200 tab,analgin el nasr,500 mg,tablet
analgin syrup 100 ml,analgin,100 ml,syrup
analgiprof 400 mg 25 sachets,analgiprof,400 mg,sachet
anallerge 2mg/5ml syrup 100 ml,anallerge,2 mg/5 ml,syrup
anallerge 4 mg 60 tab.,anallerge,4 mg,tablet
anandron 50mg 15 tab.,anandron,50 mg,tablet
anandron 50mg 90 tab.,anandron,50 mg,tablet
anapental 500mg i.v. 1 vial,anapental,500 mg,vial
anaplate 75mg 20 sugar coated tab.,anaplate,75 mg,tablet
anapramine 25 mg 30 f.c.tab,anapramine,25 mg,tablet
anapramine 50 mg 30 f.c.tab,anapramine,50 mg,tablet
anapramine s.r. 75mg 20 f.c.tab,anapramine s.r.,75 mg,tablet
anarcol 50mg 30 f.c. tab.,anarcol,50 mg,tablet
anarky cream 50 gm,anarky,50 gm,cream
anaseziago cream 30 gm,anaseziago,30 gm,cream
anastrodex 1 mg 30 f.c. tab,anastrodex,1 mg,tablet
