original_name,drug_name,dose,form
swed active- man- 40 tab,swed active- man-,40 mg,tab
swed hair & skin 40 tab,swed hair & skin,40 mg,tab
sweela 100 mg 10 sachet,sweela,100 mg,sachet
sweela 100 mg 15 sachet,sweela,100 mg,sachet
sweetal 100 tab sugar,sweetal sugar,100 mg,tab
sweetal 1g*100 sachets,sweetal,1 g,sachets
sweetal 1g*25 sachets,sweetal,1 g,sachets
sweetal 1g*300 sachets,sweetal,1 g,sachets
sweetal 1g*60 sachets,sweetal,1 g,sachets
sweetal 1g*75sachets,sweetal,1 g,sachets
sweetal 2g*50 sachets,sweetal,2 g,sachets
sweetal 300 tab sugar,sweetal sugar,300 mg,tab
sweetal 50 tabs. sugar,sweetal sugar,50 mg,tabs
sweetal stevia 2g*50 sachets,sweetal stevia,2 g,sachets
sweetal stevia powdered sugar 250 gm,sweetal stevia powdered sugar,250 gm,powder
sweetal stevia sweetner 250 gm powder jar,sweetal stevia sweetner,250 gm,powder jar
sweetal sweetner 250gm powder jar,sweetal sweetner,250 gm,powder jar
sweetline 1g*100 sachets,sweetline,1 g,sachets
sweetline 1g*25 sachets,sweetline,1 g,sachets
sweetline 1g*50 sachets,sweetline,1 g,sachets
sweety 100 tab,sweety,100 mg,tab
sweety 350 tab,sweety,350 mg,tab
sweety 50 tab,sweety,50 mg,tab
swift care massage gel 60 gm,swift care massage gel,60 gm,gel
swim guard shmapoo 250 ml,swim guard shampoo,250 ml,shampoo
swim guard shower gel 125 ml,swim guard shower gel,125 ml,gel
swim guard shower gel 400 ml,swim guard shower gel,400 ml,gel
swisslac ar1 milk 400 gm,swisslac ar1 milk,400 gm,milk
swisslac ar2 milk 400 gm,swisslac ar2 milk,400 gm,milk
swisslac premium 1 milk 400 gm,swisslac premium 1 milk,400 gm,milk
swisslac premium 2 milk 400 gm,swisslac premium 2 milk,400 gm,milk
swisslac premium 3 milk 400 gm,swisslac premium 3 milk,400 gm,milk
swisslac premium ar milk 400 gm,swisslac premium ar milk,400 gm,milk
swisslac premium lf milk 400 gm,swisslac premium lf milk,400 gm,milk
swive collagen 10 sachets,swive collagen,0,sachets
swivel massage gel 80 gm,swivel massage gel,80 gm,gel
swivel soothing cream 50 gm,swivel soothing cream,50 gm,cream
swixasone 0.1% eye drops 5 ml,swixasone,0.1%,eye drops
swixdiclo 0.1% eye drops 10 ml,swixdiclo,0.1%,eye drops
swixflur s 0.1% eye drops 5 ml,swixflur s,0.1%,eye drops
swixolate 1% eye drops 10 ml,swixolate,1%,eye drops
swixoline eye & nasal drops 15 ml,swixoline,0,eye & nasal drops
swixoline zinc eye drops 15 ml,swixoline zinc,0,eye drops
swixtobram 0.3% eye drops 5 ml,swixtobram,0.3%,eye drops
sycocetam 1000 mg 20 f.c. tabs.,sycocetam,1000 mg,tabs
sycocetam 100mg/ml oral soln. 120 ml,sycocetam,100mg/ml,oral soln
sycocetam 500mg 20 f.c. tabs,sycocetam,500 mg,tabs
sycosapine 10 mg 10 sublingual tabs.,sycosapine,10 mg,sublingual tabs
syle 5 gm 10 sachets,syle,5 gm,sachets
syle 5 gm 30 sachets,syle,5 gm,sachets
