original_name,drug_name,dose,form
sobek max cream 50 gm,sobek max,50 gm,cream
sobo-cusate 10gm gel,sobo-cusate,10gm,gel
sobocusate 120mg/10gm rectal micro enema,sobocusate,120mg/10gm,rectal micro enema
sobopexole 0.25mg 10 tab,sobopexole,0.25mg,tab
sobopexole 0.25mg 10 tab.,sobopexole,0.25mg,tab
sobopexole 1mg 10 tab,sobopexole,1mg,tab
soboxidant 300mg 30 f.c. tab,soboxidant,300mg,tab
soboxidant 300mg 30 f.c. tab.,soboxidant,300mg,tab
soboxidant 600mg 10 f.c. tabs,soboxidant,600mg,tabs
soboxidant 600mg 10 f.c. tabs.,soboxidant,600mg,tabs
sod chl-dex.0.18%-4.3%500ml-p.infusion,sod chl-dex,0.18%-4.3%,p.infusion
sod thiosulphate,sod thiosulphate,0,0
sod.chlorde 0.9% 500cc,sod.chlorde,0.9%,0
sodent kf 100,sodent kf,100mg,0
sodent kf gel,sodent kf,0,gel
sodi 20 sachets,sodi,0,sachets
soditrate 2.4gm/2.5gm granules 280 gm,soditrate,2.4gm/2.5gm,granules
sodium bicarb 1000 mg 30 caps.,sodium bicarb,1000 mg,caps
sodium bicarb 500 mg 30 caps.,sodium bicarb,500 mg,caps
sodium bicarbonate 2.1% (vacsera) i.v. inj. (n/a),sodium bicarbonate,2.1%,i.v. inj.
sodium bicarbonate 4.2% (pharco b) i.v. vial 50 ml,sodium bicarbonate,4.2%,i.v. vial
sodium bicarbonate 5% (mottahedoon) i.v. inf. 10 ml,sodium bicarbonate,5%,i.v. inf.
sodium bicarbonate 5% (mottahedoon) i.v. inf. 500 ml,sodium bicarbonate,5%,i.v. inf.
sodium bicarbonate 8.4% (al kamal) i.v. vial 50 ml,sodium bicarbonate,8.4%,i.v. vial
sodium bicarbonate 8.4% (otsuka) i.v. inf. 25 ml,sodium bicarbonate,8.4%,i.v. inf.
sodium bicarbonate 8.4% (otsuka) i.v. inf. 5 ml,sodium bicarbonate,8.4%,i.v. inf.
sodium bicarbonate 8.4% (sunny pharma.) i.v. inf. vial 50 ml,sodium bicarbonate,8.4%,i.v. inf. vial
sodium chloride 0.18% & dextrose 4.3% (el nasr) i.v. inf. 500 ml,sodium chloride & dextrose,0.18% & 4.3%,i.v. inf.
sodium chloride 0.18% & dextrose 4.3% (otsuka ateco) i.v. inf. 500 ml,sodium chloride & dextrose,0.18% & 4.3%,i.v. inf.
sodium chloride 0.18% & dextrose 5% (el nasr) i.v. inf. 500 ml,sodium chloride & dextrose,0.18% & 5%,i.v. inf.
sodium chloride 0.18% & dextrose 5% (el nasr) i.v. inf. 500 ml (rubber cap),sodium chloride & dextrose,0.18% & 5%,i.v. inf.
sodium chloride 0.18% & glucose 10% (otsuka) i.v. inf. 1000 ml (rubber cap),sodium chloride & glucose,0.18% & 10%,i.v. inf.
sodium chloride 0.18% & glucose 10% (otsuka) i.v. inf. 250 ml (rubber cap),sodium chloride & glucose,0.18% & 10%,i.v. inf.
sodium chloride 0.18% & glucose 10% (otsuka) i.v. inf. 500 ml (rubber cap),sodium chloride & glucose,0.18% & 10%,i.v. inf.
sodium chloride 0.18% & glucose 4.3% (mottahedoon) i.v. inf. 500 ml.,sodium chloride & glucose,0.18% & 4.3%,i.v. inf.
sodium chloride 0.18% & glucose 4.3% (otsuka) i.v. inf. 500 ml,sodium chloride & glucose,0.18% & 4.3%,i.v. inf.
sodium chloride 0.18% & glucose 5% (otsuka) i.v. inf. 1000 ml (rubber cap),sodium chloride & glucose,0.18% & 5%,i.v. inf.
sodium chloride 0.18% & glucose 5% (otsuka) i.v. inf. 250 ml (rubber cap),sodium chloride & glucose,0.18% & 5%,i.v. inf.
sodium chloride 0.18% & glucose 5% (otsuka) i.v. inf. 500 ml (rubber cap),sodium chloride & glucose,0.18% & 5%,i.v. inf.
sodium chloride 0.45% & dextrose 5% (al kamal) i.v. inf. 500 ml,sodium chloride & dextrose,0.45% & 5%,i.v. inf.
sodium chloride 0.45% & glucose 5% (mottahedoon) i.v. inf. 500 ml,sodium chloride & glucose,0.45% & 5%,i.v. inf.
sodium chloride 0.45% (el nasr) i.v inf. 500 ml,sodium chloride,0.45%,i.v inf.
sodium chloride 0.45% (el nasr) i.v inf. 500 ml (rubber cap),sodium chloride,0.45%,i.v inf.
sodium chloride 0.45% (mottahedoon) i.v. inf. 500 ml (l.v.p drip),sodium chloride,0.45%,i.v. inf.
sodium chloride 0.45% (otsuka) i.v. inf. 500 ml (rubber cap),sodium chloride,0.45%,i.v. inf.
sodium chloride 0.45% (ultimate) i.v. inf. 500 ml,sodium chloride,0.45%,i.v. inf.
sodium chloride 0.45% (ultimate) i.v. inf. 500 ml (rubber cap),sodium chloride,0.45%,i.v. inf.
sodium chloride 0.9 % (el nile) i.v. inf. 100 ml (rubber cap),sodium chloride,0.9%,i.v. inf.
sodium chloride 0.9 % (el nile) i.v. inf. 500 ml,sodium chloride,0.9%,i.v. inf.
sodium chloride 0.9 % (el nile) i.v. inf. 500 ml (rubber cap),sodium chloride,0.9%,i.v. inf.
