original_name,drug_name,dose,form
fahito 10 sachets,fahito,0,sachets
fairlip 125 mg / 750 i u 20 cap,fairlip,125 mg / 750 iu,cap
faktu 8 rectal supp.,faktu,0,rectal supp.
faktu oint. 30 gm,faktu,30 gm,oint.
falco 10 sachets,falco,0,sachets
falco 20 mg cream,falco,20 mg,cream
falco cal 24 tabs.,falco cal,0,tabs.
falco kiva 10 sachets,falco kiva,0,sachets
falco vaginal cream 30 gm,falco,30 gm,vaginal cream
falcomix syrup 120 ml,falcomix,120 ml,syrup
falcon eye 15 tab,falcon eye,0,tab
falconacea plus 36 caps,falconacea plus,0,caps
falconacea syrup 120 ml,falconacea,120 ml,syrup
falcosept topical spray 500ml,falcosept,500ml,topical spray
falcosept topical spray 60ml,falcosept,60ml,topical spray
fam 10mg 20 tab.,fam,10mg,tab.
fam 30mg/2ml 5 amp.,fam,30mg/2ml,amp.
fam 5mg/ml eye drops 5 ml,fam,5mg/ml,eye drops
famalzyl 4mg/ml syp. 100 ml,famalzyl,4mg/ml,syp.
famalzyl 8 mg 10 f.c. tabs,famalzyl,8 mg,tabs
famalzyl 8 mg 30 f.c. tabs,famalzyl,8 mg,tabs
famazine 500 mg- oint,famazine,500 mg,oint
famciclovir 250 mg 10 tab,famciclovir,250 mg,tab
famferrin 30 caps.,famferrin,0,caps.
familav 250ml vaginal wash,familav,250ml,vaginal wash
familyvit pregnancy 30 f.c. tabs.,familyvit pregnancy,0,tabs.
famo-plus 20 chewable tab.,famo-plus,0,chewable tab.
famotak 20mg 20 f.c.tab.,famotak,20mg,tab.
famotak 40mg 20 tablets,famotak,40mg,tablets
famotin 20mg 20tab.,famotin,20mg,tab.
famotin 40mg 20 tab.,famotin,40mg,tab.
famox 250mg/5ml susp. 60ml,famox,250mg/5ml,susp.
famox 500 mg 16 caps.,famox,500 mg,caps.
famoxin 500 mg 1 vial,famoxin,500 mg,vial
fampyra 10mg 56 tabs.,fampyra,10mg,tabs.
famtocal-m 20 chewble tab.,famtocal-m,0,chewble tab.
famvir 125mg 21 tab,famvir,125mg,tab
famvir 250mg 12 tab,famvir,250mg,tab
fangram powder,fangram,0,powder
fangram soap bar 80 gm,fangram,80 gm,soap bar
fangrare shower gel 200 ml,fangrare,200 ml,shower gel
fantastic 50gm cream,fantastic,50gm,cream
fantocal 20 tabs.,fantocal,0,tabs.
farabicure 1% top. cream 15 gm,farabicure,1%,top. cream
farafit 30 pieces,farafit,0,0
farbicure 1% top. cream 15 gm,farbicure,1%,top. cream
farco-caine 10% spray. 50 ml,farco-caine,10%,spray.
farco-caine 5% oint. 20 gm,farco-caine,5%,oint.
farco-caine 50g spray,farco-caine,50g,spray
farcobrason eye drop 5 ml,farcobrason,5 ml,eye drop
