original_name,drug_name,dose,form
doxirazol 30 mg 14 caps.,doxirazol,30 mg,caps
doxirazol 60 mg 14 caps.,doxirazol,60 mg,caps
doxium 500mg 30 caps.,doxium,500mg,caps
doxorubicin ebewe 10 mg vial,doxorubicin ebewe,10 mg,vial
doxorubicin ebewe 50 mg vial,doxorubicin ebewe,50 mg,vial
doxorubicin stada 2mg/ml (150mg) vial,doxorubicin stada,2mg/ml,vial
doxorubicin stada 2mg/ml vial 10mg,doxorubicin stada,2mg/ml,vial
doxorubicin stada 50mg vial (n/a),doxorubicin stada,50mg,vial
doxorubicin tedec 10mg vial (n/a),doxorubicin tedec,10mg,vial
doxorubicin tedec 50mg vial (n/a),doxorubicin tedec,50mg,vial
doxy m.r.100 mg 10 caps.,doxy m.r.,100 mg,caps
doxy plus stada 100mg 12 m.r.caps.,doxy plus stada,100mg,m.r.caps
doxycost 200mg 10 tabs.,doxycost,200mg,tabs
doxycost 50mg 30 tabs.,doxycost,50mg,tabs
doxydox 100 mg 10 caps.,doxydox,100 mg,caps
doxymycin 100 mg 10 caps.,doxymycin,100 mg,caps
doxytroler 10/10mg 30 tablets,doxytroler,10/10mg,tablets
dozova melatonin 5 mg 60 caps.,dozova melatonin,5 mg,caps
dozova melatonin 5mg 30 capsule,dozova melatonin,5mg,capsule
dr. diet 100 tab sugar,dr. diet,0,tab
dr. diet 1g*50 sachets,dr. diet,1g,sachets
dr. diet 1gm * 50 sachet,dr. diet,1gm,sachet
dr. joe pastillia antural 15 cap,dr. joe pastillia antural,0,cap
dr.diet 100 tab,dr.diet,0,tab
dr.diet powder 200 gm,dr.diet,200 gm,powder
dragonor 50 mg 20 caps.,dragonor,50 mg,caps
drakon body whitening cream 50 gm,drakon body whitening cream,50 gm,cream
drakon body whitening scrub 50 gm,drakon body whitening scrub,50 gm,scrub
drakon face whitening mask 50 gm,drakon face whitening mask,50 gm,mask
drakon face whitening scrub 50 gm,drakon face whitening scrub,50 gm,scrub
drakon facial wash for dry skin 200 ml,drakon facial wash,200 ml,wash
drakon facial wash for oily skin 200 ml,drakon facial wash,200 ml,wash
drakon facial wash for sensitive skin 200 ml,drakon facial wash,200 ml,wash
drakon hand whitening cream 50 gm,drakon hand whitening cream,50 gm,cream
drakon intimate feminine wash 200 ml,drakon intimate feminine wash,200 ml,wash
drakon lifting whitening cream 50 gm,drakon lifting whitening cream,50 gm,cream
drakon senso whitening cream 50 gm,drakon senso whitening cream,50 gm,cream
drakon under-arm whitening cream 50 gm,drakon under-arm whitening cream,50 gm,cream
dramenex 50mg 20 tabs.,dramenex,50mg,tabs
dramrin pd. for oral soln. 2 sachets,dramrin pd.,0,oral soln
draviron 20 tabs,draviron,0,tabs
dravo 100 mg 14 sachets,dravo,100 mg,sachets
dravocal syrup 120 ml,dravocal,120 ml,syrup
dravosach 100mg 14 shachts,dravosach,100mg,shachts
dreamo syrup 120 ml,dreamo,120 ml,syrup
dreamran skin emollient cream 200 gm,dreamran skin emollient cream,200 gm,cream
dried factor viii fraction 8y 250i.u./10ml vial,dried factor viii fraction 8y,250i.u./10ml,vial
dried factor viii fraction 8y 500i.u./20ml vial,dried factor viii fraction 8y,500i.u./20ml,vial
drina vag. douche 120 ml,drina vag.,120 ml,douche
drinking powder 10 sachets 5 gm,drinking powder,5 gm,sachets
