original_name,drug_name,dose,form
vanzapro 1 gm i.m / i.v vial,vanzapro,1 gm,vial
vanzapro 2 gm i.v. vial,vanzapro,2 gm,vial
vapox massage spray 120 ml,vapox,120 ml,spray
vapozol sol. for inh. 30 ml,vapozol,30 ml,sol.
vapvolpe 50gm skin ointment,vapvolpe,50gm,ointment
vardan feminine wash 250 ml,vardan,250 ml,wash
vardapex 10 mg 4 f.c. tabs,vardapex,10 mg,tabs
vardarict 10 mg 4 f.c. tabs,vardarict,10 mg,tabs
vardatrin 10 mg 4 f.c. tabs.,vardatrin,10 mg,tabs
vardatrin 20 mg 4 f.c. tabs.,vardatrin,20 mg,tabs
varde 20 mg 4 f.c. tabs,varde,20 mg,tabs
vardection 10 mg 4 oro-dispersible tabs.,vardection,10 mg,oro-dispersible tabs
vardena 10 mg 4 f.c. tabs,vardena,10 mg,tabs
vardena 20 mg 4 f.c. tabs,vardena,20 mg,tabs
vardena 5 mg 12 f.c. tabs,vardena,5 mg,tabs
vardenorect 10 mg 4 f.c. tabs,vardenorect,10 mg,tabs
vardenorect 20 mg 4 f.c. tabs,vardenorect,20 mg,tabs
vardenorect 20 mg 8 f.c. tabs,vardenorect,20 mg,tabs
vardenorect 5 mg 30 f.c.tabs.,vardenorect,5 mg,tabs
vardenorect 5 mg 4 f.c. tabs,vardenorect,5 mg,tabs
vardinacare 10 mg 4 f.c.tabs,vardinacare,10 mg,tabs
vardinacare 2.5mg 30 tab,vardinacare,2.5mg,tab
vardinacare 20 mg 12 tab,vardinacare,20 mg,tab
vardirose 10mg 4 f.c. tabs,vardirose,10mg,tabs
vardirose 2.5mg 12 f.c. tablets,vardirose,2.5mg,tablets
vardirose 20 mg 12 f.c. tabs.,vardirose,20 mg,tabs
vardirose 5 mg 4 f.c. tabs,vardirose,5 mg,tabs
varex gel 75 gm,varex,75 gm,gel
varex massage cream 120 gm,varex,120 gm,cream
varfact massage cream 50 gm,varfact,50 gm,cream
varic 30gm cream,varic,30gm,cream
varic cream 75 gm,varic,75 gm,cream
varicella vaccine gcc 1400peu/0.7ml s.c. vial,varicella vaccine,1400peu/0.7ml,vial
varicoid 250 iu/g cream 20 gm,varicoid,250 iu/g,cream
varicoid 250 iu/g cream 20 gm (n/a),varicoid,250 iu/g,cream
varicoid 250 iu/gm topical gel 20 gm,varicoid,250 iu/gm,gel
varicotone 10 cap,varicotone,0,cap
varikosan topical gel 100 ml,varikosan,100 ml,gel
varilrix 2000 pfu monodose/0.5ml vial and pre-filled syringe,varilrix,2000 pfu/0.5ml,vial and pre-filled syringe
vario cream 60 gm,vario,60 gm,cream
varioderm subdermal,varioderm,0,subdermal
varipan cream 60 gm,varipan,60 gm,cream
varivax 10 s.c. vial 0.5 ml,varivax,0.5 ml,vial
varnova 10 mg 30 f.c. tabs.,varnova,10 mg,tabs
varnova 20 mg 4 f.c. tabs,varnova,20 mg,tabs
varnova 5 mg 30 f.c. tabs.,varnova,5 mg,tabs
varolex 10 tab.,varolex,0,tab
varolex b12 i.m vial 10 ml,varolex b12,10 ml,vial
varolex-c syrup 120ml,varolex-c,120ml,syrup
varoxaban 10 mg 10 f.c. tab.,varoxaban,10 mg,tab
