original_name,drug_name,dose,form
haya-k 10mg 30 chewable f.c.tab,haya-k,10mg,chewable tab
hayar 50 gm massage cream,hayar,50 gm,massage cream
hayar plex 40 gm cream,hayar plex,40 gm,cream
hayarnex 50 gm cream,hayarnex,50 gm,cream
hayatmel topical cream 30 gm,hayatmel,30 gm,topical cream
hayloutop spray 30ml,hayloutop,30ml,spray
hc 12 caps,hc,12 caps,caps
hc 12 sachet,hc,12 sachet,sachet
hct georetic 25 mg 30 scored tab,hct georetic,25 mg,tab
hct georetic 25 mg 30 scored tab.,hct georetic,25 mg,tab
heal quick 2% cream 15 gm,heal quick,2%,cream
healioreptic 100 mg 20 f.c. tablets,healioreptic,100 mg,tab
healon 10mg 1 amp 0.4 ml,healon,10mg,amp
healosol 2% topical spray 150 ml,healosol,2%,topical spray
healovita cream 30 gm,healovita,30 gm,cream
healsec 10mg 14 caps,healsec,10mg,caps
healsec 20mg 14 caps,healsec,20mg,caps
healsec 40mg 14 caps.,healsec,40mg,caps
health aqua solvent 100 sachet,health aqua solvent,100 sachet,sachet
health balance 500 mg 200 tab,health balance,500 mg,tab
healthibact 400mg 10 scored f.c.tab,healthibact,400mg,tab
healthifuse-h topical cream 30 gm,healthifuse-h,30 gm,topical cream
healthifuse-h topical cream 40 gm,healthifuse-h,40 gm,topical cream
healthplend 5 mg 30 extended release scored tab.,healthplend,5 mg,extended release tab
healthpoint nappy cream 100 gm,healthpoint nappy,100 gm,cream
healthpoint zinc & castor cream 225 gm,healthpoint zinc & castor,225 gm,cream
healthtadine 10 mg 10 tabs.,healthtadine,10 mg,tab
healthy bc 30 tab,healthy bc,30 tab,tab
healthy bones liquid 200 ml,healthy bones,200 ml,liquid
healthy cal 500mg 20 cap,healthy cal,500mg,caps
healthy diet 12 teabags,healthy diet,12 teabags,teabags
healthy hair cream,healthy hair,0,cream
healthy rose 200 ml feminine wash,healthy rose,200 ml,feminine wash
healthybaby multivitamin liquid 200 ml,healthybaby multivitamin,200 ml,liquid
heam healthy 20 caps,heam healthy,20 caps,caps
heam smart 120 ml syrup,heam smart,120 ml,syrup
heamitra 30 capsules,heamitra,30 capsules,caps
heamotron syrup 120 ml,heamotron,120 ml,syrup
heamsmart 120 ml syrup,heamsmart,120 ml,syrup
heat comfort cream 20 gm,heat comfort,20 gm,cream
heat comfort cream 50 gm,heat comfort,50 gm,cream
heatapsin 0.025% cream 30 gm,heatapsin,0.025%,cream
hebitaxime 1 gm vial,hebitaxime,1 gm,vial
hebitaxime 500 mg vial,hebitaxime,500 mg,vial
hebiuroxime 125mg 10 f.c.tab.,hebiuroxime,125mg,tab
hebiuroxime 125mg f.c.tab.,hebiuroxime,125mg,tab
hebiuroxime 125mg syp,hebiuroxime,125mg,syp
hebiuroxime 125mg/5ml susp. 50ml,hebiuroxime,125mg/5ml,susp
hebiuroxime 250 mg tab,hebiuroxime,250 mg,tab
hebiuroxime 250mg 10 f.c.tab.,hebiuroxime,250mg,tab
