original_name,drug_name,dose,form
amoflux 125/125mg 12 caps.,amoflux,125/125 mg,capsule
amoflux 250/250mg 16 caps.,amoflux,250/250 mg,capsule
amoflux 250mg pd. for oral susp. 100 ml,amoflux,250 mg,suspension
amoflux 500mg 16 caps.,amoflux,500 mg,capsule
amoflux 500mg vial,amoflux,500 mg,vial
amofluxin 1 gm 20 f.c. tabs.,amofluxin,1 gm,tablet
amofluxin 1 gm vial i.m/i.v.,amofluxin,1 gm,vial
amofluxin 500mg 20 caps.,amofluxin,500 mg,capsule
amofluxin 500mg vial,amofluxin,500 mg,vial
amollir lotion 150 ml,amollir,150 ml,lotion
amophage 500mg 30 tab,amophage,500 mg,tablet
amophage extra 2.5/500mg 30 tab,amophage extra,2.5/500 mg,tablet
amophage extra 5/500mg 30 tab,amophage extra,5/500 mg,tablet
amorina feminine wash 120 ml,amorina,120 ml,feminine wash
amorolfine 5% nail lacquer with spatulas and nail files,amorolfine,5 %,nail lacquer
amosar 100mg 30 f.c. tabs.,amosar,100 mg,tablet
amosar 25mg 20 f.c.tab.,amosar,25 mg,tablet
amosar 50mg 30 f.c. tabs.,amosar,50 mg,tablet
amosar forte 100/25 mg 30 f.c.tab.,amosar forte,100/25 mg,tablet
amostigmine 0.5mg/ml  3amp,amostigmine,0.5 mg/ml,ampoule
amostigmine 15 mg 20 tab,amostigmine,15 mg,tablet
amotenolol 100mg 10 f.c.tab.,amotenolol,100 mg,tablet
amotenolol 50mg 10 f.c.tab.,amotenolol,50 mg,tablet
amotril 0.5mg 30 tab.,amotril,0.5 mg,tablet
amotril 2mg 30 tab.,amotril,2 mg,tablet
amovit calcium 12 eff. tab.,amovit calcium,0,effervescent tablet
amovit-c 1 gm 12 eff. tab.,amovit-c,1 gm,effervescent tablet
amoxicid 125mg/5ml susp. 60ml,amoxicid,125 mg/5 ml,suspension
amoxicid 250mg 12 caps.,amoxicid,250 mg,capsule
amoxicid 250mg/5ml susp. 60ml,amoxicid,250 mg/5 ml,suspension
amoxicid 500 mg 12 caps.,amoxicid,500 mg,capsule
amoxicillin 500mg 12 caps.,amoxicillin,500 mg,capsule
amoxicillin stada 1000mg 12 f.c. tabs.,amoxicillin stada,1000 mg,tablet
amoxil 125mg/5ml susp. 100ml,amoxil,125 mg/5 ml,suspension
amoxil 1gm vial,amoxil,1 gm,vial
amoxil 500mg 12 caps.,amoxil,500 mg,capsule
amoxil 500mg vial,amoxil,500 mg,vial
amoxil fort 250mg/5ml susp. 100ml,amoxil fort,250 mg/5 ml,suspension
amoxil fort 250mg/5ml susp. 60ml,amoxil fort,250 mg/5 ml,suspension
amoxilanic 228.5mg/5ml pd. for oral susp. 60ml,amoxilanic,228.5 mg/5 ml,suspension
amoxilanic 457mg/5ml susp. 70ml,amoxilanic,457 mg/5 ml,suspension
amoxycillin 250 mg/5 ml susp. 100 ml,amoxycillin,250 mg/5 ml,suspension
amoxycillin 250 mg/5 ml susp. 80 ml,amoxycillin,250 mg/5 ml,suspension
amoxycillin 250mg 12 caps b.p.2013,amoxycillin,250 mg,capsule
amoxycillin 500mg 10 caps b.p.2013,amoxycillin,500 mg,capsule
amoxycillin 500mg 12 caps b.p.2013,amoxycillin,500 mg,capsule
amphotericin- b 50 mg vial,amphotericin- b,50 mg,vial
ampiava 750 mg 30 f.c.tabs.,ampiava,750 mg,tablet
ampicid 250 mg cap,ampicid,250 mg,capsule
ampicid 500 mg 12 cap,ampicid,500 mg,capsule
