original_name,drug_name,dose,form
carbolase 2gm/100ml syrup 100ml,carbolase,2gm/100ml,syrup
carbolase 375mg 20 caps.,carbolase,375mg,caps
carboplatin (450mg) vial,carboplatin,450mg,vial
carboplatin (actavis) 150mg vial(n/a),carboplatin (actavis),150mg,vial
carboplatin (actavis) 450mg vial(n/a),carboplatin (actavis),450mg,vial
carboplatin 150 mg vial,carboplatin,150mg,vial
carboplatin 450mg vial,carboplatin,450mg,vial
carboplatin 450mg/15ml vial,carboplatin,450mg/15ml,vial
carboplatin 50mg vial,carboplatin,50mg,vial
carboplatin ebewe (450mg) vial,carboplatin ebewe,450mg,vial
carboplatine mylan 150mg/15ml vial,carboplatine mylan,150mg/15ml,vial
carboplatine mylan 450mg/45ml vial,carboplatine mylan,450mg/45ml,vial
carbosin 150mg vial,carbosin,150mg,vial
carbosin 450mg vial,carbosin,450mg,vial
carbosylane 48 caps,carbosylane,0,caps
carbotin 20 f.c. tabs.,carbotin,0,f.c. tabs
carbotinol 150mg/15ml (50mg) i.v. infusion,carbotinol,150mg/15ml,infusion
carbotinol 450mg/45ml i.v. inf. vial,carbotinol,450mg/45ml,vial
carbotinol 50mg/5ml i.v. inf.(n/a),carbotinol,50mg/5ml,infusion
carby baby lotion 120 ml,carby baby,0,lotion
carcemia 100mg 10 tabs.,carcemia,100mg,tabs
carcemia 400mg 10tabs.,carcemia,400mg,tabs
cardicaps 0 .2 mg 20 cap,cardicaps,0.2mg,cap
cardicaps 0.1 mg 20 cap,cardicaps,0.1mg,cap
cardihair plus shampoo 250 ml,cardihair plus,0,shampoo
cardihair shampoo 120 ml,cardihair,0,shampoo
cardiket 10mg 20 tab.,cardiket,10mg,tab
cardiket 5mg 20 sublingual tab.,cardiket,5mg,sublingual tab
cardiket retard 20mg s.r. 20 tab.,cardiket retard,20mg,s.r. tab
cardilol 25mg 30 tab.,cardilol,25mg,tab
cardilol 6.25mg 30 tab.,cardilol,6.25mg,tab
cardio mep 150mg/3ml 6 i.v. amp.,cardio mep,150mg/3ml,amp
cardio-mep 200mg 30 tab.,cardio-mep,200mg,tab
cardioace 30 cap,cardioace,0,cap
cardiocare 2.5mg 60 s.r. capsules,cardiocare,2.5mg,s.r. capsules
cardiocid 5/12.5mg 10 f.c.tab,cardiocid,5/12.5mg,f.c.tab
cardioguard m 20mg sr 10caps.,cardioguard m,20mg,caps
cardioguard m 40 mg sr 10 caps.,cardioguard m,40mg,caps
cardiomil 120mg s.r. 10 caps.,cardiomil,120mg,caps
cardiomil 240mg s.r. 10 caps.,cardiomil,240mg,caps
cardionorm 150mg/3ml 5 i.v. amp.,cardionorm,150mg/3ml,amp
cardioplegic 10 ml vial,cardioplegic,0,vial
cardiotimide 20mg 20 tab,cardiotimide,20mg,tab
cardiotimide 20mg/2ml 3 amp,cardiotimide,20mg/2ml,amp
cardiotimide 5mg 20 tab.,cardiotimide,5mg,tab
cardioton 300mg 20 tabs.,cardioton,300mg,tabs
cardiovasc 10 mg 10 tab,cardiovasc,10mg,tab
cardioxane 40 tablets,cardioxane,0,tablets
cardioxane 500mg vial,cardioxane,500mg,vial
cardiprin 100mg 30 enteric coated tab.,cardiprin,100mg,enteric coated tab
