original_name,drug_name,dose,form
pasmolax cream 60 gm,pasmolax,60 gm,cream
pasteurlab test,pasteurlab test,0,0
pastofeet cream 60 gm,pastofeet,60 gm,cream
pastosage gel 50 gm,pastosage,50 gm,gel
patadoline 0.1% eye drops 5 ml,patadoline,0.1%,eye drops
patanergic 1mg/ml ophth. sol. 5 ml,patanergic,1mg/ml,ophth. sol.
patanergic 5 ml sol,patanergic,5 ml,sol
patanol 0.1% eye drops 5 ml,patanol,0.1%,eye drops
patent blue v 5 amp,patent blue v,0,amp
pato 30 gm cream,pato,30 gm,cream
pato cream 30 gm,pato,30 gm,cream
patrimac 20 mg 28 e.c.tabs.,patrimac,20 mg,tabs.
patronage 50 mg pd for i.v. inf. vial,patronage,50 mg,pd for i.v. inf. vial
paula cream 50 gm,paula,50 gm,cream
pavulon 4mg/2 ml 50 amp,pavulon,4mg/2 ml,amp
paxanovel 30 f.c. tabs.,paxanovel,0,tabs.
paxeladine 0.2% 125ml syrup,paxeladine,0.2%,syrup
paxeladine 40 mg 20 caps.,paxeladine,40 mg,caps.
paxetin 20mg 10 tab.,paxetin,20mg,tab.
paxetin 40 mg 10 f.c. tab.,paxetin,40 mg,tab.
paxotreve 10 sachets,paxotreve,0,sachets
paxotryps 20 caps,paxotryps,0,caps
payot emollient cream 50 ml,payot emollient,50 ml,cream
pe-ha-luron f 1.6% (0.55ml) prefilled syringe.,pe-ha-luron f,1.6%,prefilled syringe
pe-ha-luron f 1.6% (1ml) prefilled syringe,pe-ha-luron f,1.6%,prefilled syringe
pea protein powder 907 gm (2 lbs) (now),pea protein,907 gm,powder
peano balm cream 30 gm,peano,30 gm,balm cream
pearla cream 60 gm,pearla,60 gm,cream
pearla sd soap 100 gm,pearla sd,100 gm,soap
pearla soap 100 gm,pearla,100 gm,soap
pearlight cream 25 gm,pearlight,25 gm,cream
pearly hair oil 200 ml,pearly hair,200 ml,oil
pecoacnel cream 30 gm,pecoacnel,30 gm,cream
pectigo 7 sachets,pectigo,0,sachets
pectipro 0.3% syrup 90ml,pectipro,0.3%,syrup
pectokal  100 ml suspension,pectokal,100 ml,suspension
pectokal 100ml susp.,pectokal,100ml,susp.
pectokal suspension 100 ml,pectokal,100 ml,suspension
pectol 8 lozenges,pectol,0,lozenges
pedi-water 120ml syrup,pedi-water,120ml,syrup
pedi-water syrup 120 ml,pedi-water,120 ml,syrup
pedia care multi-symptom cold syrup 120ml,pedia care multi-symptom cold,120ml,syrup
pedia fer oral drops 15 ml,pedia fer,15 ml,oral drops
pedia topical lotion 120 ml,pedia topical,120 ml,lotion
pedia topical spray 100 ml,pedia topical,100 ml,spray
pedia-start 1 milk 350 gm,pedia-start 1,350 gm,milk
pedia-start 2 milk 350 gm,pedia-start 2,350 gm,milk
pediacalm 120ml syrup,pediacalm,120ml,syrup
pediagrow plus 3 milk 350 gm,pediagrow plus 3,350 gm,milk
pedialyte oral rehydration solution drink 200 ml tetrapack,pedialyte,200 ml,oral rehydration solution drink
