original_name,drug_name,dose,form
charclone 1000mg 30 tabs.,charclone,1000mg,tabs
charclone 250mg 30 caps.,charclone,250mg,caps
charclone advance 30 caps.,charclone advance,0,caps
charcoal 600 mg 20 caps,charcoal,600 mg,caps
charisma panthenol cream 30 gm,charisma panthenol,30 gm,cream
charmalure acne gel 50 gm,charmalure acne,50 gm,gel
charmalure hair cream 150 gm,charmalure hair,150 gm,cream
charmalure hair oil 200 ml,charmalure hair,200 ml,oil
charmalure hair shampoo 250 ml,charmalure hair,250 ml,shampoo
charmalure hair spray 275 ml,charmalure hair,275 ml,spray
charnozam 30 cap,charnozam,0,cap
chartoreg 40 mg 28 tab.,chartoreg,40 mg,tab
chartoreg 80 mg 21 tab. (n/a),chartoreg,80 mg,tab
chartoreg 80 mg 28 tabs.,chartoreg,80 mg,tabs
chartoreg co 40 / 10 mg 28 tabs.,chartoreg co,40 / 10 mg,tabs
chartoreg co 80 / 10 mg 28 tabs.,chartoreg co,80 / 10 mg,tabs
chartoreg co 80 / 5 mg 28 tabs.,chartoreg co,80 / 5 mg,tabs
chartoreg plus 40 / 12.5 mg 28 tabs.,chartoreg plus,40 / 12.5 mg,tabs
chartoreg plus 80 / 12.5 mg 28 tabs.,chartoreg plus,80 / 12.5 mg,tabs
chartoreg plus 80 / 25 mg 28 tabs.,chartoreg plus,80 / 25 mg,tabs
chartoreg trio 5 / 12.5 / 80 mg 28 tabs.,chartoreg trio,5 / 12.5 / 80 mg,tabs
chemicetrizine 5 mg 20 f.c. tab.,chemicetrizine,5 mg,tab
chemitrijulie 120 mg 30 caps.,chemitrijulie,120 mg,caps
chemotrim 200/40mg susp. 100ml,chemotrim,200/40mg,susp
chemotrim 400/80mg 20 tabs.,chemotrim,400/80mg,tabs
chemotrim forte 10 tab.,chemotrim forte,0,tab
chemtheraz 100 mg 5 caps.,chemtheraz,100 mg,caps
chemtheraz 20 mg 5 caps.,chemtheraz,20 mg,caps
chemtheraz 250mg 5 caps.(n/a yet),chemtheraz,250mg,caps
chenaromita 100mg 3 vaginal ovules,chenaromita,100mg,vaginal ovules
chestokey 120 ml syrup,chestokey,0,syrup
chestoleaf syrup 120 ml,chestoleaf,0,syrup
chesty tri syrup 120 ml,chesty tri,0,syrup
chew-cal tab,chew-cal,0,tab
chewable vitamin c 1000 mg 60 tab,chewable vitamin c,1000 mg,tab
chewavit 30 tab (vitamins & minerals),chewavit,0,tab
chewcoron 20 chocolate pieces,chewcoron,0,chocolate pieces
chewocal 500 mg 22 tab,chewocal,500 mg,tab
chido syp,chido,0,syp
chieve 30 pieces,chieve,0,pieces
child tylenol plus flu 120 ml,child tylenol plus flu,0,0
child vit multi vitamins 20 tab,child vit multi vitamins,0,tab
child vit multi vitamins 60 tab,child vit multi vitamins,0,tab
childrens motrin cold 120ml forages 2 to 11,childrens motrin cold,0,0
chill-out cream 100 gm,chill-out,100 gm,cream
chilly 10 sachets,chilly,0,sachets
china green tea royal,china green tea royal,0,0
china oil 10 ml peppirmint oil,china oil,10 ml,oil
china oil 5 ml,china oil,5 ml,0
chirocaine 2.5 mg/ml 10 amp.,chirocaine,2.5 mg/ml,amp
