original_name,drug_name,dose,form
glasbylong 60 mg 3tablets,glasbylong,60 mg,tablets
glasgow massage cream 60 gm,glasgow massage,60 gm,cream
glatko lotion 200 ml,glatko,200 ml,lotion
glaucosopt e.d 5 ml,glaucosopt,5 ml,eyedrops
glaucosopt eye drops 5 ml,glaucosopt,5 ml,eye drops
gleam mix facial wash 200 ml,gleam mix facial,200 ml,wash
gleam mix whitening cream 50 gm,gleam mix whitening,50 gm,cream
gleevec ( imatinib ) 100 mg 120 cap,gleevec ( imatinib ),100 mg,cap
glemax 4 mg 30 caplets,glemax,4 mg,caplets
glempozin 10 mg 30 f.c. tabs.,glempozin,10 mg,tabs
glempozin 25 mg 30 f.c. tabs.,glempozin,25 mg,tabs
glenosalic top. oint. 15 gm,glenosalic,15 gm,ointment
glenosalic top. oint. 30 gm,glenosalic,30 gm,ointment
glensert 2% topical cream 20 gm,glensert,20 gm,topical cream
glensert 2% topical spray 15 ml,glensert,15 ml,topical spray
gleptomet 50/1000mg 30 f.c.tabs.,gleptomet,50/1000mg,tabs
gleptomet 50/500mg 30 f.c.tabs.,gleptomet,50/500mg,tabs
gli 30mg sr 10 tab,gli sr,30mg,tab
gli sr 30 mg 10 tabs.,gli sr,30 mg,tabs
glibafloz 15mg 30 tablets,glibafloz,15mg,tablets
glibafloz 5mg 30 tablets,glibafloz,5mg,tablets
glibenase 5mg 20 tab.,glibenase,5mg,tab
glibenclamide 5 mg 10 tabs. bp 2004,glibenclamide,5 mg,tabs
glicla 80mg 30 tab.,glicla,80mg,tab
glicla mr 30 mg 10 tab.,glicla mr,30 mg,tab
gliclazide-sigma 80mg 30 tab.,gliclazide-sigma,80mg,tab
glifanan 200 mg 20 tab,glifanan,200 mg,tab
glifanan 500 mg 4 supp,glifanan,500 mg,supp
glifarelax 200mg 10 tab,glifarelax,200mg,tab
gliflozamet xr 12.5/1000 mg 30 f.c.tabs.,gliflozamet xr,12.5/1000 mg,tabs
gliflozamet xr 25/1000 mg 30 f.c.tabs.,gliflozamet xr,25/1000 mg,tabs
gliflozino 10mg 30 f.c.tabs,gliflozino,10mg,tabs
gliflozino 5mg 30 f.c.tabs,gliflozino,5mg,tabs
gliform 2.5/500mg 20 tabs,gliform,2.5/500mg,tabs
glimadel 1mg 30 f.c.tabs.,glimadel,1mg,tabs
glimadel 2mg 30 f.c.tab.,glimadel,2mg,tab
glimadel 3mg 30 f.c.tab.,glimadel,3mg,tab
glimadel 4mg 30 f.c. tab.,glimadel,4mg,tab
glimadel 6mg 30 f.c.tabs.,glimadel,6mg,tabs
glimaryl 1mg 30 tab.,glimaryl,1mg,tab
glimaryl 2mg 30 tab.,glimaryl,2mg,tab
glimaryl 3mg 30 tab.,glimaryl,3mg,tab
glimepir 3mg 10 tab.,glimepir,3mg,tab
glimepir 4mg 10 tab.,glimepir,4mg,tab
glimepiride plus 2/30 mg 20 tab.,glimepiride plus,2/30 mg,tab
glimepiride plus 4/30 mg 30 scored tab.,glimepiride plus,4/30 mg,scored tab
glimerazen 4 mg 200 tab.,glimerazen,4 mg,tab
glimet 2.5/400 mg 30 f.c.tab.,glimet,2.5/400 mg,tab
glimet forte 5/800 mg 30 f.c.tab.,glimet forte,5/800 mg,tab
glimitoid 1 mg 30 tabs.,glimitoid,1 mg,tabs
