original_name,drug_name,dose,form
maxipime 500mg vial,maxipime,500mg,vial
maxipril 20mg 30 tab.,maxipril,20mg,tab.
maxipril 5mg 30 scored tab.,maxipril,5mg,scored tab.
maxiprofen 600mg 10 tab.,maxiprofen,600mg,tab.
maxiprofen retard 800mg s.r 10 tab.,maxiprofen retard,800mg,tab.
maxispect 100mg/5ml oral susp. 100 ml,maxispect,100mg/5ml,oral susp.
maxitop cream 60 gm,maxitop,60gm,cream
maxitrol 3.5g eye oint,maxitrol,3.5g,eye oint
maxitrol eye oint. 3.5 gm,maxitrol,3.5gm,eye oint.
maxivex 30 tab,maxivex,0,tab
maxlac 20 tab,maxlac,0,tab
maxlen topical cream 50 gm,maxlen,50gm,topical cream
maxlife 15 caps,maxlife,0,caps
maxlife 20 cap,maxlife,0,cap
maxophage xr 1000mg 30 ext. rel. tabs.,maxophage xr,1000mg,tabs.
maxoral 0.05% gargle & mouth wash 120 ml,maxoral,0.05%,gargle & mouth wash
maxoral 120ml mouth&wash,maxoral,0,mouth&wash
maxoral 5 mg 10 tab loz,maxoral,5mg,tab loz
maxoral 5 mg 20 tab loz,maxoral,5mg,tab loz
maxrdax gel 100 gm,maxrdax,100gm,gel
maxrdax gel 50 gm,maxrdax,50gm,gel
maxrone massage gel 50 gm,maxrone,50gm,massage gel
maxslim 30 caps.,maxslim,0,caps.
maxslim 30 sachets,maxslim,0,sachets
maxwell massage emulgel 100 gm,maxwell,100gm,massage emulgel
maxwell massage emulgel 50 gm,maxwell,50gm,massage emulgel
mayestrotense 1mg/ml 50 i.v. amp.,mayestrotense,1mg/ml,i.v. amp.
mayzent 0.25 mg 12 f.c.tabs.,mayzent,0.25mg,tabs.
mayzent 0.25 mg 120 f.c.tabs.,mayzent,0.25mg,tabs.
mayzent 2 mg 28 f.c.tabs.,mayzent,2mg,tabs.
mazemal 200 mg 20 tabs.,mazemal,200mg,tabs.
mazemal 200mg c.r. 20 f.c. tabs.,mazemal,200mg,tabs.
mazemal 400 c.r. 20 f.c. tabs.,mazemal,400mg,tabs.
mb-otto 30 film coated tablets,mb-otto,0,film coated tablets
mb-raravio 30 film coated tablets,mb-raravio,0,film coated tablets
mb-steel 20 hard gelatin capsules,mb-steel,0,hard gelatin capsules
mdicorval 100mcg/6mcg 120 metered actuations,mdicorval,100mcg/6mcg,metered actuations
mdicorval 200mcg/6mcg 120 metered actuations,mdicorval,200mcg/6mcg,metered actuations
measles vaccine 1 dose- amp,measles vaccine,1 dose,amp
measles vaccine 10 dozes amp,measles vaccine,10 dozes,amp
mebamox 100mg 6 tab.,mebamox,100mg,tab.
mebamox- 100 mg- 6 tab,mebamox,100mg,tab
mebefac 200 mg sr 30 f.c. tabs,mebefac,200mg,tabs
mebezone s-r 200 mg 20 caps.,mebezone s-r,200mg,caps.
mebo 0.25% herbal and natural oint. 15 gm,mebo,0.25%,herbal and natural oint.
mebo 0.25% herbal and natural oint. 30 gm,mebo,0.25%,herbal and natural oint.
mebo 0.25% herbal and natural oint. 75 gm,mebo,0.25%,herbal and natural oint.
mebo 5 cooling patches,mebo,0,cooling patches
mebo scar oint. 30 gm,mebo scar,0,oint.
mebolivia cream 20 gm,mebolivia,0,cream
