original_name,drug_name,dose,form
azitanad 500 mg 3 f.c. tabs.,azitanad,500 mg,tabs
azithrochidia 1% eye drops 15*0.4ml sdu,azithrochidia,1%,eye drops
azithroglob 500 mg vial i.v. inf.,azithroglob,500 mg,vial i.v. inf.
azithromash 500 mg 3 f.c. tabs.,azithromash,500 mg,tabs
azithromash 500 mg 6 f.c. tabs.,azithromash,500 mg,tabs
azithromin 250mg 6 caps.,azithromin,250mg,caps
azithromycin-aug 500 mg 3 f.c.tabs.,azithromycin-aug,500 mg,tabs
azithromycin-aug 500 mg 6 f.c.tabs.,azithromycin-aug,500 mg,tabs
azithrotreat 2gm/60ml pd. for oral susp.,azithrotreat,2gm/60ml,pd. oral susp.
aziwok 200mg/5ml susp. 15ml,aziwok,200mg/5ml,susp.
aziwok 250mg 6 caps.,aziwok,250mg,caps
azlocil .1gm . vials,azlocil,0.1gm,vials
azmacort. 60 mg.240 dose(s)- l,azmacort,60 mg,0
azo 25g cream,azo,25g,cream
azo soap 80 gm,azo soap,80 gm,soap
azolacone 200mg vial(n/a yet),azolacone,200mg,vial
azolmigra 5 mg 2 oro-dispersible tabs.,azolmigra,5 mg,oro-dispersible tabs.
azomycin 200mg/5ml susp. 15ml,azomycin,200mg/5ml,susp.
azomycin 250mg 6 caps.,azomycin,250mg,caps
azopt 1% eye drops 5 ml,azopt,1%,eye drops
azor anti-dandruff shampoo 120 ml,azor anti-dandruff,120 ml,shampoo
azor hair baby shampoo 120 ml,azor hair baby,120 ml,shampoo
azor hair oil 120 ml,azor hair,120 ml,oil
azor topical liquid 100 ml,azor,100 ml,topical liquid
azora topical cream 50 gm,azora,50 gm,topical cream
azotec dex massage cream 100 gm,azotec dex massage,100 gm,cream
azotec dex massage cream 50 gm,azotec dex massage,50 gm,cream
azotec flex roll on 80 ml,azotec flex,80 ml,roll on
azotec max gel 100 gm,azotec max,100 gm,gel
azotec mix massage spray 100 ml,azotec mix massage,100 ml,spray
azotec mix massage spray 200 ml,azotec mix massage,200 ml,spray
azrolanta 500 mg vial,azrolanta,500 mg,vial
azrolid 200mg/ 5 ml for oral 22.5 ml susp,azrolid,200mg/ 5 ml,oral susp
azrolid 200mg/ 5 ml for oral 30ml susp,azrolid,200mg/ 5 ml,oral susp
azrolid 200mg/5ml pd. for oral susp. 15ml,azrolid,200mg/5ml,pd. oral susp.
azrolid 500mg 3 tablets,azrolid,500mg,tablets
azrolid 500mg 6 f.c. tab.,azrolid,500mg,tab.
azur hair oil 120 ml,azur hair,120 ml,oil
azura topical cream 50 gm,azura,50 gm,topical cream
azyldrox 100 mg s.c. vial 5 ml,azyldrox,100 mg,s.c. vial
b & b eye contour cream 30 gm,b & b eye contour cream,30 gm,cream
b & b skin emollient cream 120 gm,b & b skin emollient cream,120 gm,cream
b a l dimercaprol .10 amp,b a l dimercaprol,0.10 mg,amp
b complex 125mg 60tab,b complex,125mg,tab
b twelve 1000 mcg 30 sublingual tabs,b twelve,1000 mcg,sublingual tabs
b&b skin emollient cream 20 g,b&b skin emollient cream,20 g,cream
b- light. 21 sachets,b- light,0,sachets
b-12- 500 mcg 100 depot,b-12-,500 mcg,depot
b-b-c 10 cap,b-b-c,0,cap
b-b-c 20 cap,b-b-c,0,cap
