original_name,drug_name,dose,form
clark pelo antiseptic hand wash,clark pelo antiseptic,0,hand wash
clary fresh scalp hair scrub 300 ml,clary fresh scalp hair,300 ml,scrub
clary hair conditioner 300 ml,clary hair,300 ml,conditioner
clary hair mask 300 ml,clary hair,300 ml,mask
clary hair mist 200 ml,clary hair,200 ml,mist
clary hair serum 100 ml,clary hair,100 ml,serum
clary hair shampoo 300 ml,clary hair,300 ml,shampoo
clary hair water 200 ml,clary hair,200 ml,water
clary spf 50+ hair mist 100 ml,clary spf 50+ hair,100 ml,mist
class gel 60 gm,class,60 gm,gel
clasynmo 875/125 mg 20 f.c. tabs.,clasynmo,875/125 mg,tabs
clatazev 60 mg 28 f.c. tablets,clatazev,60 mg,tablets
clatex 75mg 30 f.c.tab.,clatex,75 mg,tab
claudicat 100mg 30 tab.,claudicat,100 mg,tab
claudicat 50mg 30 tab.,claudicat,50 mg,tab
claudizol 100 mg 30 tab.,claudizol,100 mg,tab
claudol 100 mg 30 tab.,claudol,100 mg,tab
claudol 50 mg 30 tab.,claudol,50 mg,tab
clausa plus 20 tabs.,clausa plus,0,tabs
clavimox 1 gm 12 f.c.tabs.,clavimox,1 gm,tabs
clavimox 1gm 16 f.c. tab,clavimox,1 gm,tab
clavimox 228.5mg/5ml pd. for oral susp. 70ml,clavimox,228.5mg/5ml,oral suspension
clavimox 312.5mg/5ml pd. for oral 60 ml,clavimox,312.5mg/5ml,oral liquid
clavimox 457mg/5ml pd. for oral 75 ml,clavimox,457mg/5ml,oral liquid
clavimox 625 mg 12 f.c.tabs.,clavimox,625 mg,tabs
clavimox 642.9mg/5ml pd. for oral susp. 70ml,clavimox,642.9mg/5ml,oral suspension
clavocillin 1 gm 10 dispersible tabs.,clavocillin,1 gm,dispersible tabs
clavocillin 625 mg 10 dispersible tabs.,clavocillin,625 mg,dispersible tabs
clavosigma 250/125mg 30 f.c. tab.,clavosigma,250/125mg,tab
clavosigma 250mg/62.5mg susp. 60 ml,clavosigma,250mg/62.5mg,suspension
clavosigma 875/125mg 10 f.c. tabs.,clavosigma,875/125mg,tabs
clavucin 1.2gm i.v.vial,clavucin,1.2gm,i.v. vial
clavucin 156 mg/5 ml 60ml susp.,clavucin,156 mg/5 ml,suspension
clavucin 375mg 10 f.c.tab.,clavucin,375mg,tab
clavucin 600mg i.v. vial,clavucin,600mg,i.v. vial
clavucin 625mg 10 f.c.tab.,clavucin,625mg,tab
clawash lotion 120 ml,clawash,120 ml,lotion
clean way rectal cream 60 gm,clean way rectal,60 gm,cream
cleanol facial cleanser 120ml,cleanol facial,120 ml,cleanser
cleanol facial cleanser 250 ml,cleanol facial,250 ml,cleanser
cleanol soap 80 gm,cleanol,80 gm,soap
cleanser foamy facial clenser 200 ml,cleanser foamy facial,200 ml,cleanser
cleanser foamy facial clenser oily skin 200 ml,cleanser foamy facial oily skin,200 ml,cleanser
cleansovera soap 80 gm,cleansovera,80 gm,soap
cleany hand sanitizer gel 100 ml,cleany hand sanitizer,100 ml,gel
cleanza vag.douche 120 ml,cleanza,120 ml,vaginal douche
clear air 10mg 14 tab,clear air,10mg,tab
clear air 4mg 14 chewable tab,clear air,4mg,chewable tab
clear air 4mg 7 sachets,clear air,4mg,sachets
clear air 5 mg 21 chewable tab,clear air,5 mg,chewable tab
