original_name,drug_name,dose,form
apple cider vinegar 600 mg 200 tabs. (illegal import),apple cider vinegar,600 mg,tabs
apple vinegar vilux syrup 250 ml,apple vinegar vilux,250 ml,syrup
apple vinegar vilux syrup 473 ml,apple vinegar vilux,473 ml,syrup
apple vinegar vilux syrup 500 ml,apple vinegar vilux,500 ml,syrup
apple-lite 30 tablets,apple-lite,Null,tablets
apranax 550 mg 16 tab,apranax,550 mg,tab
apranox 500 mg 3amp,apranox,500 mg,amp
aprepemic 80 mg 2 caps.,aprepemic,80 mg,caps
apresoline 20 mg 5 amp,apresoline,20 mg,amp
apresoline 25mg 84 tab,apresoline,25 mg,tab
apricor cream 30 gm,apricor,30 gm,cream
aprima 3 mg,aprima,3 mg,Null
aprimertaz 30 mg 30 f.c.tabs.,aprimertaz,30 mg,tabs
aprotinin 500000 iu vail,aprotinin,500000 iu,vail
aprovel 150mg 14 tab.,aprovel,150 mg,tab
aprovel 300mg 14tab,aprovel,300 mg,tab
aptamil 1 advance premium+ milk 400 gm,aptamil 1 advance premium+,400 gm,milk
aptamil 2 advance premium+ milk 400 gm,aptamil 2 advance premium+,400 gm,milk
aptamil 2 milk 400 gm,aptamil 2,400 gm,milk
aptamil comfort milk 400 gm,aptamil comfort,400 gm,milk
aptamil ha1 milk 400 gm,aptamil ha1,400 gm,milk
aptamil ha1 milk 400 gm (n/a),aptamil ha1,400 gm,milk
aptamil ha2 milk 400 gm,aptamil ha2,400 gm,milk
aptamil junior (aptajunior) 3 advance premium+ milk 400 gm,aptamil junior 3 advance premium+,400 gm,milk
aptamil junior 3 milk 400 gm,aptamil junior 3,400 gm,milk
aptamil lf milk 400 gm,aptamil lf,400 gm,milk
aptamil nutriprem pdf milk 400 gm,aptamil nutriprem pdf,400 gm,milk
aptamil pre nutriprem milk 400 gm,aptamil pre nutriprem,400 gm,milk
aptamil prosyneo milk 400 gm,aptamil prosyneo,400 gm,milk
aptoful 10/25mg 10 f.c.tab,aptoful,10/25 mg,tab
aptoful 5/12.5mg 10 f.c. tab,aptoful,5/12.5 mg,tab
aqua b 30 tabs,aqua b,Null,tabs
aqua cid 120ml syrup,aqua cid,120 ml,syrup
aqua collo syrup 120 ml,aqua collo,120 ml,syrup
aqua cure syrup 120 ml,aqua cure,120 ml,syrup
aqua dent 300 ml mouth wash,aqua dent,300 ml,mouth wash
aqua dent mouth wash 300 ml,aqua dent,300 ml,mouth wash
aqua gripe n syrup 60 ml,aqua gripe n,60 ml,syrup
aqua gripe syrup 120 ml,aqua gripe,120 ml,syrup
aqua ice complex gel 100 ml,aqua ice complex,100 ml,gel
aqua ice complex spray 150 ml,aqua ice complex,150 ml,spray
aqua moon syrup,aqua moon,Null,syrup
aqua o acne cleanser 200 ml,aqua o acne,200 ml,cleanser
aqua plus syrup 100 ml,aqua plus,100 ml,syrup
aqua queen syp,aqua queen,Null,syp
aqua ream z 120ml syrup,aqua ream z,120 ml,syrup
aqua shuttle cream 75 ml,aqua shuttle,75 ml,cream
aqua v - vaginal gel 60 ml,aqua v - vaginal,60 ml,gel
aqua- gem- e- 30 cap,aqua- gem- e-,Null,cap
aqua-akita facial cleanser 200 ml,aqua-akita facial,200 ml,cleanser
