original_name,drug_name,dose,form
promostatin 3.75 gm 30 sachets,promostatin,3.75gm,sachets
pronet hair lotion 120 ml,pronet hair,120ml,lotion
pronto plus 20 tab.,pronto plus,20 mg,tab
prontogest 100mg/2ml 10 im ampoule,prontogest,100mg/2ml,ampoule
prontogest 200mg 30 vaginal or rectal pessaries,prontogest,200mg,pessaries
prontogest 400mg 30 vaginal pessaries,prontogest,400mg,pessaries
prontomutim 100mg 30 tabs,prontomutim,100mg,tab
prontomutim 200mg 30 tabs,prontomutim,200mg,tab
pronuben baby ac milk 400 gm,pronuben baby ac,400gm,milk
pronuben baby ar milk 400 gm,pronuben baby ar,400gm,milk
pronuben baby lf milk 400 gm,pronuben baby lf,400gm,milk
prony candy 30 pieces,prony,30 mg,candy
propamethone top. cream. 20 gm,propamethone,20gm,cream
propencivir 125mg 7 f.c. tab.,propencivir,125mg,tab
propencivir 250mg 7 f.c. tab.,propencivir,250mg,tab
propencivir 500mg 7 f.c. tab.,propencivir,500mg,tab
propess 10 mg vaginal delivery system,propess,10mg,vaginal delivery system
prophallerge 0.025% eye drops 5 ml,prophallerge,0.025%,eye drops
prophallerge 1mg 20 tab,prophallerge,1mg,tab
prophallerge 1mg/5ml syrup 120ml,prophallerge,1mg/5ml,syrup
propofol 1% fresenius emlsion for i.v. inf. or inj.,propofol fresenius,1%,emulsion
propofol lipuro 1% 5 amp. i.v. inf. or inj.,propofol lipuro,1%,ampoule
propolis c 20 lozenges,propolis c,20 mg,lozenges
propolis cream 15 ml,propolis,15ml,cream
propolis cream 30 ml,propolis,30ml,cream
propomans cream 50 gm,propomans,50gm,cream
propos acne cream 50 gm,propos acne,50gm,cream
propylthiouracil 50mg 20 tab. b.p 2002,propylthiouracil,50mg,tab
proscar 5mg 28 f.c. tab,proscar,5mg,tab
prosense soap 80 gm,prosense,80gm,soap
prosil sport spf 15 stick oint. 4.25 gm,prosil sport,4.25gm,stick ointment
pross hair cream 150 gm,pross hair,150gm,cream
pross hair lotion 120 ml,pross hair,120ml,lotion
pross hair lotion 250 ml,pross hair,250ml,lotion
pross hair oil 120 ml,pross hair,120ml,oil
pross hair oil 250 ml,pross hair,250ml,oil
pross hair serum 120 ml,pross hair,120ml,serum
pross hair serum 250 ml,pross hair,250ml,serum
pross hair shampoo 250 ml,pross hair,250ml,shampoo
prost ade 20 capsules,prost ade,20 mg,caps
prosta-s 160mg 20 caps.,prosta-s,160mg,caps
prostacap 50mg 24 caps.,prostacap,50mg,caps
prostacure 50mg 20 caps.,prostacure,50mg,caps
prostacure plus 20 caps.,prostacure plus,20 mg,caps
prostagard 20 caps.,prostagard,20 mg,caps
prostalin 5 rectal supp.,prostalin,5 mg,supp
prostality 20 caps,prostality,20 mg,caps
prostanorm 30 caps,prostanorm,30 mg,caps
prostasan 30 caps.,prostasan,30 mg,caps
prostasin 2mg 20 tab.,prostasin,2mg,tab
