original_name,drug_name,dose,form
rosidex 8mg 10 tab,rosidex,8mg,tab
rosiglit 5mg 10 tab,rosiglit,5mg,tab
rosilone tab,rosilone,0,tab
rosinol 100 mg 20 cap,rosinol,100 mg,cap
rosinol 20 caps.,rosinol,0,caps
rosiplus 4 mg 10 tab,rosiplus,4 mg,tab
rosiplus 4 mg 20 tab,rosiplus,4 mg,tab
rosita hair cream 100 gm,rosita hair,0,cream
rosita hair lotion 250 ml,rosita hair,0,lotion
rositor 10mg 14 f.c. tab,rositor,10mg,tab
rositor 20mg 14 f.c.tab,rositor,20mg,tab
rosix 30 pieces,rosix,0,pieces
rosizone 4mg 30 tab,rosizone,4mg,tab
rosmira 60 ml spray,rosmira,0,spray
rosnum 10 sachets,rosnum,0,sachets
roson 20 tabs,roson,0,tabs
rostac 20 soft gel capsules,rostac,0,soft gel capsules
rostatine 20mg 30 f.c.tab,rostatine,20mg,tab
rostatine 20mg 30 f.c.tab.,rostatine,20mg,tab
rostevo 100 ml hair oil,rostevo,0,hair oil
rostevo 50 gm massage gel,rostevo,0,massage gel
rostevo 50gm facial gel,rostevo,0,facial gel
rostevo anti dandruff shampoo 250 ml,rostevo anti dandruff,0,shampoo
rostevo anti-frizz hair mask 250ml,rostevo anti-frizz,0,hair mask
rostevo deep moisture shea 50 gm cream,rostevo deep moisture shea,0,cream
rostevo hair condiotioner 250ml,rostevo,0,hair condiotioner
rostevo hair cream 100 gram,rostevo,0,hair cream
rostevo hair serum 150ml,rostevo,0,hair serum
rostevo intimate feminine wash 250ml,rostevo intimate feminine,0,wash
rostevo massage gel 100 gm,rostevo,0,massage gel
rostevo mouth wash 250 ml,rostevo,0,mouth wash
rostevo shampoo with caffeine + keratin 250ml,rostevo with caffeine + keratin,0,shampoo
rostevo shea butter 100gm,rostevo,0,shea butter
rostevo sunscreen lotion spf 50+,rostevo sunscreen spf 50+,0,lotion
rostevo whitening cream 50 gm,rostevo whitening,0,cream
rosumop 10mg 14 f.c. tabs.,rosumop,10mg,tabs
rosumop 20mg 14 f.c. tabs.,rosumop,20mg,tabs
rosuvast 10mg 14 f.c.tab,rosuvast,10mg,tab
rosuvast 20 mg 14 f.c.tab.,rosuvast,20 mg,tab
rosuvast 5mg 14 f.c.tab,rosuvast,5mg,tab
rosuvastatin 10mg 14 f.c. tab,rosuvastatin,10mg,tab
rosuvastatin 20mg 14 f.c. tab.,rosuvastatin,20mg,tab
rosy 150 tab بستلية فروت,rosy,0,tab
rosyok 30 f.c. tabs.,rosyok,0,tabs
rota carbamide cream 30 gm,rota carbamide,0,cream
rota cooling gel 4 patches,rota cooling gel,0,patches
rota panthenol cream 30 gm,rota panthenol,0,cream
rota panthenol shampoo 120 ml,rota panthenol,0,shampoo
rota power omega 60 caps.,rota power omega,0,caps
rota power vitamin c 1000 mg 20 eff. tabs.,rota power vitamin c,1000 mg,eff. tabs
